字音频序	字	读音	最短码	最短码候选位	全码	全码候选位	补三简
210	受	shou	uzm	1	uzmp	1	
211	住	zhu	vu	1	vuoe	1	
212	活	huo	ho	1	hozt	1	
213	何	he	he	1	heoq	1	
214	题	ti	ti	1	tigq	1	
215	完	wan	wji	1	wjiy	1	
216	加	jia	jxy	1	jxyt	1	
217	伙	huo	hoo	1	hoob	1	
218	接	jie	jp	1	jpkp	2	
219	拿	na	nap	1	napk	1	
220	望	wang	wh	1	whar	2	
221	解	jie	jpx	1	jpxd	1	
222	其	qi	qin	1	qinr	1	
223	离	li	lia	1	liax	2	
224	谈	tan	tj	1	tjrb	1	
225	又	you	yzp	1	yzpp	1	
226	了	liao	ln	1	lnyy	1	
227	新	xin	xbq	1	xbqg	1	
228	更	geng	gg	1	ggnr	1	ggn
229	钱	qian	qmh	1	qmhh	1	
230	场	chang	ihe	1	ihec	1	
231	嗯	ng	ngt	1	ngtw	1	
232	部	bu	bu	1	buqy	1	
233	计	ji	jira	1	jira	1	
234	任	ren	rfo	1	rfoe	1	
235	确	que	qt	1	qtcq	1	
236	思	si	sit	1	sitw	1	
237	吃	chi	i	1	iity	1	
238	始	shi	uip	1	uipt	1	
239	结	jie	jpc	1	jpct	1	
240	马	ma	mad	1	madd	1	
241	朋	peng	pg	1	pgqq	1	
242	警	jing	jka	1	jkar	1	
243	尔	er	erx	1	erxy	1	
244	士	shi	uie	1	uiee	1	
245	外	wai	wd	1	wdrn	1	wdr
246	件	jian	jmo	1	jmod	2	
247	难	nan	nj	1	njpw	1	
248	位	wei	wwo	1	wwoq	2	
249	表	biao	bn	1	bnrm	1	bnr
250	刚	gang	gh	1	ghsx	1	
251	边	bian	bm	1	bmyq	1	bmy
252	或	huo	hoh	1	hohn	1	
253	将	jiang	jl	1	jlnq	1	
254	希	xi	xir	1	xirn	1	
255	男	nan	njt	1	njty	1	
256	准	zhun	vy	1	vyzw	1	vyz
257	变	bian	bmt	1	bmtp	1	
258	利	li	lip	1	lipp	1	
259	证	zheng	vgr	1	vgrp	1	
260	物	wu	wud	1	wudc	1	
261	总	zong	zs	1	zsrw	1	zsr
262	噢	o	oo	1	ooty	1	oot
263	员	yuan	yr	1	yrtq	1	yrt
264	系	xi	xia	1	xiac	1	
265	玩	wan	wjr	1	wjry	1	
266	管	guan	grl	1	grlh	1	
267	几	ji	jis	1	jiss	1	
268	处	chu	iup	1	iupn	1	
269	办	ban	bj	1	bjyy	1	
270	主	zhu	vua	1	vuae	1	
271	气	qi	qib	1	qibb	2	
272	每	mei	mwo	1	mwot	1	
273	查	cha	ia	1	iavn	1	
274	少	shao	uc	1	ucya	1	ucy
275	失	shi	uiz	1	uizz	2	
276	此	ci	cip	1	cipb	2	
277	性	xing	xkw	1	xkwt	2	
278	切	qie	qp	1	qpbx	1	qpb
279	必	bi	biw	1	biww	1	
280	备	bei	bwp	1	bwpt	1	
281	算	suan	sr	1	srla	1	
282	合	he	hep	1	hept	2	
283	拉	la	la	1	lakq	1	lak
284	队	dui	dvy	1	dvyp	1	
285	试	shi	uir	1	uirp	3	
286	抱	bao	bck	1	bckq	1	
287	医	yi	yis	1	yisz	1	
288	体	ti	tio	1	tion	1	
289	通	tong	tsj	1	tsjq	1	
290	并	bing	bk	1	bkra	1	bkr
291	早	zao	zc	1	zcga	1	zcg
292	三	san	sj	1	sjnn	1	sjn
293	害	hai	hdi	1	hdit	1	
294	歉	qian	qmg	1	qmgp	1	
295	选	xuan	xr	1	xrdq	1	
296	门	men	mfs	1	mfss	1	
297	嗨	hai	hdt	1	hdtt	3	
298	房	fang	fhf	1	fhfx	1	
299	命	ming	mkp	1	mkpy	1	
300	重	zhong	vsa	1	vsat	1	
301	且	qie	qpe	1	qpee	1	
302	向	xiang	xlm	1	xlmm	2	
303	兴	xing	xky	1	xkyr	1	
304	球	qiu	qq	1	qqrz	1	
305	入	ru	rup	1	rupp	1	
306	照	zhao	vcg	1	vcgb	1	
307	服	fu	fuq	1	fuqp	3	
308	掉	diao	dn	1	dnka	1	dnk
309	长	zhang	vh	1	vhff	1	
310	够	gou	gz	1	gzsr	1	
311	演	yan	yj	1	yjzr	1	
312	路	lu	lu	1	lupp	1	
313	日	ri	ri	1	rigg	1	rig
314	案	an	ani	1	aniv	1	
315	舞	wu	wuo	1	wuol	1	
316	决	jue	jtz	1	jtzy	1	
317	求	qiu	qqn	1	qqnz	1	
318	呃	e	ee	1	eetq	2	
319	字	zi	zii	1	ziiy	1	
320	提	ti	tik	1	tikp	1	
321	目	mu	mu	1	mugg	1	
322	夫	fu	fuy	1	fuyy	1	
323	肯	ken	kf	1	kfpq	1	kfp
324	笑	xiao	xn	1	xnly	1	
325	伤	shang	uho	1	uhoy	1	
326	神	shen	ufs	1	ufst	1	
327	父	fu	fur	1	furr	1	
328	指	zhi	vik	1	vikg	1	
329	留	liu	lq	1	lqrt	1	
330	德	de	deo	1	deow	1	
331	报	bao	bckp	1	bckp	1	
332	水	shui	uv	1	uvff	1	uvf
333	教	jiao	jns	1	jnsp	1	
334	枪	qiang	ql	1	qlvq	1	
335	清	qing	qkz	1	qkzq	1	
336	世	shi	uin	1	uiny	1	
337	号	hao	hct	1	hcty	1	
338	远	yuan	yrn	1	yrnq	1	
339	约	yue	yt	1	ytcz	1	ytc
340	色	se	se	1	sexq	1	sex
341	片	pian	pm	1	pmnn	1	pmn
342	原	yuan	yru	1	yruy	1	
343	师	shi	uil	1	uiln	1	
344	口	kou	kz	1	kztt	1	
345	酒	jiu	jq	1	jqzl	1	
346	官	guan	gri	1	grih	1	
347	周	zhou	vz	1	vzst	1	vzs
348	星	xing	xkg	1	xkgt	1	
349	识	shi	uirr	1	uirr	1	
350	救	jiu	jqn	1	jqnp	1	
351	赛	sai	sd	1	sdiq	1	
352	底	di	diu	1	diuq	1	
353	棒	bang	bhv	1	bhvr	1	
354	须	xu	xua	1	xuaq	2	
355	收	shou	uzy	1	uzyp	1	
356	坐	zuo	zop	1	zope	1	
357	交	jiao	jna	1	jnar	2	
358	婚	hun	hy	1	hypg	1	hyp
359	停	ting	tko	1	tkoq	2	
360	眼	yan	yjg	1	yjgf	1	
361	蛋	dan	djp	1	djpx	1	
362	息	xi	xiq	1	xiqw	1	
363	室	shi	uiiw	1	uiiw	1	
364	运	yun	yy	1	yynq	1	
365	宝	bao	bci	1	bcir	1	
366	哥	ge	ge	1	geqq	1	
367	张	zhang	vhy	1	vhyf	1	
368	根	gen	gfv	1	gfvf	1	
369	内	nei	nw	1	nwsp	1	nws
370	搞	gao	gck	1	gckt	1	
371	金	jin	jbh	1	jbhh	1	
372	战	zhan	vj	1	vjnh	1	
373	火	huo	hob	1	hobb	1	
374	至	zhi	viw	1	viww	1	
375	声	sheng	uge	1	ugel	1	
376	条	tiao	tn	1	tnpy	1	
377	消	xiao	xnz	1	xnzq	2	
378	期	qi	qinq	1	qinq	1	
379	买	mai	md	1	mdyy	1	mdy
380	整	zheng	vgj	1	vgjp	1	
381	病	bing	bku	1	bkup	1	
382	弟	di	dim	1	dimm	1	
383	音	yin	ybl	1	ybll	1	
384	装	zhuang	vl	1	vlnm	1	
385	您	nin	nb	1	nbow	1	nbo
386	怕	pa	pa	1	pawq	1	paw
387	犯	fan	fj	1	fjbq	1	
388	送	song	ss	1	ssrq	3	
389	护	hu	hu	1	hukf	1	
390	近	jin	jbg	1	jbgq	1	
391	怪	guai	gk	1	gkwe	1	gkw
392	花	hua	hxa	1	hxab	1	
393	持	chi	ii	1	iikq	1	
394	节	jie	jpa	1	jpay	1	
395	与	yu	yun	1	yunn	1	
396	格	ge	gev	1	gevp	1	
397	光	guang	gl	1	glyy	1	gly
398	度	du	du	1	duup	1	duu
399	穿	chuan	ir	1	iril	1	iri
400	愿	yuan	yruw	1	yruw	1	
401	象	xiang	xld	1	xldd	1	
402	使	shi	uio	1	uior	1	
403	击	ji	jin	1	jinf	1	
404	影	ying	ykg	1	ykga	1	
405	哦	e	eet	1	eeth	1	
406	喝	he	het	1	hets	1	
407	月	yue	ytq	1	ytqq	1	
408	嘛	ma	mat	1	matv	1	
409	察	cha	iai	1	iaiv	1	
410	器	qi	qit	1	qitt	1	
411	制	zhi	vid	1	vidx	1	
412	二	er	ern	1	ernn	1	
413	助	zhu	vue	1	vuey	1	
414	单	dan	djj	1	djjj	1	
415	待	dai	ddo	1	ddoq	3	
416	除	chu	iuy	1	iuyr	1	
417	尼	ni	ni	1	nifb	1	nif
418	贝	bei	bwq	1	bwqq	1	
419	写	xie	xpi	1	xpin	1	
420	绝	jue	jtc	1	jtcq	1	
421	乐	le	le	1	leee	1	lee
422	帝	di	dii	1	diin	1	
423	界	jie	jpt	1	jptl	1	
424	姐	jie	jpp	1	jppe	1	
425	反	fan	fja	1	fjap	1	
426	担	dan	djk	1	djkn	1	
427	海	hai	hdz	1	hdzt	1	
428	由	you	yzt	1	yztt	1	
429	论	lun	ly	1	lyrb	1	lyr
430	司	si	siy	1	siyt	1	
431	布	bu	bua	1	buan	1	
432	续	xu	xuc	1	xucy	1	
433	视	shi	uis	1	uisq	2	
434	母	mu	mut	1	mutt	1	
435	飞	fei	fwy	1	fwyy	1	
436	跑	pao	pc	1	pcpq	1	pcp
437	尽	jin	jbf	1	jbfz	1	
438	空	kong	ks	1	ksip	1	ksi
439	万	wan	wja	1	wjaa	1	
440	强	qiang	qly	1	qlyx	1	
441	达	da	day	1	dayq	2	
442	哈	ha	ha	1	hatt	1	hat
443	托	tuo	to	1	tokb	1	
444	注	zhu	vuz	1	vuze	1	
445	罗	luo	lo	1	lobr	2	
446	线	xian	xmc	1	xmch	1	
447	弄	nong	ns	1	nsra	1	nsr
448	代	dai	ddoh	1	ddoh	1	
449	忙	mang	mh	1	mhwa	1	mhw
450	久	jiu	jqp	1	jqpp	1	
451	坏	huai	hk	1	hken	1	hke
452	奇	qi	qiy	1	qiyq	1	
453	密	mi	mi	1	miif	1	
454	议	yi	yir	1	yirr	3	
455	衣	yi	yim	1	yimm	1	
456	钟	zhong	vsh	1	vshl	1	
457	继	ji	jic	1	jicy	1	
458	疯	feng	fg	1	fgur	1	fgu
459	份	fen	ffo	1	ffox	1	
460	止	zhi	vip	1	vipp	3	
461	礼	li	lis	1	lisy	1	
462	鬼	gui	gv	1	gvdd	1	
463	平	ping	pk	1	pkna	1	
464	拜	bai	bdb	1	bdbr	1	
465	数	shu	uu	1	uusp	1	uus
466	睡	shui	uvg	1	uvgn	1	
467	军	jun	jy	1	jyim	1	
468	啦	la	lat	1	latq	1	
469	紧	jin	jbl	1	jblc	1	
470	兄	xiong	xs	1	xsty	1	xst
471	站	zhan	vjq	1	vjqt	1	
472	品	pin	pb	1	pbtt	1	pbt
473	罪	zui	zvb	1	zvbn	1	
474	抓	zhua	vx	1	vxkm	1	vxk
475	英	ying	yka	1	ykay	1	
476	亮	liang	lla	1	llas	1	
477	跳	tiao	tnp	1	tnpy	2	
478	亚	ya	ya	1	yall	1	
479	联	lian	lm	1	lmqy	1	
480	混	hun	hyz	1	hyzb	2	
481	狗	gou	gzb	1	gzbt	1	
482	十	shi	uia	1	uiaa	1	
483	脑	nao	nc	1	ncqs	1	
484	业	ye	yel	1	yell	1	
485	歌	ge	geq	1	geqp	2	
486	精	jing	jks	1	jksq	1	
487	却	que	qte	1	qtey	1	
488	包	bao	bcs	1	bcsq	1	
489	转	zhuan	vr	1	vrmz	1	vrm
490	院	yuan	yry	1	yryy	1	
491	务	wu	wup	1	wupy	2	
492	参	can	cj	1	cjja	1	
493	另	ling	lk	1	lkty	1	
494	台	tai	tdj	1	tdjt	1	
495	统	tong	tsc	1	tscy	1	
496	况	kuang	kl	1	klzy	1	
497	文	wen	wfa	1	wfar	3	
498	风	feng	fgs	1	fgsr	1	
499	书	shu	uuy	1	uuyz	1	
500	否	fou	fzn	1	fznt	1	
501	黑	hei	hwq	1	hwqq	1	
502	险	xian	xmy	1	xmyy	1	
503	言	yan	yjr	1	yjrr	1	
504	巴	ba	baq	1	baqq	1	
505	幸	xing	xke	1	xkex	1	
506	校	xiao	xnv	1	xnvr	1	
507	复	fu	fu	1	fuop	1	
508	四	si	sib	1	sibb	1	
509	量	liang	llg	1	llgt	1	
510	首	shou	uzr	1	uzrq	1	
511	改	gai	gdq	1	gdqp	1	
512	忘	wang	wha	1	whaw	1	
513	便	bian	bmo	1	bmor	1	
514	假	jia	jxo	1	jxop	1	
515	岁	sui	sv	1	svfr	1	
516	客	ke	kei	1	keip	1	
517	据	ju	ju	1	jukk	1	
518	术	shu	uuv	1	uuvz	1	
519	的	di	diq	1	diqz	1	
520	永	yong	ysf	1	ysff	1	
521	票	piao	pn	1	pnlv	1	
522	传	chuan	iro	1	iroz	1	
523	烦	fan	fjb	1	fjbq	2	
524	取	qu	qu	1	quqp	2	
525	游	you	yzz	1	yzzy	1	
526	糟	zao	zcs	1	zcsg	1	
527	基	ji	jine	1	jine	1	
528	随	sui	svy	1	svyq	3	
529	派	pai	pd	1	pdzq	1	
530	令	ling	lkm	1	lkmm	2	
531	探	tan	tjk	1	tjkv	1	
532	恩	en	en	1	eniw	1	eni
533	嘴	zui	zvt	1	zvtq	1	
534	式	shi	uih	1	uihp	1	
535	律	lv	lv	1	lvog	1	
536	越	yue	ytp	1	ytph	1	
537	局	ju	juf	1	juft	1	
538	毒	du	dur	1	durt	1	
539	麻	ma	mau	1	mauv	1	
540	流	liu	lqz	1	lqzl	1	
541	答	da	dal	1	dalt	1	
542	简	jian	jml	1	jmlg	1	
543	圣	sheng	ugp	1	ugpe	1	
544	控	kong	ksk	1	kskp	1	
545	唱	chang	iht	1	ihtg	1	
546	倒	dao	dco	1	dcox	1	
547	味	wei	wwt	1	wwtm	1	
548	划	hua	hxh	1	hxhx	1	
549	易	yi	yig	1	yigc	1	
550	漂	piao	pnz	1	pnzv	1	
551	支	zhi	vipp	1	vipp	1	
552	治	zhi	viz	1	vizt	2	
553	乎	hu	hua	1	hual	1	
554	录	lu	lug	1	lugf	1	
555	费	fei	fwg	1	fwgq	1	
556	超	chao	ic	1	icpt	1	icp
557	拍	pai	p	1	pdkq	1	
558	轻	qing	qkm	1	qkmp	1	
559	五	wu	wus	1	wuss	1	
560	往	wang	who	1	whoe	1	
561	区	qu	qus	1	qusr	1	
562	杰	jie	jpv	1	jpvb	1	
563	连	lian	lmm	1	lmmq	1	
564	造	zao	zcd	1	zcdq	1	
565	满	man	mj	1	mjzw	1	
566	考	kao	kc	1	kcsy	1	kcs
567	故	gu	gu	1	gukp	2	
568	喂	wei	wwtp	1	wwtp	1	
569	吸	xi	xit	1	xitk	1	
570	极	ji	jivk	1	jivk	1	
571	组	zu	zu	1	zuce	1	zuc
572	讲	jiang	jlr	1	jlra	1	
573	块	kuai	kke	1	kkey	1	
574	趣	qu	qup	1	qupp	1	
575	兰	lan	ljr	1	ljrn	1	
576	集	ji	jiw	1	jiwv	1	
577	静	jing	jkr	1	jkrg	1	
578	类	lei	lw	1	lwsy	1	
579	呀	ya	yat	1	yatl	2	
580	投	tou	tzk	1	tzkb	1	
581	未	wei	wwm	1	wwmm	1	
582	容	rong	rs	1	rsit	1	
583	步	bu	bup	1	bupa	1	
584	束	shu	uuj	1	uujj	1	
585	化	hua	hxo	1	hxob	1	
586	戏	xi	xip	1	xiph	1	
587	米	mi	mis	1	miss	1	
588	醒	xing	xkl	1	xklt	1	
589	终	zhong	vsc	1	vscz	1	
590	恶	e	eel	1	eelw	1	
591	赢	ying	yks	1	yksq	1	
592	梦	meng	mg	1	mgvr	1	
593	药	yao	yca	1	ycaz	1	
594	卖	mai	mda	1	mday	3	
595	监	jian	jmlb	1	jmlb	1	
596	店	dian	dmu	1	dmut	1	
597	显	xian	xmg	1	xmgl	1	
598	半	ban	bjr	1	bjrr	2	
599	班	ban	bjrx	1	bjrx	1	
600	科	ke	kej	1	keja	1	
601	语	yu	yur	1	yurt	1	
602	付	fu	fuf	1	fuff	1	
603	排	pai	pdk	1	pdkn	1	
604	热	re	re	1	rekb	1	rek
605	楚	chu	iuv	1	iuvp	1	
606	图	tu	tu	1	tuiz	1	
607	敢	gan	gjy	1	gjyp	1	
608	偷	tou	tzo	1	tzox	1	
609	破	po	po	1	pocb	1	poc
610	油	you	yzzt	1	yzzt	1	
611	餐	can	cjr	1	cjrg	1	
612	维	wei	wwc	1	wwcw	1	
613	杯	bei	bwv	1	bwvn	1	
614	哇	wa	wa	1	wate	1	
615	市	shi	uian	1	uian	1	
616	城	cheng	ige	1	igey	1	
617	权	quan	qrv	1	qrvp	1	
618	某	mou	mz	1	mznv	1	mzn
619	激	ji	jiz	1	jizp	1	
620	讨	tao	tc	1	tcrq	1	tcr
621	程	cheng	igj	1	igjr	1	
622	责	ze	ze	1	zerq	1	zer
623	差	cha	iab	1	iabp	1	
624	立	li	liq	1	liqq	1	
625	昨	zuo	zog	1	zogf	1	
626	闭	bi	bis	1	bisq	1	
627	威	wei	wwh	1	wwhp	1	
628	饭	fan	fjg	1	fjgp	1	
629	庭	ting	tku	1	tkuq	2	
630	换	huan	hrk	1	hrky	1	
631	船	chuan	irm	1	irmt	1	
632	及	ji	jik	1	jikk	1	
633	猜	cai	cd	1	cdbq	1	cdb
634	争	zheng	vgx	1	vgxg	1	
635	级	ji	jick	1	jick	1	
636	刻	ke	kef	1	kefx	1	
637	建	jian	jmg	1	jmgq	1	
638	团	tuan	tr	1	triq	1	tri
639	惊	jing	jkw	1	jkwy	2	
640	阿	a	aa	1	aayq	1	aay
641	段	duan	dr	1	drab	1	dra
642	迎	ying	yky	1	ykyq	1	
643	标	biao	bnv	1	bnvv	1	
644	迪	di	dit	1	ditq	2	
645	王	wang	whr	1	whrr	1	
646	义	yi	yiz	1	yizr	2	
647	民	min	mb	1	mbzz	1	
648	唯	wei	wwtw	1	wwtw	1	
649	各	ge	gep	1	gepp	1	
650	夜	ye	yea	1	year	1	
651	靠	kao	kcd	1	kcdn	1	
652	示	shi	uiv	1	uivv	1	
653	功	gong	gsp	1	gspy	1	
654	释	shi	uim	1	uimr	1	
655	乐	yue	yte	1	ytee	1	
656	检	jian	jmv	1	jmvy	1	
657	得	dei	dw	1	dwoq	1	dwo
658	脸	lian	lmq	1	lmqy	2	
659	引	yin	yby	1	ybyl	1	
660	疑	yi	yib	1	yibp	1	
661	血	xue	xtb	1	xtbb	1	
662	赶	gan	gjp	1	gjpa	1	
663	妹	mei	mwp	1	mwpm	1	
664	择	ze	zek	1	zekr	1	
665	独	du	dub	1	dubx	1	
666	楼	lou	lz	1	lzvp	1	lzv
667	存	cun	cy	1	cyay	1	cya
668	练	lian	lmc	1	lmcm	1	
669	冷	leng	lg	1	lgzm	1	lgz
670	俩	lia	lx	1	lxow	1	lxo
671	断	duan	drs	1	drsg	1	
672	娘	niang	nl	1	nlpf	1	nlp
673	设	she	ue	1	uerb	1	uer
674	置	zhi	vib	1	vibe	1	
675	逃	tao	tcz	1	tczq	3	
676	观	guan	grp	1	grpq	1	
677	松	song	ssv	1	ssvj	1	
678	林	lin	lb	1	lbvv	1	
679	痛	tong	tsu	1	tsuq	1	
680	足	zu	zup	1	zupp	1	
681	码	ma	mac	1	macd	1	
682	狂	kuang	klb	1	klbr	1	
683	恐	kong	ksp	1	kspw	1	
684	妻	qi	qinp	1	qinp	1	
685	慢	man	mjw	1	mjwp	1	
686	重	chong	is	1	isat	1	
687	床	chuang	il	1	iluv	1	
688	价	jia	jxol	1	jxol	1	
