token,count
农业,96377
半,96349
老师,96055
活,95972
突然,95858
过来,95854
应用,95570
达到,95345
相,95292
回去,95196
了解,95190
拍,95118
些,95027
每天,94455
运动,94373
首,94350
全面,94336
曾,94292
正在,94179
完成,94149
自然,94068
真的,94008
另,93803
瘦,93757
选择,93550
有的,93445
办法,93364
结合,93122
关于,92929
原来,92687
本报,92408
意义,92124
胖,92117
抱,92083
原因,92021
毛,91931
项,91857
字,91388
促进,91200
经验,90916
那里,90708
教学,90415
双,90349
行为,90334
拉,90314
农民,90008
哇,89960
部分,89582
增长,89358
感到,89194
严重,89125
只要,89120
开发,89017
非,88928
卖,88700
取得,88479
包括,88363
投资,88319
内容,88003
眼,87976
任何,87951
口,87851
能够,87803
科技,87709
还要,87694
远,87692
传统,87239
帮,87093
目标,87036
经,86868
甚至,86789
谈,86669
新华社,86417
信,86381
倒,86298
经过,86286
哭,86241
十分,85766
重点,85503
中心,85475
实际,85206
强,85203
下去,85192
衣服,85149
任务,85112
心里,84783
产业,84652
实施,84601
冷,84449
日本,84435
路,84393
小时,84267
达,84030
患者,84012
管,84002
不仅,83891
说话,83812
根本,83736
热,83611
有效,83583
共同,83551
之前,83489
容易,83415
力量,83154
个人,83116
只能,83107
时代,83021
相信,82928
检查,82799
重,82619
声音,82492
段,82339
如此,82337
它们,82052
成功,81996
正常,81683
亿,81431
报道,81109
斗争,81096
效果,80934
去年,80925
气,80786
保证,80678
工业,80643
越来越,80584
记得,80355
仍,80255
手机,80065
民族,79914
机构,79848
生,79798
充分,79694
措施,79436
法律,78804
那样,78603
身体,78333
教师,78303
组,77880
意思,77820
以来,77817
发挥,77794
够,77785
实践,77654
举行,77564
当时,77544
睡觉,77444
入,77335
材料,77124
体系,76964
指出,76895
处,76876
造成,76297
介绍,76154
改变,76077
经营,76052
哎,76051
机会,75919
接受,75832
推动,75664
考虑,75651
门,75266
共,75232
吃饭,75134
片,74914
白,74870
下午,74785
差,74782
终于,74702
培养,74699
六,74652
保持,74588
指,74515
上海,74381
头发,74298
获得,74283
类,74082
想到,73651
事业,73596
昨天,73498
程度,72928
网络,72857
形式,72805
调查,72792
专业,72729
有人,72557
受到,72470
人才,72424
留,72312
后来,72300
报告,72190
男,72183
腿,72142
帅,72106
场,72076
稳定,72014
总是,72009
全部,71929
厉害,71775
机制,71628
说明,71223
好吃,71115
采取,71064
真正,70999
分别,70955
忙,70839
找到,70778
进入,70716
整个,70644
引起,70567
因素,70434
统一,70419
梦,70364
原则,70276
养,70273
联系,70228
无法,69829
理解,69785
认真,69584
安,69513
累,69500
久,69475
减少,69352
肉,69080
转,68983
推进,68934
数据,68886
抓,68789
超,68639
永远,68555
具体,68397
困难,68366
更加,68365
明白,68336
满,68303
设备,68302
家里,68020
和平,67984
帮助,67943
然而,67932
随着,67862
责任,67681
红,67524
工人,67479
本来,67242
期待,67233
人类,67189
确定,67160
男人,67105
艺术,67078
怎样,66924
回答,66869
父亲,66623
批,66580
资金,66517
上班,66431
病,66027
那种,65861
下次,65848
领域,65836
每个,65575
弄,65519
也许,65433
包,65306
边,65211
讨论,65205
周,65171
临床,65004
深,65000
她们,64902
价值,64687
来说,64657
仅,64653
读,64577
关注,64465
伟大,64394
于是,64379
难道,64111
确实,64072
国内,64062
表,64040
离开,64000
原,63888
欢迎,63860
亲,63818
监督,63807
重大,63705
创造,63682
实行,63668
除了,63550
短,63518
看来,63469
漂亮,63456
并且,63381
清楚,63294
行动,63252
极,63159
意见,63104
休息,63103
利益,63083
滴,63009
青年,62936
不行,62907
照片,62890
范围,62706
好多,62586
相关,62465
深入,62281
第三,62242
离,62002
停,61991
母亲,61832
反,61746
飞,61707
首先,61675
时期,61586
劳动,61564
数,61469
调整,61382
好久,61256
棒,61229
现象,61206
届,61206
现代,61063
跳,60925
名字,60882
面,60865
持续,60846
动,60838
第,60766
哟,60759
故事,60657
不能,60628
关键,60539
忘,60519
意识,60506
建议,60501
姐姐,60415
经常,60271
目的,60265
假,60159
药,60090
猫,60064
状态,59886
一边,59871
令,59841
不少,59815
步,59781
自由,59592
战略,59527
左右,59516
年轻,59501
座,59348
带来,59312
骂,59043
改,58976
身上,58969
素质,58957
特点,58941
似乎,58862
套,58828
是否,58784
结婚,58764
脚,58692
综合,58593
正确,58569
生态,58466
份,58459
羡慕,58352
身,58315
方向,58280
样子,58211
里面,58158
土地,58115
唱,58104
试验,58044
愿意,57966
之一,57917
斤,57884
降低,57852
画,57848
扩大,57836
接,57817
饭,57784
按照,57760
洗,57736
省,57721
完善,57698
天天,57691
饿,57556
重视,57413
听到,57369
表明,57309
七,57293
价格,57282
强调,57186
广大,57139
平均,57135
八,57095
几乎,57007
医院,57004
开放,56975
速度,56952
大量,56920
且,56859
从而,56665
结束,56637
行政,56602
呵呵,56558
没事,56485
行业,56388
就要,56384
保障,56221
作品,56188
心情,56122
世纪,56090
机关,55972
良好,55766
高兴,55749
考,55727
祝,55723
对象,55706
变成,55694
分钟,55610
靠,55599
建筑,55510
哥,55510
若,55446
生命,55443
反应,55380
观察,55362
风,55337
说道,55255
愿,55234
乱,55117
资料,55059
满足,54887
旅游,54885
余,54843
未来,54798
职工,54793
指导,54774
米,54756
反对,54723
阿,54584
真是,54561
金融,54446
电影,54446
要是,54413
而是,54372
家庭,54349
电话,54341
明确,54333
夫人,54301
简单,54239
恢复,54233
你好,54226
层,54206
猪,54204
证明,54048
定,53983
马上,53921
姐,53815
书记,53756
改善,53710
血,53697
床,53692
先进,53682
估计,53575
光,53549
超过,53519
合理,53485
汽车,53324
以下,53279
显示,53261
装,53240
现实,53239
不知,53077
这次,53017
陪,53009
增强,52993
正是,52991
反映,52962
阶段,52714
易,52608
苏联,52452
收,52365
应当,52354
人生,52190
表达,52174
执行,52030
坏,51952
俩,51877
模式,51855
儿子,51794
同学,51654
落实,51652
咱们,51650
取,51557
道路,51467
嘿嘿,51415
实验,51209
规划,51200
手术,51196
尤其,51177
参与,51142
病人,51056
卫生,51021
成立,51001
优势,50981
部,50977
特色,50950
集中,50894
作出,50888
交流,50825
望,50753
体制,50752
心理,50729
姑娘,50701
收入,50602
遇到,50528
宣传,50486
歌,50297
成果,50266
哥哥,50038
居然,49911
同样,49883
教,49832
大学,49805
清,49647
适应,49644
反正,49547
噢,49502
咯,49423
相当,49411
到底,49367
酒,49306
翻,49155
专家,49145
这时,49142
需,49008
发表,49003
妈妈,48989
及时,48963
医生,48884
系列,48813
高度,48807
似的,48801
评价,48800
加快,48780
期间,48771
排,48748
统计,48719
需求,48679
县,48672
不可,48658
压力,48637
醒,48573
妈,48522
常,48515
支,48511
胜利,48451
安排,48387
市,48335
总理,48288
楼,48235
毕业,48172
竞争,48115
消息,48063
年代,47968
回到,47892
解释,47842
地位,47841
银行,47772
交通,47715
新年,47671
来自,47537
嘴,47505
导致,47446
必要,47437
制定,47396
语言,47393
另外,47337
各地,47300
体育,47151
线,47131
早上,47036
计算,46938
压,46881
业务,46852
赞,46812
比赛,46798
遍,46789
哪个,46764
实在,46622
根,46435
下降,46366
面积,46360
事实,46310
广泛,46294
重新,46278
长期,46252
负责,46170
系,46140
诗,46069
巨大,46022
来到,45823
空间,45804
现代化,45663
代,45638
丰富,45616
面前,45578
中央,45495
天气,45465
尽管,45462
照,45445
投入,45429
接着,45286
文学,45244
后面,45166
文明,45163
别的,45117
团结,45083
改造,45080
法,45056
方案,45032
感情,45016
除,45016
成本,44988
台,44851
提,44844
是的,44787
见到,44768
态度,44742
讯,44601
刚刚,44583
联合,44523
双方,44513
新闻,44488
及其,44444
日子,44421
哒,44373
显著,44344
规范,44284
战争,44198
严格,44195
这儿,44182
维护,44164
称,44046
优秀,44033
规模,44030
旧,43962
虽,43884
做到,43873
英国,43830
怎么样,43775
喊,43772
符合,43745
迅速,43701
待,43659
不再,43634
民主,43614
考试,43611
派,43547
随,43462
手段,43374
突出,43319
木,43281
体现,43267
当地,43248
仍然,43245
流,43194
听说,43151
简直,43142
伤,43051
队伍,43021
千,43011
朝,42885
品种,42840
指标,42728
脸上,42719
篇,42650
主任,42542
可怜,42498
培训,42479
从来,42468
大概,42447
痛苦,42279
当前,42263
位置,42245
肿瘤,42237
倍,42203
吹,42151
抢,42122
适合,42103
贯彻,42067
值得,42009
人物,41992
哪儿,41988
每次,41972
剪,41950
人口,41931
进步,41865
区,41850
房子,41828
女儿,41805
所谓,41775
身边,41714
记,41692
冲,41677
曾经,41672
猜,41602
相互,41520
党员,41475
慢慢,41475
晚安,41464
不见,41458
成绩,41421
哼,41408
圈,41395
关心,41359
设施,41338
重庆,41311
唉,41257
丑,41242
大会,41164
程序,41164
各级,41154
文章,41047
观念,41005
挂,40945
夜,40913
落,40899
基层,40864
一致,40751
自身,40744
作者,40708
友好,40681
即使,40609
杀,40570
诊断,40531
兄弟,40486
温度,40476
想起,40464
吨,40463
复杂,40422
有时,40417
急,40396
补,40394
亦,40361
属于,40304
之中,40278
百,40253
现,40242
神,40220
总统,40214
某,40152
卷,40087
年龄,40046
直,40035
各国,40018
戴,39995
紧,39937
矛盾,39850
度,39839
法国,39821
打算,39803
药物,39741
现场,39730
贡献,39695
加工,39578
借,39569
尽,39561
做好,39557
级,39521
破,39516
怪,39470
竟,39460
感谢,39453
躺,39379
召开,39336
群,39318
访问,39268
全球,39193
辛苦,39140
差异,39119
美丽,39104
村,39061
追,39058
组成,39010
呗,38979
美好,38958
区域,38943
部队,38932
差不多,38905
报,38879
背,38868
居民,38864
选,38845
放在,38836
面对,38831
发出,38827
操作,38821
外面,38773
方便,38768
掌握,38764
难以,38697
形势,38660
小说,38658
不得,38609
往往,38597
房间,38544
痛,38530
独立,38471
山,38436
恩,38429
状况,38427
妇女,38325
亩,38322
亲爱,38265
赶紧,38234
其它,38221
贸易,38188
我家,38155
知,38139
上面,38076
减肥,38070
运用,38057
上去,38018
不管,37856
风险,37841
太太,37829
绝对,37772
路线,37764
至少,37741
运行,37739
超级,37723
核心,37707
习近平,37706
始终,37621
出口,37614
帝国主义,37608
粮食,37597
效率,37591
太阳,37543
烧,37540
习惯,37523
吓,37511
祖国,37496
特征,37479
而已,37470
飞机,37399
普遍,37386
今晚,37343
进去,37293
咱,37265
同意,37252
不足,37251
在于,37249
形象,37240
卡,37227
二十,37207
心中,37160
主体,37154
初,37089
中间,37079
坚决,37044
火,37027
很快,37015
道德,37011
等等,36996
菜,36992
破坏,36923
拥有,36908
仿佛,36855
内部,36849
关,36805
雨,36796
竟然,36766
敌人,36742
物质,36719
九,36699
感受,36664
抗,36664
老人,36658
讲话,36648
转移,36631
相对,36488
马,36488
感,36382
方,36362
运输,36327
那儿,36323
事件,36300
消费,36218
检测,36212
紧张,36201
交,36090
试,36050
多么,36045
逐步,36043
丢,36031
喂,36012
票,35961
动物,35958
可怕,35915
经历,35886
错误,35881
制造,35875
性能,35833
上述,35811
生长,35788
爬,35755
放假,35719
工艺,35719
普通,35669
绿色,35611
充满,35610
就业,35586
儿童,35585
鱼,35546
表面,35485
提升,35464
爱情,35454
公共,35385
协调,35342
文艺,35316
推广,35314
用于,35304
兴趣,35270
自我,35269
治理,35244
缺乏,35220
牛,35217
道理,35089
象,35076
美元,35065
毕竟,35020
情,35019
主动,34985
周围,34952
厂,34948
治,34854
疼,34818
建,34784
职业,34766
辆,34678
嘻嘻,34595
树,34590
雪,34549
颗,34539
摆,34508
模型,34456
表情,34451
承认,34405
周末,34398
贵,34345
理想,34301
不够,34300
球,34278
代表团,34233
愉快,34133
特殊,34116
土,34106
集体,34087
担心,34070
连续,34061
顶,34047
咬,34013
本身,34006
加入,33975
好几,33954
含量,33948
近年来,33913
期,33799
打开,33786
店,33749
探索,33740
如今,33732
给予,33726
觉,33703
旁边,33692
显得,33682
请问,33648
最高,33618
规律,33587
立即,33580
鬼,33574
忘记,33572
在家,33564
国有,33548
财政,33546
施工,33527
数量,33527
值,33526
大力,33507
公开,33467
替,33431
深刻,33426
男朋友,33421
处于,33383
整体,33383
配,33343
国务院,33325
大大,33303
那天,33292
训练,33276
软件,33244
害怕,33140
死亡,33137
回复,33128
笔,33121
杯,33059
强烈,33041
班,33031
前面,33021
产量,33020
刚才,33018
种子,32994
追求,32970
型,32965
油,32951
者,32924
碗,32918
贷款,32891
部长,32832
针对,32771
摸,32761
父母,32741
某些,32737
污染,32735
互相,32726
可惜,32726
科研,32698
鼓励,32680
感染,32672
晒,32646
那边,32637
游戏,32615
退,32608
顺利,32573
疾病,32550
转变,32546
音乐,32531
推,32527
颜色,32518
封,32510
危险,32454
致,32417
纸,32392
出门,32386
空气,32378
用户,32377
商品,32370
因而,32354
缺,32278
观点,32271
抓住,32267
跟着,32136
收到,32125
不如,32100
正式,32066
有利于,32045
准,32037
消失,32029
军事,32016
委员会,31995
课,31944
女生,31932
多种,31929
下面,31884
总结,31881
一会儿,31828
撒,31819
网,31812
进来,31810
创作,31786
专门,31781
逐渐,31767
顿,31739
房,31737
无论,31728
附近,31693
最终,31693
底,31686
忽然,31658
留下,31636
本文,31632
推荐,31567
中午,31559
症状,31519
加大,31518
呆,31515
信号,31499
医疗,31475
通,31470
为主,31457
失去,31371
一路,31311
平台,31228
基因,31218
广州,31098
驻,31089
祝福,31085
讨厌,31016
德国,31002
欧洲,30996
赶,30973
英雄,30970
股,30964
商业,30961
单,30930
国外,30907
各项,30891
权利,30881
夏天,30857
一阵,30856
路上,30852
再说,30849
比例,30849
拒绝,30841
公路,30831
减,30786
角度,30784
热情,30778
相应,30759
基地,30695
不用,30689
此外,30681
墙,30675
销售,30668
争取,30654
贴,30640
军队,30594
修,30531
呈,30515
电视,30440
避免,30431
满意,30413
分布,30386
教授,30379
提前,30348
彻底,30345
检验,30315
对方,30310
解放,30301
今后,30293
腰,30284
阳光,30267
电子,30221
战斗,30197
固定,30164
随便,30148
听见,30142
再次,30140
呐,30140
分手,30110
皮肤,30093
早点,30091
过年,30031
工资,30021
计算机,30009
肥,30005
引导,29992
成员,29976
放弃,29958
常常,29914
依法,29903
怎么办,29901
试试,29875
瞧,29863
有着,29844
分子,29836
断,29816
不怕,29814
社区,29801
赢,29761
放心,29747
出发,29693
资产,29663
工厂,29649
鸡,29644
深化,29634
相同,29630
立,29630
限制,29585
妻子,29564
损失,29563
版,29559
哲学,29553
吐,29538
南,29530
激动,29508
会见,29504
文件,29492
额,29481
戏,29453
轻,29441
确保,29367
下雨,29347
自动,29340
享受,29316
配合,29316
照顾,29286
无产阶级,29277
玻璃,29271
公里,29206
越南,29157
任,29157
查,29152
老板,29147
小姐,29142
药品,29139
各个,29131
测定,29128
盖,29125
宝宝,29105
快速,29103
犯罪,29078
响,29076
机械,29067
直到,29066
肾,29048
每年,29025
冬天,29022
防止,29016
西方,28983
堆,28935
上午,28916
舒服,28886
密切,28879
丈夫,28872
心疼,28871
先后,28855
唯一,28846
刀,28815
高校,28792
妹妹,28774
乐,28773
当年,28733
构成,28731
必,28723
硬,28666
似,28632
必然,28630
比如,28600
一半,28593
绿,28568
宿舍,28559
如下,28502
妹子,28485
案件,28476
奇怪,28465
委员,28440
神经,28440
平衡,28407
一部分,28397
闹,28396
真实,28340
举办,28296
免疫,28292
市场经济,28238
生物,28232
脱,28203
疗效,28201
数字,28192
立刻,28186
审计,28181
香港,28178
慢,28175
出席,28155
抬,28140
传,28138
一面,28114
面临,28112
成都,28106
故,28096
依据,28089
恋爱,28087
电脑,28066
生气,28049
端,28034
船,28020
不但,28018
到处,28012
内心,27984
大小,27978
改进,27976
距离,27976
苦,27949
通知,27947
老婆,27931
外国,27889
成就,27866
那时,27853
果然,27844
读者,27824
女孩,27820
小心,27783
这边,27769
招,27761
细,27757
理由,27750
主人,27685
情绪,27683
空,27680
寄,27646
类型,27609
显然,27596
整,27594
成熟,27589
依然,27557
想法,27549
优化,27437
负责人,27383
既然,27364
出版,27359
想象,27352
搬,27330
金,27306
架,27299
课程,27287
尊重,27282
脑,27281
甜,27276
动力,27263
动作,27237
页,27214
微笑,27209
思考,27207
和谐,27203
层次,27189
属,27187
的确,27161
强化,27135
味道,27087
调,27086
肚子,27074
明明,27059
概念,27021
尚,27012
抑制,26969
实际上,26926
地上,26899
感动,26831
趋势,26795
看出,26793
资本,26785
学者,26737
作业,26735
英语,26694
上帝,26687
爸,26674
工具,26670
门口,26668
西,26657
想想,26654
党委,26640
萌,26635
协议,26562
醉,26555
决策,26551
手里,26538
不然,26529
水泥,26524
蛋白,26512
麻烦,26507
加上,26501
无聊,26483
全体,26476
含,26462
记录,26406
典型,26402
第四,26391
强大,26369
热烈,26354
浪,26331
南方,26312
傻,26288
费用,26235
宣布,26224
能源,26217
夸,26201
客观,26186
例如,26179
友谊,26178
允许,26153
作家,26106
食品,26037
总书记,26016
上升,25958
般,25921
台湾,25919
效益,25916
隔,25916
户,25902
明年,25891
少女,25881
节目,25875
血管,25874
偷,25849
吸引,25848
方针,25836
从事,25802
骗,25772
词,25747
肯,25715
王,25712
皮,25684
供,25674
偏,25658
相比,25596
怀疑,25532
穷,25527
全省,25524
胃,25481
批评,25479
诶,25442
吸,25415
建成,25409
观众,25327
力度,25325
打击,25311
闭,25282
大哥,25257
朝鲜,25255
章,25252
分配,25238
亮,25182
上课,25168
昨晚,25165
挑战,25154
理,25117
黄,25109
强度,25107
战士,25083
浪费,25083
女朋友,25075
有所,25068
环节,25055
病例,25054
接触,25017
早就,25009
性质,24988
星期,24986
女子,24960
瞎,24918
广告,24917
粮,24912
集,24912
命运,24899
设置,24884
一生,24867
目光,24840
有时候,24825
合同,24789
也好,24756
周年,24730
倒是,24719
做出,24710
新型,24703
非洲,24689
成长,24686
思维,24666
前进,24626
膜,24624
主题,24614
厚,24595
搭,24584
喔,24563
单身,24560
媒体,24554
头像,24535
大型,24508
涉及,24475
烟,24475
鞋,24459
散,24452
联合国,24450
茶,24431
左,24398
右,24394
降,24366
探讨,24359
主,24311
小组,24307
款,24263
刺,24251
保险,24250
读书,24206
货,24204
设,24199
烦,24193
式,24173
恨,24172
走向,24155
把握,24155
街,24132
垃圾,24115
东北,24083
报纸,24081
女神,24077
负,24059
平时,24056
不好意思,24042
疯,24020
损伤,23982
弱,23936
你家,23921
聊,23908
加以,23888
准确,23882
权力,23799
途径,23783
男生,23779
集团,23777
玺,23770
结,23768
回忆,23751
学科,23716
足,23712
秒,23712
铁路,23667
少年,23639
适当,23620
学术,23596
仙女,23595
香,23593
城,23567
警察,23546
海,23543
法规,23515
肝,23499
合适,23498
多次,23496
吸收,23482
刷,23477
事物,23469
文字,23469
预防,23469
打电话,23452
饱,23451
时刻,23448
著名,23444
亚洲,23437
人士,23435
锻炼,23409
身子,23404
有力,23372
失败,23363
安慰,23351
更新,23317
练,23290
奋斗,23270
脑子,23254
不久,23240
多久,23234
眼前,23201
停止,23197
上次,23191
针,23173
熟悉,23160
展开,23125
数学,23119
归,23106
自觉,23099
礼物,23062
输,23060
办公室,23056
谈话,23042
承担,23041
日益,23015
晓得,23010
论文,22997
古,22994
主张,22993
爹,22972
防治,22971
拖,22966
循环,22963
切实,22948
长大,22935
演出,22929
宗教,22927
服,22919
印度,22911
大部分,22907
命,22898
增,22884
西部,22878
挤,22870
品牌,22850
一旦,22844
营养,22833
等待,22822
何,22785
判断,22758
一百,22751
依靠,22711
三十,22707
执法,22693
塞,22683
红色,22680
健全,22672
日常,22668
异常,22664
腐败,22657
聪明,22655
调节,22641
旁,22636
犯,22620
寻找,22583
见面,22561
侵略,22559
粗,22543
结论,22539
总体,22531
感冒,22513
考察,22510
乡村,22494
浓度,22485
哩,22485
一方面,22483
杭州,22457
突破,22449
某种,22442
只好,22380
合,22363
蓝,22357
之外,22355
羊,22336
喜,22316
作风,22311
使得,22304
青春,22292
南京,22255
真心,22252
节,22235
井,22226
能量,22224
住宅,22214
爱国,22207
风格,22199
灵魂,22197
跨,22197
体会,22169
森林,22161
骑,22153
藏,22132
引,22130
小学,22112
云,22101
为此,22092
完整,22085
究竟,22078
各类,22075
仔细,22073
至于,22071
武汉,22062
秘密,22051
便宜,22039
尽量,22015
精,22014
巩固,22005
蛮,22001
宝贝,21995
领导人,21993
否则,21978
挖,21978
轮,21962
湿,21951
年纪,21902
信心,21885
年轻人,21881
传播,21872
问道,21870
糖,21868
力,21865
供应,21863
扔,21848
救,21831
随时,21828
队,21810
广东,21782
高级,21772
进展,21728
全市,21666
图片,21659
怎,21655
参数,21614
难受,21611
挑,21602
深深,21591
透,21564
演员,21537
嫁,21512
彼此,21510
遇,21510
测量,21495
师,21483
早已,21458
规则,21451
背景,21449
女性,21429
团,21429
文献,21382
决心,21375
论,21368
大人,21364
熟,21313
实力,21310
马克思主义,21298
切,21280
患,21262
交易,21257
武器,21255
回头,21245
村民,21225
肺,21186
本人,21179
声明,21171
冒,21166
此时,21149
懂得,21133
不得不,21114
将来,21112
爸爸,21109
略,21096
样,21069
瓶,21051
答应,21045
理念,21043
发布,21040
注重,21036
天下,21036
局部,21031
多年,21030
反复,21030
生存,21023
实,21013
引进,21009
京,20998
姓,20988
设立,20984
监管,20969
量,20959
同一,20958
客人,20949
大声,20945
接近,20944
铁,20938
活力,20936
全世界,20932
或许,20928
体验,20922
耍,20916
高于,20901
便是,20881
事故,20863
东,20857
印象,20855
决不,20848
造,20843
牙,20821
化学,20816
甚,20800
坚定,20796
邀请,20721
武装,20716
不良,20711
算是,20688
保,20685
喝酒,20681
演,20672
区别,20662
呼吸,20658
落后,20650
克服,20647
丝,20628
锅,20575
单纯,20570
困,20554
大多数,20551
智慧,20545
阿姨,20532
围绕,20526
游,20525
北方,20516
转化,20504
俺,20500
反而,20491
资产阶级,20491
岗位,20477
十二,20468
局面,20461
树立,20451
春天,20442
投,20405
社员,20373
愿望,20373
资本主义,20371
可见,20369
