字音频序	字	读音	最短码	最短码候选位	全码	全码候选位	补三简
391	怪	guai	gk	1	gkrg	1	gkr
392	花	hua	hxa	1	hxap	1	
393	持	chi	ii	1	iinq	1	
394	节	jie	jpa	1	jpak	1	
395	与	yu	yul	1	yull	1	
396	格	ge	gee	1	geex	1	
397	光	guang	gl	1	glot	1	glo
398	度	du	du	1	duhx	1	
399	穿	chuan	ir	1	irix	1	iri
400	愿	yuan	yrhr	1	yrhr	1	
401	象	xiang	xln	1	xlnn	1	
402	使	shi	uic	1	uicv	1	
403	击	ji	jil	1	jily	1	
404	影	ying	ykf	1	ykff	1	
405	哦	e	eez	1	eezv	1	
406	喝	he	hez	1	hezw	1	
407	月	yue	ytt	1	yttt	1	
408	嘛	ma	maz	1	maze	1	
409	察	cha	iai	1	iaib	1	
410	器	qi	qiz	1	qizz	1	
411	制	zhi	vik	1	vikr	1	
412	二	er	erl	1	erll	1	
413	助	zhu	vut	1	vutp	1	
414	单	dan	djv	1	djvv	1	
415	待	dai	ddc	1	ddcq	1	
416	除	chu	iuk	1	iuks	1	
417	尼	ni	ni	1	niap	1	
418	贝	bei	bwy	1	bwyy	1	
419	写	xie	xpi	1	xpil	1	
420	绝	jue	jts	1	jtsx	1	
421	乐	le	le	1	lexx	1	lex
422	帝	di	dii	1	diix	1	
423	界	jie	jpf	1	jpfl	1	
424	姐	jie	jpw	1	jpwt	1	
425	反	fan	fjf	1	fjfx	2	
426	担	dan	djn	1	djnl	1	
427	海	hai	hdp	1	hdpu	1	
428	由	you	yzf	1	yzff	1	
429	论	lun	ly	1	lyop	1	lyo
430	司	si	sit	1	sitz	1	
431	布	bu	but	1	butx	1	
432	续	xu	xus	1	xuso	1	
433	视	shi	uis	1	uisy	1	
434	母	mu	muu	1	muuu	1	
435	飞	fei	fwt	1	fwtt	1	
436	跑	pao	pc	1	pcqx	1	
437	尽	jin	jba	1	jbap	2	
438	空	kong	ks	1	ksip	1	ksi
439	万	wan	wjt	1	wjtt	2	
440	强	qiang	qlt	1	qlto	1	
441	达	da	dao	1	daoy	1	
442	哈	ha	ha	1	hazz	1	haz
443	托	tuo	to	1	tonp	2	
444	注	zhu	vup	1	vupg	1	
445	罗	luo	lo	1	loyu	1	
446	线	xian	xms	1	xmsv	1	
447	弄	nong	ns	1	nsxa	1	nsx
448	代	dai	ddcv	1	ddcv	1	
449	忙	mang	mh	1	mhrd	1	mhr
450	久	jiu	jqx	1	jqxx	2	
451	坏	huai	hk	1	hkgl	1	hkg
452	奇	qi	qio	1	qioq	1	
453	密	mi	mi	1	miiy	1	
454	议	yi	yio	1	yiov	2	
455	衣	yi	yim	1	yimm	1	
456	钟	zhong	vsv	1	vsvl	1	
457	继	ji	jis	1	jist	1	
458	疯	feng	fg	1	fghv	1	fgh
459	份	fen	ffc	1	ffcr	1	
460	止	zhi	viq	1	viqq	3	
461	礼	li	lis	1	list	1	
462	鬼	gui	gv	1	gvkk	1	gvk
463	平	ping	pk	1	pklt	1	pkl
464	拜	bai	bdj	1	bdjx	1	
465	数	shu	uu	1	uukx	1	
466	睡	shui	uvf	1	uvfl	1	
467	军	jun	jy	1	jyim	1	
468	啦	la	laz	1	laze	1	
469	紧	jin	jbl	1	jbls	1	
470	兄	xiong	xs	1	xszt	1	xsz
471	站	zhan	vje	1	vjez	1	
472	品	pin	pb	1	pbzz	1	pbz
473	罪	zui	zvy	1	zvyr	1	
474	抓	zhua	vx	1	vxnj	1	vxn
475	英	ying	yka	1	ykao	3	
476	亮	liang	lld	1	lldw	1	
477	跳	tiao	tnq	1	tnqt	1	
478	亚	ya	ya	1	yajj	1	yaj
479	联	lian	lm	1	lmdo	1	lmd
480	混	hun	hyp	1	hypp	1	
481	狗	gou	gzb	1	gzbz	1	
482	十	shi	uit	1	uitt	1	
483	脑	nao	nc	1	nctw	1	
484	业	ye	yej	1	yejj	1	
485	歌	ge	geq	1	geqb	1	
486	精	jing	jkk	1	jkkt	1	
487	却	que	qtg	1	qtgk	1	
488	包	bao	bcw	1	bcwx	1	
489	转	zhuan	vr	1	vrmp	1	
490	院	yuan	yrk	1	yrkt	1	
491	务	wu	wux	1	wuxp	1	
492	参	can	cj	1	cjxf	1	
493	另	ling	lk	1	lkzp	1	
494	台	tai	tdx	1	tdxz	1	
495	统	tong	tss	1	tsst	1	
496	况	kuang	kl	1	klpt	1	
497	文	wen	wfd	1	wfdv	1	
498	风	feng	fgw	1	fgwv	1	
499	书	shu	uut	1	uutp	1	
500	否	fou	fzl	1	fzlz	1	
501	黑	hei	hwj	1	hwjj	1	
502	险	xian	xmko	1	xmko	1	
503	言	yan	yjo	1	yjoo	2	
504	巴	ba	bax	1	baxx	1	
505	幸	xing	xkg	1	xkga	1	
506	校	xiao	xne	1	xnev	1	
507	复	fu	fu	1	fucx	1	
508	四	si	siy	1	siyy	1	
509	量	liang	llf	1	llff	1	
510	首	shou	uzs	1	uzsj	1	
511	改	gai	gdx	1	gdxx	1	
512	忘	wang	whd	1	whdr	1	
513	便	bian	bmc	1	bmcv	1	
514	假	jia	jxc	1	jxcx	1	
515	岁	sui	sv	1	svyu	1	svy
516	客	ke	kei	1	keix	1	
517	据	ju	ju	1	junq	1	
518	术	shu	uue	1	uuep	1	
519	的	di	dij	1	dijp	1	
520	永	yong	ysl	1	ysll	1	
521	票	piao	pn	1	pndb	1	
522	传	chuan	irc	1	ircp	1	
523	烦	fan	fjq	1	fjqy	1	
524	取	qu	qu	1	qudx	1	
525	游	you	yzp	1	yzpt	1	
526	糟	zao	zck	1	zckf	1	
527	基	ji	jiu	1	jiug	1	
528	随	sui	svk	1	svky	2	
529	派	pai	pd	1	pdpv	1	
530	令	ling	lks	1	lkss	1	
531	探	tan	tjn	1	tjne	1	
532	恩	en	en	1	enur	1	enu
533	嘴	zui	zvz	1	zvzt	2	
534	式	shi	uiv	1	uivp	2	
535	律	lv	lv	1	lvce	1	
536	越	yue	ytq	1	ytqv	1	
537	局	ju	jua	1	juaz	3	
538	毒	du	dux	1	duxu	1	
539	麻	ma	mah	1	mahe	1	
540	流	liu	lqp	1	lqpl	1	
541	答	da	dam	1	damz	1	
542	简	jian	jmm	1	jmmf	1	
543	圣	sheng	ugx	1	ugxg	1	
544	控	kong	ksn	1	ksnp	1	
545	唱	chang	ihz	1	ihzf	1	
546	倒	dao	dcc	1	dccr	1	
547	味	wei	wwz	1	wwzv	1	
548	划	hua	hxv	1	hxvr	1	
549	易	yi	yif	1	yifn	1	
550	漂	piao	pnp	1	pnpb	1	
551	支	zhi	vix	1	vixx	1	
552	治	zhi	vipz	1	vipz	1	
553	乎	hu	huf	1	hufl	1	
554	录	lu	lue	1	luel	1	
555	费	fei	fwu	1	fwuy	1	
556	超	chao	ic	1	icqz	1	
557	拍	pai	p	1	pdnj	1	
558	轻	qing	qkm	1	qkmp	1	
559	五	wu	wub	1	wubb	1	
560	往	wang	whc	1	whcg	1	
561	区	qu	quw	1	quwv	1	
562	杰	jie	jpe	1	jpeq	1	
563	连	lian	lmm	1	lmmy	1	
564	造	zao	zcky	1	zcky	1	
565	满	man	mj	1	mjpi	1	
566	考	kao	kc	1	kcht	1	kch
567	故	gu	gu	1	guqx	2	
568	喂	wei	wwzq	1	wwzq	1	
569	吸	xi	xiz	1	xizq	1	
570	极	ji	jieq	1	jieq	1	
571	组	zu	zu	1	zust	1	
572	讲	jiang	jlo	1	jloa	1	
573	块	kuai	kkg	1	kkgo	1	
574	趣	qu	quq	1	quqx	2	
575	兰	lan	ljs	1	ljsl	1	
576	集	ji	jiy	1	jiye	1	
577	静	jing	jkx	1	jkxe	1	
578	类	lei	lw	1	lwko	1	lwk
579	呀	ya	yaz	1	yazx	1	
580	投	tou	tzn	1	tznp	1	
581	未	wei	wwv	1	wwvv	1	
582	容	rong	rs	1	rsiz	1	
583	步	bu	buq	1	buqf	1	
584	束	shu	uug	1	uugg	1	
585	化	hua	hxc	1	hxcp	1	
586	戏	xi	xix	1	xixv	1	
587	米	mi	mik	1	mikk	1	
588	醒	xing	xkd	1	xkdh	1	
589	终	zhong	vss	1	vssp	1	
590	恶	e	eej	1	eejr	1	
591	赢	ying	ykr	1	ykry	1	
592	梦	meng	mg	1	mgeu	1	
593	药	yao	yca	1	ycap	1	
594	卖	mai	mdt	1	mdto	2	
595	监	jian	jml	1	jmly	1	
596	店	dian	dmh	1	dmhz	1	
597	显	xian	xmf	1	xmfj	1	
598	半	ban	bjs	1	bjsx	3	
599	班	ban	bjx	1	bjxr	1	
600	科	ke	keit	1	keit	1	
601	语	yu	yuo	1	yuoz	1	
602	付	fu	fuv	1	fuvv	1	
603	排	pai	pdn	1	pdnr	1	
604	热	re	re	1	renq	1	ren
605	楚	chu	iue	1	iueq	2	
606	图	tu	tu	1	tuup	1	tuu
607	敢	gan	gjtx	1	gjtx	1	
608	偷	tou	tzc	1	tzcr	1	
609	破	po	po	1	pobd	1	pob
610	油	you	yzpf	1	yzpf	1	
611	餐	can	cju	1	cjuq	1	
612	维	wei	wws	1	wwsy	1	
613	杯	bei	bwe	1	bwel	1	
614	哇	wa	wa	1	wazg	1	waz
615	市	shi	uid	1	uidx	1	
616	城	cheng	igg	1	iggt	1	
617	权	quan	qre	1	qrex	2	
618	某	mou	mz	1	mzue	1	mzu
619	激	ji	jip	1	jipx	1	
620	讨	tao	tc	1	tcoq	1	
621	程	cheng	igi	1	igix	2	
622	责	ze	ze	1	zexy	1	
623	差	cha	iaj	1	iajp	1	
624	立	li	lie	1	liee	1	
625	昨	zuo	zof	1	zofl	1	
626	闭	bi	biw	1	biwq	1	
627	威	wei	wwvw	1	wwvw	1	
628	饭	fan	fjqx	1	fjqx	1	
629	庭	ting	tkh	1	tkhy	1	
630	换	huan	hrn	1	hrno	1	
631	船	chuan	irm	1	irmz	1	
632	及	ji	jiq	1	jiqq	1	
633	猜	cai	cd	1	cdbt	1	cdb
634	争	zheng	vgr	1	vgre	1	
635	级	ji	jisq	1	jisq	1	
636	刻	ke	ken	1	kenr	1	
637	建	jian	jme	1	jmey	4	
638	团	tuan	tr	1	truq	1	tru
639	惊	jing	jkr	1	jkro	2	
640	阿	a	aa	1	aakq	1	aak
641	段	duan	dr	1	drfp	1	drf
642	迎	ying	ykk	1	ykky	1	
643	标	biao	bne	1	bneb	1	
644	迪	di	dif	1	dify	2	
645	王	wang	whx	1	whxx	1	
646	义	yi	yip	1	yipv	1	
647	民	min	mb	1	mbuu	1	
648	唯	wei	wwzy	1	wwzy	1	
649	各	ge	gex	1	gexx	1	
650	夜	ye	yed	1	yedu	1	
651	靠	kao	kck	1	kckr	1	
652	示	shi	uib	1	uibb	3	
653	功	gong	gsp	1	gspp	2	
654	释	shi	uij	1	uijx	1	
655	乐	yue	ytx	1	ytxx	1	
656	检	jian	jmeo	1	jmeo	1	
657	得	dei	dw	1	dwcq	1	dwc
658	脸	lian	lmt	1	lmto	1	
659	引	yin	ybt	1	ybtl	1	
660	疑	yi	yipq	1	yipq	1	
661	血	xue	xty	1	xtyy	1	
662	赶	gan	gjq	1	gjqt	1	
663	妹	mei	mww	1	mwwv	1	
664	择	ze	zen	1	zenx	1	
665	独	du	dub	1	dubo	1	
666	楼	lou	lz	1	lzew	1	lze
667	存	cun	cy	1	cytt	1	cyt
668	练	lian	lms	1	lmsm	1	
669	冷	leng	lg	1	lgps	1	lgp
670	俩	lia	lx	1	lxci	1	lxc
671	断	duan	drk	1	drkn	1	
672	娘	niang	nl	1	nlwt	1	nlw
673	设	she	ue	1	ueop	1	
674	置	zhi	viy	1	viyt	1	
675	逃	tao	tcp	1	tcpy	1	
676	观	guan	grx	1	grxy	2	
677	松	song	sse	1	ssex	1	
678	林	lin	lb	1	lbee	1	
679	痛	tong	tsh	1	tsht	1	
680	足	zu	zuq	1	zuqq	1	
681	码	ma	mab	1	mabk	2	
682	狂	kuang	klb	1	klbx	1	
683	恐	kong	ksp	1	kspr	1	
684	妻	qi	qil	1	qilw	1	
685	慢	man	mjr	1	mjrx	1	
686	重	chong	is	1	istf	1	
687	床	chuang	il	1	ilhe	1	
688	价	jia	jxcl	1	jxcl	1	
689	元	yuan	yrlt	1	yrlt	1	
690	丽	li	lii	1	liii	1	
