汉字	完整拆分	首根	末根
牍	片 ＋ 十 ＋ 折 ＋ 冬字底 ＋ 大	片	大
牒	片 ＋ 廿 ＋ 折 ＋ 木	片	木
牖	片 ＋ 户 ＋ 甫	片	甫
牙	牙	牙	牙
牚	党字头 ＋ 口 ＋ 牙	党字头	牙
牛	牛	牛	牛
牝	牜 ＋ 匕	牜	匕
牟	厶 ＋ 牛	厶	牛
牡	牜 ＋ 土	牜	土
牢	宀 ＋ 牛	宀	牛
牤	牜 ＋ 亡	牜	亡
牥	牜 ＋ 方	牜	方
牦	牜 ＋ 毛	牜	毛
牧	牜 ＋ 攵	牜	攵
物	牜 ＋ 勿	牜	勿
牮	亻 ＋ 弋 ＋ 牛	亻	牛
牯	牜 ＋ 十 ＋ 口	牜	口
牲	牜 ＋ 生	牜	生
牵	大 ＋ 冖 ＋ 牛	大	牛
特	牜 ＋ 土 ＋ 寸	牜	寸
牺	牜 ＋ 西	牜	西
牻	牜 ＋ 𠂇 ＋ 折 ＋ 彡 ＋ 丶	牜	丶
牾	牜 ＋ 五 ＋ 口	牜	口
牿	牜 ＋ ⺧ ＋ 口	牜	口
犀	尸 ＋ 丨 ＋ 冫 ＋ 撇 ＋ 点 ＋ 牛	尸	牛
犁	禾 ＋ 刂 ＋ 牛	禾	牛
犄	牜 ＋ 大 ＋ 可	牜	可
犇	牛 ＋ 牜 ＋ 牛	牛	牛
犊	牜 ＋ 十 ＋ 折 ＋ 冬字底 ＋ 大	牜	大
犋	牜 ＋ 具字头 ＋ 八	牜	八
犍	牜 ＋ 聿 ＋ 廴	牜	廴
犏	牜 ＋ 户 ＋ 冂 ＋ 艹	牜	艹
犒	牜 ＋ 亠 ＋ 口 ＋ 冂 ＋ 口	牜	口
犟	弓 ＋ 口 ＋ 虫 ＋ 牛	弓	牛
犨	隹 ＋ 隹 ＋ 牛	隹	牛
犬	犬	犬	犬
犯	犭 ＋ 㔾	犭	㔾
犰	犭 ＋ 九	犭	九
犴	犭 ＋ 干	犭	干
状	丬 ＋ 犬	丬	犬
犷	犭 ＋ 广	犭	广
犸	犭 ＋ 马	犭	马
犹	犭 ＋ 尤	犭	尤
狁	犭 ＋ 厶 ＋ 儿	犭	儿
狂	犭 ＋ 王	犭	王
狃	犭 ＋ 折 ＋ 土	犭	土
狄	犭 ＋ 火	犭	火
狈	犭 ＋ 贝	犭	贝
狉	犭 ＋ 不 ＋ 一	犭	一
狍	犭 ＋ 勹 ＋ 巳	犭	巳
狎	犭 ＋ 甲	犭	甲
狐	犭 ＋ 瓜	犭	瓜
狒	犭 ＋ 弗	犭	弗
狗	犭 ＋ 勹 ＋ 口	犭	口
狙	犭 ＋ 且	犭	且
狝	犭 ＋ ⺈ ＋ 小	犭	小
狞	犭 ＋ 宀 ＋ 丁	犭	丁
狠	犭 ＋ 艮	犭	艮
狡	犭 ＋ 亠 ＋ 八 ＋ 㐅	犭	㐅
狨	犭 ＋ 戈 ＋ 𠂇	犭	𠂇
狩	犭 ＋ 宀 ＋ 寸	犭	寸
独	犭 ＋ 虫	犭	虫
狭	犭 ＋ 一 ＋ 丷 ＋ 大	犭	大
狮	犭 ＋ 师字旁 ＋ 一 ＋ 巾	犭	巾
狯	犭 ＋ 全字头 ＋ 二 ＋ 厶	犭	厶
狰	犭 ＋ ⺈ ＋ 争字底	犭	争字底
狱	犭 ＋ 讠 ＋ 犬	犭	犬
狲	犭 ＋ 子 ＋ 小	犭	小
狳	犭 ＋ 全字头 ＋ 于 ＋ 八	犭	八
狴	犭 ＋ 比左 ＋ 匕 ＋ 土	犭	土
狷	犭 ＋ 口 ＋ ⺝	犭	⺝
狸	犭 ＋ 里	犭	里
狺	犭 ＋ 言	犭	言
狻	犭 ＋ 厶 ＋ 八 ＋ 夂	犭	夂
狼	犭 ＋ 丶 ＋ 艮	犭	艮
猁	犭 ＋ 禾 ＋ 刂	犭	刂
猃	犭 ＋ 全字头 ＋ 一 ＋ 应字心	犭	应字心
猄	犭 ＋ 亠 ＋ 口 ＋ 小	犭	小
猇	犭 ＋ 卜 ＋ 厂 ＋ 七 ＋ 几	犭	几
猊	犭 ＋ 臼 ＋ 儿	犭	儿
猎	犭 ＋ 龷 ＋ 日	犭	日
猕	犭 ＋ 弓 ＋ ⺈ ＋ 小	犭	小
猖	犭 ＋ 日 ＋ 日	犭	日
猗	犭 ＋ 大 ＋ 可	犭	可
猛	犭 ＋ 子 ＋ 皿	犭	皿
猜	犭 ＋ 龶 ＋ ⺝	犭	⺝
猝	犭 ＋ 亠 ＋ 人 ＋ 人 ＋ 十	犭	十
猞	犭 ＋ 全字头 ＋ 干 ＋ 口	犭	口
猡	犭 ＋ 罒 ＋ 夕	犭	夕
猢	犭 ＋ 十 ＋ 口 ＋ 月	犭	月
猥	犭 ＋ 田 ＋ 畏下	犭	畏下
猩	犭 ＋ 日 ＋ 生	犭	生
猪	犭 ＋ 耂 ＋ 日	犭	日
猫	犭 ＋ 艹 ＋ 田	犭	田
猬	犭 ＋ 田 ＋ ⺝	犭	⺝
献	十 ＋ 冂 ＋ 南字心 ＋ 犬	十	犬
猯	犭 ＋ 山 ＋ 而	犭	而
猰	犭 ＋ 丰 ＋ 刀 ＋ 大	犭	大
猱	犭 ＋ 矛 ＋ 木	犭	木
猴	犭 ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	犭	矢
猷	丷 ＋ 酉 ＋ 犬	丷	犬
猹	犭 ＋ 木 ＋ 日 ＋ 一	犭	一
猺	犭 ＋ 爫 ＋ 缶	犭	缶
猾	犭 ＋ 骨	犭	骨
猿	犭 ＋ 土 ＋ 口 ＋ 𧘇	犭	𧘇
獍	犭 ＋ 音 ＋ 儿	犭	儿
獐	犭 ＋ 音 ＋ 十	犭	十
獒	敖左 ＋ 攵 ＋ 犬	敖左	犬
獗	犭 ＋ 厂 ＋ 丷 ＋ 一 ＋ 凵 ＋ 丿 ＋ ⺈ ＋ 人	犭	人
獠	犭 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	犭	小
獬	犭 ＋ ⺈ ＋ 用 ＋ 刀 ＋ 牛	犭	牛
獭	犭 ＋ 束 ＋ ⺈ ＋ 贝	犭	贝
獯	犭 ＋ 熏	犭	熏
獴	犭 ＋ 艹 ＋ 冖 ＋ 一 ＋ 豕	犭	豕
獾	犭 ＋ 艹 ＋ 口 ＋ 口 ＋ 隹	犭	隹
玃	犭 ＋ 目 ＋ 目 ＋ 隹 ＋ 又	犭	又
玄	亠 ＋ 幺	亠	幺
率	亠 ＋ 幺 ＋ 冫 ＋ 撇 ＋ 点 ＋ 十	亠	十
玉	玉	玉	玉
王	王	王	王
玎	王 ＋ 丁	王	丁
玑	王 ＋ 几	王	几
玒	王 ＋ 工	王	工
玓	王 ＋ 勹 ＋ 丶	王	丶
玕	王 ＋ 干	王	干
玖	王 ＋ 久	王	久
玘	王 ＋ 己	王	己
玙	王 ＋ 一 ＋ 折 ＋ 一	王	一
玚	王 ＋ 𠃓	王	𠃓
玛	王 ＋ 马	王	马
玞	王 ＋ 夫	王	夫
玟	王 ＋ 亠 ＋ 㐅	王	㐅
玠	王 ＋ 全字头 ＋ 乔字底	王	乔字底
玡	王 ＋ 牙	王	牙
玢	王 ＋ 八 ＋ 刀	王	刀
玤	王 ＋ 丰	王	丰
玥	王 ＋ 月	王	月
玦	王 ＋ 折 ＋ 大	王	大
玩	王 ＋ 一 ＋ 兀	王	兀
玫	王 ＋ 攵	王	攵
玭	王 ＋ 比左 ＋ 匕	王	匕
玮	王 ＋ 韦	王	韦
环	王 ＋ 不	王	不
现	王 ＋ 见	王	见
玱	王 ＋ 全字头 ＋ 㔾	王	㔾
玲	王 ＋ 令	王	令
玳	王 ＋ 亻 ＋ 弋	王	弋
玶	王 ＋ 一 ＋ 丷 ＋ 十	王	十
玷	王 ＋ ⺊ ＋ 口	王	口
玹	王 ＋ 亠 ＋ 幺	王	幺
玺	⺈ ＋ 小 ＋ 玉	⺈	玉
玻	王 ＋ 皮	王	皮
玼	王 ＋ 止 ＋ 匕	王	匕
玿	王 ＋ 刀 ＋ 口	王	口
珀	王 ＋ 白	王	白
珂	王 ＋ 可	王	可
珅	王 ＋ 申	王	申
珇	王 ＋ 且	王	且
珈	王 ＋ 力 ＋ 口	王	口
珉	王 ＋ 民	王	民
珊	王 ＋ ⺆ ＋ ⺆ ＋ 一	王	一
珋	王 ＋ 卯	王	卯
珌	王 ＋ 必	王	必
珍	王 ＋ 全字头 ＋ 彡	王	彡
珏	王 ＋ 玉	王	玉
珐	王 ＋ 土 ＋ 厶	王	厶
珑	王 ＋ 龙	王	龙
珒	王 ＋ 聿	王	聿
珕	王 ＋ 力 ＋ 力 ＋ 力	王	力
珖	王 ＋ ⺌ ＋ 兀	王	兀
珙	王 ＋ 龷 ＋ 八	王	八
珛	王 ＋ 𠂇 ＋ ⺝	王	⺝
珝	王 ＋ 习 ＋ 习	王	习
珞	王 ＋ 各	王	各
珠	王 ＋ 朱	王	朱
珢	王 ＋ 艮	王	艮
珣	王 ＋ 勹 ＋ 日	王	日
珥	王 ＋ 耳	王	耳
珦	王 ＋ 丿 ＋ 冂 ＋ 口	王	口
珧	王 ＋ 冫 ＋ 冫 ＋ 儿	王	儿
珩	王 ＋ 行	王	行
珪	王 ＋ 土 ＋ 土	王	土
珫	王 ＋ 亠 ＋ 厶 ＋ 儿	王	儿
班	玨 ＋ 刂	玨	刂
珰	王 ＋ ⺌ ＋ 彐	王	彐
珲	王 ＋ 冖 ＋ 车	王	车
珵	王 ＋ 口 ＋ 王	王	王
珷	王 ＋ 一 ＋ 弋 ＋ 止	王	止
珸	王 ＋ 五 ＋ 口	王	口
珹	王 ＋ 戊 ＋ 折	王	折
珺	王 ＋ 争字底 ＋ 撇 ＋ 口	王	口
珽	王 ＋ 壬 ＋ 廴	王	廴
琀	王 ＋ 今 ＋ 口	王	口
球	王 ＋ 一 ＋ 氺 ＋ 丶	王	丶
琄	王 ＋ 口 ＋ ⺝	王	⺝
琅	王 ＋ 丶 ＋ 艮	王	艮
理	王 ＋ 里	王	里
琇	王 ＋ 禾 ＋ 乃	王	乃
琈	王 ＋ 爫 ＋ 子	王	子
琉	王 ＋ 亠 ＋ 厶 ＋ 荒字底	王	荒字底
琊	王 ＋ 牙 ＋ 阝	王	阝
琎	王 ＋ 井 ＋ 辶	王	辶
琏	王 ＋ 车 ＋ 辶	王	辶
琐	王 ＋ ⺌ ＋ 贝	王	贝
琔	王 ＋ 宀 ＋ 定字底	王	定字底
琚	王 ＋ 尸 ＋ 十 ＋ 口	王	口
琛	王 ＋ 冖 ＋ 八 ＋ 木	王	木
琟	王 ＋ 隹	王	隹
琡	王 ＋ 卜 ＋ 横 ＋ 小 ＋ 又	王	又
琢	王 ＋ 豖	王	豖
琤	王 ＋ ⺈ ＋ 争字底	王	争字底
琥	王 ＋ 卜 ＋ 厂 ＋ 七 ＋ 几	王	几
琦	王 ＋ 大 ＋ 可	王	可
琨	王 ＋ 日 ＋ 比左 ＋ 匕	王	匕
琪	王 ＋ 其字头 ＋ 八	王	八
琫	王 ＋ 𡗗 ＋ 举字底	王	举字底
琬	王 ＋ 宀 ＋ 夕 ＋ 㔾	王	㔾
琭	王 ＋ 录字头 ＋ 氺	王	氺
琮	王 ＋ 宀 ＋ 示	王	示
琯	王 ＋ 宀 ＋ 㠯	王	㠯
琰	王 ＋ 火 ＋ 火	王	火
琲	王 ＋ 非	王	非
琳	王 ＋ 木 ＋ 木	王	木
琴	玨 ＋ 今	玨	今
琵	玨 ＋ 比左 ＋ 匕	玨	匕
琶	玨 ＋ 巴	玨	巴
琼	王 ＋ 亠 ＋ 口 ＋ 小	王	小
瑀	王 ＋ 撇 ＋ 口 ＋ 禺字底	王	禺字底
瑁	王 ＋ 贝字框 ＋ 二 ＋ 目	王	目
瑂	王 ＋ 尸 ＋ 丨 ＋ 目	王	目
瑃	王 ＋ 𡗗 ＋ 日	王	日
瑄	王 ＋ 宀 ＋ 一 ＋ 日 ＋ 一	王	一
瑅	王 ＋ 日 ＋ 定字底	王	定字底
瑆	王 ＋ 日 ＋ 生	王	生
瑑	王 ＋ 互中间 ＋ 豕	王	豕
瑓	王 ＋ 柬	王	柬
瑔	王 ＋ 白 ＋ 水	王	水
瑕	王 ＋ 折 ＋ 一 ＋ ⺊ ＋ 一 ＋ 折 ＋ 一 ＋ 又	王	又
瑖	王 ＋ 撇 ＋ ⺊ ＋ 二 ＋ 殳	王	殳
瑗	王 ＋ 爫 ＋ 一 ＋ 𠂇 ＋ 又	王	又
瑙	王 ＋ 巛 ＋ 丿 ＋ 囗 ＋ 㐅	王	㐅
瑚	王 ＋ 十 ＋ 口 ＋ 月	王	月
瑛	王 ＋ 艹 ＋ 贝字框 ＋ 大	王	大
瑜	王 ＋ 全字头 ＋ 一 ＋ ⺝ ＋ 刂	王	刂
瑝	王 ＋ 白 ＋ 王	王	王
瑞	王 ＋ 山 ＋ 而	王	而
瑟	玨 ＋ 必	玨	必
瑢	王 ＋ 宀 ＋ 八 ＋ 全字头 ＋ 口	王	口
瑧	王 ＋ 𡗗 ＋ 禾	王	禾
瑨	王 ＋ 亚 ＋ 日	王	日
瑬	氵 ＋ 亠 ＋ 厶 ＋ 荒字底 ＋ 玉	氵	玉
瑭	王 ＋ 广 ＋ 肀 ＋ 口	王	口
瑰	王 ＋ 鬼	王	鬼
瑱	王 ＋ 十 ＋ 具字头 ＋ 八	王	八
瑳	王 ＋ ⺶ ＋ 工	王	工
瑶	王 ＋ 爫 ＋ 缶	王	缶
瑷	王 ＋ 爫 ＋ 冖 ＋ 𠂇 ＋ 又	王	又
瑾	王 ＋ 廿 ＋ 口 ＋ 龶	王	龶
璀	王 ＋ 山 ＋ 隹	王	隹
璁	王 ＋ 丿 ＋ 囗 ＋ 夂 ＋ 心	王	心
璃	王 ＋ 亠 ＋ 㐅 ＋ 凵 ＋ 禸	王	禸
璆	王 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	王	彡
璇	王 ＋ 方 ＋ 𠂉 ＋ 疋	王	疋
璈	王 ＋ 敖左 ＋ 攵	王	攵
璋	王 ＋ 音 ＋ 十	王	十
璎	王 ＋ 贝 ＋ 贝 ＋ 女	王	女
璐	王 ＋ ⻊ ＋ 各	王	各
璒	王 ＋ 癶 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	王	一
璘	王 ＋ 米 ＋ 夕 ＋ 㐄	王	㐄
璜	王 ＋ 龷 ＋ 由 ＋ 八	王	八
璞	王 ＋ 业 ＋ 养字头	王	养字头
璟	王 ＋ 日 ＋ 亠 ＋ 口 ＋ 小	王	小
璠	王 ＋ 釆 ＋ 田	王	田
璥	王 ＋ 艹 ＋ 勹 ＋ 口 ＋ 攵	王	攵
璧	尸 ＋ 口 ＋ 辛 ＋ 玉	尸	玉
璨	王 ＋ 𣦼 ＋ 米	王	米
璩	王 ＋ 卜 ＋ 厂 ＋ 七 ＋ 豕	王	豕
璪	王 ＋ 口 ＋ 口 ＋ 口 ＋ 木	王	木
璬	王 ＋ 白 ＋ 方 ＋ 攵	王	攵
璮	王 ＋ 亠 ＋ 囗 ＋ 口 ＋ 日 ＋ 一	王	一
璱	王 ＋ 玨 ＋ 必	王	必
璲	王 ＋ 丷 ＋ 豕 ＋ 辶	王	辶
璺	撇 ＋ ⺊ ＋ 一 ＋ 冂 ＋ 一 ＋ 口 ＋ 折 ＋ 二 ＋ 冖 ＋ 玉	撇	玉
瓀	王 ＋ ⻗ ＋ 而	王	而
瓒	王 ＋ ⺧ ＋ 儿 ＋ ⺧ ＋ 儿 ＋ 贝	王	贝
瓖	王 ＋ 襄	王	襄
瓘	王 ＋ 艹 ＋ 口 ＋ 口 ＋ 隹	王	隹
瓜	瓜	瓜	瓜
瓞	瓜 ＋ 失	瓜	失
瓠	大 ＋ 二 ＋ 折 ＋ 瓜	大	瓜
瓢	覀 ＋ 示 ＋ 瓜	覀	瓜
瓣	辡 ＋ 瓜	辡	瓜
瓤	襄 ＋ 瓜	襄	瓜
瓦	一 ＋ 折 ＋ 乙 ＋ 丶	一	丶
瓮	八 ＋ 厶 ＋ 一 ＋ 折 ＋ 乙 ＋ 丶	八	丶
瓯	匚 ＋ 㐅 ＋ 一 ＋ 折 ＋ 乙 ＋ 丶	匚	丶
瓴	令 ＋ 一 ＋ 折 ＋ 乙 ＋ 丶	令	丶
瓶	丷 ＋ 一 ＋ 廾 ＋ 一 ＋ 折 ＋ 乙 ＋ 丶	丷	丶
瓷	冫 ＋ ⺈ ＋ 人 ＋ 一 ＋ 折 ＋ 乙 ＋ 丶	冫	丶
瓻	㐅 ＋ 𠂇 ＋ 巾 ＋ 一 ＋ 折 ＋ 乙 ＋ 丶	㐅	丶
瓿	立 ＋ 口 ＋ 一 ＋ 折 ＋ 乙 ＋ 丶	立	丶
甄	覀 ＋ 土 ＋ 一 ＋ 折 ＋ 乙 ＋ 丶	覀	丶
甍	艹 ＋ 罒 ＋ 冖 ＋ 一 ＋ 折 ＋ 乙 ＋ 丶	艹	丶
甏	士 ＋ 口 ＋ 丷 ＋ 一 ＋ 彡 ＋ 一 ＋ 折 ＋ 乙 ＋ 丶	士	丶
甑	丷 ＋ 囗 ＋ ⺌ ＋ 日 ＋ 一 ＋ 折 ＋ 乙 ＋ 丶	丷	丶
甓	尸 ＋ 口 ＋ 辛 ＋ 一 ＋ 折 ＋ 乙 ＋ 丶	尸	丶
甗	卜 ＋ 厂 ＋ 七 ＋ 一 ＋ 口 ＋ 冂 ＋ 丷 ＋ 一 ＋ 丨 ＋ 一 ＋ 折 ＋ 乙 ＋ 丶	卜	丶
甘	甘	甘	甘
甚	其字头 ＋ 八 ＋ 折	其字头	折
甜	千 ＋ 口 ＋ 甘	千	甘
生	生	生	生
甡	生 ＋ 生	生	生
甥	生 ＋ 田 ＋ 力	生	力
甦	一 ＋ 日 ＋ 㐅 ＋ 生	一	生
用	用	用	用
甩	月 ＋ 折	月	折
甪	丿 ＋ 用	丿	用
甫	甫	甫	甫
甬	龴 ＋ 甬字底	龴	甬字底
甭	不 ＋ 用	不	用
甯	宀 ＋ 心 ＋ 甬字底	宀	甬字底
田	田	田	田
由	由	由	由
甲	甲	甲	甲
申	申	申	申
电	电	电	电
男	田 ＋ 力	田	力
甸	勹 ＋ 田	勹	田
町	田 ＋ 丁	田	丁
画	一 ＋ 田 ＋ 凵	一	凵
甾	巛 ＋ 田	巛	田
畀	田 ＋ 丌	田	丌
畅	申 ＋ 𠃓	申	𠃓
畈	田 ＋ 𠂆 ＋ 又	田	又
畋	田 ＋ 攵	田	攵
界	田 ＋ 全字头 ＋ 乔字底	田	乔字底
畎	田 ＋ 犬	田	犬
畏	田 ＋ 畏下	田	畏下
畔	田 ＋ 丷 ＋ 举字底	田	举字底
畖	田 ＋ 瓜	田	瓜
留	留字头 ＋ 田	留字头	田
畚	厶 ＋ 大 ＋ 田	厶	田
畛	田 ＋ 全字头 ＋ 彡	田	彡
畜	亠 ＋ 幺 ＋ 田	亠	田
畤	田 ＋ 土 ＋ 寸	田	寸
略	田 ＋ 各	田	各
畦	田 ＋ 土 ＋ 土	田	土
番	釆 ＋ 田	釆	田
畬	全字头 ＋ 于 ＋ 八 ＋ 田	全字头	田
畯	田 ＋ 厶 ＋ 八 ＋ 夂	田	夂
畲	全字头 ＋ 示 ＋ 田	全字头	田
畴	田 ＋ 三 ＋ 丿 ＋ 寸	田	寸
畸	田 ＋ 大 ＋ 可	田	可
畹	田 ＋ 宀 ＋ 夕 ＋ 㔾	田	㔾
畿	幺 ＋ 幺 ＋ 戈 ＋ 田	幺	田
疁	田 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	田	彡
疃	田 ＋ 立 ＋ 里	田	里
疆	弓 ＋ 土 ＋ 一 ＋ 田 ＋ 一 ＋ 田 ＋ 一	弓	一
疍	疋 ＋ 日 ＋ 一	疋	一
疏	折 ＋ 止 ＋ 亠 ＋ 厶 ＋ 荒字底	折	荒字底
疐	十 ＋ 冖 ＋ 田 ＋ 疋	十	疋
疑	匕 ＋ 矢 ＋ 龴 ＋ 疋	匕	疋
疔	疒 ＋ 丁	疒	丁
疖	疒 ＋ 节字底	疒	节字底
疗	疒 ＋ 了	疒	了
疙	疒 ＋ 𠂉 ＋ 乙	疒	乙
疚	疒 ＋ 久	疒	久
疝	疒 ＋ 山	疒	山
疟	疒 ＋ 匚 ＋ 一	疒	一
疠	疒 ＋ 万	疒	万
疡	疒 ＋ 𠃓	疒	𠃓
疢	疒 ＋ 火	疒	火
疣	疒 ＋ 尤	疒	尤
疤	疒 ＋ 巴	疒	巴
疥	疒 ＋ 全字头 ＋ 乔字底	疒	乔字底
疫	疒 ＋ 殳	疒	殳
疬	疒 ＋ 厂 ＋ 力	疒	力
疭	疒 ＋ 人 ＋ 人	疒	人
疮	疒 ＋ 全字头 ＋ 㔾	疒	㔾
疯	疒 ＋ ⺇ ＋ 㐅	疒	㐅
疰	疒 ＋ 亠 ＋ 土	疒	土
疱	疒 ＋ 勹 ＋ 巳	疒	巳
疲	疒 ＋ 皮	疒	皮
疳	疒 ＋ 甘	疒	甘
疴	疒 ＋ 可	疒	可
疵	疒 ＋ 止 ＋ 匕	疒	匕
疸	疒 ＋ 日 ＋ 一	疒	一
疹	疒 ＋ 全字头 ＋ 彡	疒	彡
疼	疒 ＋ 夂 ＋ 冬字底	疒	冬字底
疽	疒 ＋ 且	疒	且
疾	疒 ＋ 矢	疒	矢
痂	疒 ＋ 力 ＋ 口	疒	口
痃	疒 ＋ 亠 ＋ 幺	疒	幺
痄	疒 ＋ 乍	疒	乍
病	疒 ＋ 一 ＋ 冂 ＋ 人	疒	人
症	疒 ＋ 正	疒	正
痈	疒 ＋ 用	疒	用
痉	疒 ＋ 𢀖	疒	𢀖
痊	疒 ＋ 全字头 ＋ 王	疒	王
痍	疒 ＋ 夷	疒	夷
痒	疒 ＋ 羊	疒	羊
痓	疒 ＋ 至	疒	至
痔	疒 ＋ 土 ＋ 寸	疒	寸
痕	疒 ＋ 艮	疒	艮
痘	疒 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	疒	一
痛	疒 ＋ 龴 ＋ 甬字底	疒	甬字底
痞	疒 ＋ 不 ＋ 口	疒	口
痢	疒 ＋ 禾 ＋ 刂	疒	刂
痣	疒 ＋ 士 ＋ 心	疒	心
痤	疒 ＋ 人 ＋ 人 ＋ 土	疒	土
痦	疒 ＋ 五 ＋ 口	疒	口
痧	疒 ＋ 氵 ＋ 小 ＋ 丿	疒	丿
痨	疒 ＋ 艹 ＋ 冖 ＋ 力	疒	力
痪	疒 ＋ ⺈ ＋ 贝字框 ＋ 大	疒	大
痫	疒 ＋ 门 ＋ 木	疒	木
痰	疒 ＋ 火 ＋ 火	疒	火
痱	疒 ＋ 非	疒	非
痴	疒 ＋ 矢 ＋ 口	疒	口
痹	疒 ＋ 田 ＋ 丌	疒	丌
痼	疒 ＋ 囗 ＋ 十 ＋ 口	疒	口
痿	疒 ＋ 禾 ＋ 女	疒	女
瘀	疒 ＋ 方 ＋ 全字头 ＋ 冬字底	疒	冬字底
瘁	疒 ＋ 亠 ＋ 人 ＋ 人 ＋ 十	疒	十
瘃	疒 ＋ 豖	疒	豖
瘅	疒 ＋ 单	疒	单
瘆	疒 ＋ 厶 ＋ 大 ＋ 彡	疒	彡
瘊	疒 ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	疒	矢
瘌	疒 ＋ 束 ＋ 刂	疒	刂
瘐	疒 ＋ 臼 ＋ 人	疒	人
瘕	疒 ＋ 折 ＋ 一 ＋ ⺊ ＋ 一 ＋ 折 ＋ 一 ＋ 又	疒	又
瘗	疒 ＋ 一 ＋ 丷 ＋ 大 ＋ 土	疒	土
瘘	疒 ＋ 米 ＋ 女	疒	女
瘙	疒 ＋ 又 ＋ 丶 ＋ 虫	疒	虫
瘛	疒 ＋ 丰 ＋ 刀 ＋ 心	疒	心
瘟	疒 ＋ 日 ＋ 皿	疒	皿
瘠	疒 ＋ 冫 ＋ 撇 ＋ 点 ＋ 人 ＋ ⺝	疒	⺝
瘢	疒 ＋ 舟 ＋ 殳	疒	殳
瘤	疒 ＋ 留字头 ＋ 田	疒	田
瘥	疒 ＋ ⺶ ＋ 工	疒	工
瘦	疒 ＋ 叟字头 ＋ 又	疒	又
瘩	疒 ＋ 艹 ＋ 全字头 ＋ 一 ＋ 口	疒	口
瘪	疒 ＋ 自 ＋ 全字头 ＋ 匕	疒	匕
瘫	疒 ＋ 又 ＋ 隹	疒	隹
瘭	疒 ＋ 覀 ＋ 示	疒	示
瘰	疒 ＋ 田 ＋ 糸	疒	糸
瘳	疒 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	疒	彡
瘴	疒 ＋ 音 ＋ 十	疒	十
瘵	疒 ＋ 祭字头 ＋ 示	疒	示
瘸	疒 ＋ 力 ＋ 口 ＋ 冂 ＋ 人 ＋ 人	疒	人
瘼	疒 ＋ 莫	疒	莫
瘾	疒 ＋ 阝 ＋ ⺈ ＋ 彐 ＋ 心	疒	心
瘿	疒 ＋ 贝 ＋ 贝 ＋ 女	疒	女
癀	疒 ＋ 龷 ＋ 由 ＋ 八	疒	八
癃	疒 ＋ 阝 ＋ 夂 ＋ 一 ＋ 生	疒	生
癌	疒 ＋ 口 ＋ 口 ＋ 口 ＋ 山	疒	山
癍	疒 ＋ 玨 ＋ 亠 ＋ 㐅	疒	㐅
癔	疒 ＋ 音 ＋ 心	疒	心
癖	疒 ＋ 尸 ＋ 口 ＋ 辛	疒	辛
癗	疒 ＋ ⻗ ＋ 田	疒	田
癜	疒 ＋ 尸 ＋ 龷 ＋ 八 ＋ 殳	疒	殳
癞	疒 ＋ 束 ＋ ⺈ ＋ 贝	疒	贝
癣	疒 ＋ 鱼 ＋ 羊	疒	羊
癫	疒 ＋ 十 ＋ 具字头 ＋ 八 ＋ 一 ＋ 丿 ＋ 贝	疒	贝
癯	疒 ＋ 目 ＋ 目 ＋ 隹	疒	隹
癸	癶 ＋ 天	癶	天
登	癶 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	癶	一
白	白	白	白
百	一 ＋ 白	一	白
癿	白 ＋ 折	白	折
皂	白 ＋ 七	白	七
的	白 ＋ 勹 ＋ 丶	白	丶
皆	比左 ＋ 匕 ＋ 白	比左	白
皇	白 ＋ 王	白	王
皈	白 ＋ 𠂆 ＋ 又	白	又
皋	白 ＋ 大 ＋ 十	白	十
皎	白 ＋ 亠 ＋ 八 ＋ 㐅	白	㐅
皑	白 ＋ 山 ＋ 己	白	己
皓	白 ＋ ⺧ ＋ 口	白	口
皕	一 ＋ 白 ＋ 一 ＋ 白	一	白
皖	白 ＋ 宀 ＋ 一 ＋ 兀	白	兀
皙	木 ＋ 斤 ＋ 白	木	白
皛	白 ＋ 白 ＋ 白	白	白
皞	白 ＋ 白 ＋ 大 ＋ 十	白	十
皤	白 ＋ 釆 ＋ 田	白	田
皦	白 ＋ 白 ＋ 方 ＋ 攵	白	攵
皭	白 ＋ 爫 ＋ 罒 ＋ 即字旁 ＋ 寸	白	寸
皮	皮	皮	皮
皱	⺈ ＋ 彐 ＋ 皮	⺈	皮
皲	冖 ＋ 车旁 ＋ 皮	冖	皮
皴	厶 ＋ 八 ＋ 夂 ＋ 皮	厶	皮
皿	皿	皿	皿
盂	于 ＋ 皿	于	皿
盅	口 ＋ 竖 ＋ 皿	口	皿
盆	八 ＋ 刀 ＋ 皿	八	皿
盈	乃 ＋ 又 ＋ 皿	乃	皿
盉	禾 ＋ 皿	禾	皿
益	丷 ＋ 一 ＋ 八 ＋ 皿	丷	皿
盍	土 ＋ 厶 ＋ 皿	土	皿
盎	贝字框 ＋ 大 ＋ 皿	贝字框	皿
