字音频序	字	读音	最短码	最短码候选位	全码	全码候选位	补三简
165	头	tou	tz	1	tzzx	1	tzz
166	机	ji	jiw	1	jiwp	2	
167	分	fen	ff	1	ffla	1	
168	相	xiang	xlw	1	xlwq	1	
169	斯	si	siu	1	siup	1	
170	全	quan	qr	1	qrxt	1	
171	杀	sha	ua	1	uaqx	1	
172	需	xu	xu	1	xuuu	1	xuu
173	放	fang	fhi	1	fhip	1	
174	常	chang	ih	1	ihdy	1	
175	直	zhi	vil	1	vily	1	
176	才	cai	c	1	cdtt	1	
177	于	yu	yu	1	yull	3	
178	克	ke	key	1	keyt	1	
179	带	dai	dd	1	ddey	1	dde
180	美	mei	mw	1	mwxx	1	mwx
181	今	jin	jbd	1	jbdd	1	
182	力	li	liq	1	liqq	1	
183	工	gong	gs	1	gsaa	3	
184	许	xu	xub	1	xubv	1	
185	东	dong	dsj	1	dsjj	1	
186	同	tong	ts	1	tspn	1	
187	亲	qin	qb	1	qbhx	1	qbh
188	种	zhong	vs	1	vsks	1	
189	特	te	te	1	tevt	1	tev
190	者	zhe	vel	1	velq	1	
191	学	xue	xt	1	xtdt	1	
192	嘿	hei	hw	1	hwny	1	hwn
193	白	bai	bd	1	bdyy	1	bdy
194	名	ming	mku	1	mkun	1	
195	叫	jiao	jn	1	jnns	1	
196	本	ben	bf	1	bfwh	1	
197	第	di	dim	1	dimj	1	
198	理	li	lit	1	litt	3	
199	国	guo	gou	1	gout	1	
200	友	you	yz	1	yzlp	2	
201	安	an	an	1	andf	2	
202	两	liang	ll	1	lluu	1	llu
203	高	gao	gcf	1	gcfn	1	
204	请	qing	qkb	1	qkbp	1	
205	保	bao	bc	1	bcow	1	
206	公	gong	gsl	1	gsld	1	
207	记	ji	jib	1	jibq	1	
208	非	fei	fw	1	fwqq	1	
209	身	shen	ufi	1	ufii	1	
210	受	shou	uzv	1	uzvp	1	
211	住	zhu	vu	1	vuog	1	
212	活	huo	ho	1	hozn	1	
213	何	he	he	1	heot	1	heo
214	题	ti	ti	1	tiqt	1	
215	完	wan	wjd	1	wjdt	1	
216	加	jia	jxq	1	jxqn	1	
217	伙	huo	hoo	1	hoot	2	
218	接	jie	jp	1	jprf	1	
219	拿	na	nax	1	naxr	1	
220	望	wang	wh	1	whft	1	
221	解	jie	jpa	1	jpav	1	
222	其	qi	qiu	1	qiul	1	
223	离	li	lif	1	lift	2	
224	谈	tan	tj	1	tjbt	1	
225	又	you	yzp	1	yzpp	1	
226	了	liao	ln	1	lntt	1	
227	新	xin	xbh	1	xbhp	1	
228	更	geng	gg	1	gghq	1	
229	钱	qian	qmk	1	qmky	1	
230	场	chang	ihg	1	ihgx	1	
231	嗯	ng	ngn	1	ngnv	1	
232	部	bu	bu	1	buhl	1	
233	计	ji	jibl	1	jibl	1	
234	任	ren	rfo	1	rfog	1	
235	确	que	qt	1	qthp	1	
236	思	si	sit	1	sitv	1	
237	吃	chi	i	1	iina	2	
238	始	shi	uif	1	uifn	1	
239	结	jie	jps	1	jpsn	1	
240	马	ma	mav	1	mavv	1	
241	朋	peng	pg	1	pgpp	1	
242	警	jing	jke	1	jkeb	1	
243	尔	er	era	1	erax	1	
244	士	shi	uig	1	uigg	1	
245	外	wai	wd	1	wduc	1	wdu
246	件	jian	jmo	1	jmov	3	
247	难	nan	nj	1	njpx	1	
248	位	wei	wwo	1	wwoh	1	
249	表	biao	bn	1	bntv	1	
250	刚	gang	gh	1	ghpa	2	
251	边	bian	bm	1	bmqv	1	
252	或	huo	hoy	1	hoyh	1	
253	将	jiang	jl	1	jlqt	1	
254	希	xi	xiq	1	xiqy	3	
255	男	nan	njt	1	njtq	1	
256	准	zhun	vy	1	vyzx	1	vyz
257	变	bian	bmi	1	bmip	1	
258	利	li	lix	1	lixx	2	
259	证	zheng	vgb	1	vgbb	1	
260	物	wu	wuv	1	wuvx	2	
261	总	zong	zs	1	zslv	1	zsl
262	噢	o	oo	1	oonx	1	oon
263	员	yuan	yr	1	yrnt	1	yrn
264	系	xi	xif	1	xifs	1	
265	玩	wan	wjt	1	wjtt	2	
266	管	guan	grm	1	grmi	2	
267	几	ji	jip	1	jipp	2	
268	处	chu	iup	1	iupc	1	
269	办	ban	bj	1	bjqq	1	
270	主	zhu	vuf	1	vufg	1	
271	气	qi	qid	1	qidd	1	
272	每	mei	mwo	1	mwol	1	
273	查	cha	ia	1	iawh	2	
274	少	shao	uc	1	ucxf	1	
275	失	shi	uit	1	uitt	2	
276	此	ci	cib	1	ciba	2	
277	性	xing	xkv	1	xkvt	2	
278	切	qie	qp	1	qpaa	1	qpa
279	必	bi	biv	1	bivv	1	
280	备	bei	bwp	1	bwpt	1	
281	算	suan	sr	1	srme	1	srm
282	合	he	hex	1	hexn	1	
283	拉	la	la	1	larh	1	lar
284	队	dui	dvl	1	dvlx	1	
285	试	shi	uib	1	uiba	1	
286	抱	bao	bcr	1	bcrq	1	
287	医	yi	yip	1	yipt	2	
288	体	ti	tio	1	tioh	1	
289	通	tong	tsd	1	tsdv	1	
290	并	bing	bk	1	bkle	1	bkl
291	早	zao	zc	1	zcql	1	zcq
292	三	san	sj	1	sjhh	1	sjh
293	害	hai	hdd	1	hddn	1	
294	歉	qian	qmr	1	qmrx	1	
295	选	xuan	xr	1	xrvv	1	
296	门	men	mfp	1	mfpp	1	
297	嗨	hai	hdn	1	hdnl	1	
298	房	fang	fhe	1	fhei	2	
299	命	ming	mkx	1	mkxl	1	
300	重	zhong	vsl	1	vslt	1	
301	且	qie	qpy	1	qpyy	1	
302	向	xiang	xli	1	xlii	1	
303	兴	xing	xkx	1	xkxl	1	
304	球	qiu	qq	1	qqtz	2	
305	入	ru	rux	1	ruxx	1	
306	照	zhao	vcq	1	vcqt	1	
307	服	fu	fup	1	fupp	2	
308	掉	diao	dn	1	dnrl	1	dnr
309	长	zhang	vh	1	vhzz	1	
310	够	gou	gz	1	gzpu	1	
311	演	yan	yj	1	yjzl	1	
312	路	lu	lu	1	lubp	1	
313	日	ri	ri	1	riqq	1	riq
314	案	an	and	1	andw	1	
315	舞	wu	wuo	1	wuos	1	
316	决	jue	jtz	1	jtzx	2	
317	求	qiu	qqh	1	qqhz	1	
318	呃	e	ee	1	eenq	1	
319	字	zi	zid	1	zidt	1	
320	提	ti	tir	1	tirb	1	
321	目	mu	mu	1	muqq	1	
322	夫	fu	fux	1	fuxx	1	
323	肯	ken	kf	1	kfbp	1	kfb
324	笑	xiao	xn	1	xnmx	1	
325	伤	shang	uho	1	uhoq	1	
326	神	shen	ufj	1	ufjt	1	
327	父	fu	ful	1	fulq	1	
328	指	zhi	vir	1	virq	1	
329	留	liu	lq	1	lqut	1	
330	德	de	deo	1	deov	1	
331	报	bao	bcrp	1	bcrp	1	
332	水	shui	uv	1	uvaa	1	uva
333	教	jiao	jnl	1	jnlp	1	
334	枪	qiang	ql	1	qlwq	1	
335	清	qing	qkz	1	qkzp	1	
336	世	shi	uiu	1	uiua	1	
337	号	hao	hcn	1	hcna	1	
338	远	yuan	yrh	1	yrhv	1	
339	约	yue	yt	1	ytsz	1	yts
340	色	se	se	1	seaq	1	sea
341	片	pian	pm	1	pmqq	1	pmq
342	原	yuan	yrc	1	yrcx	1	
343	师	shi	uis	1	uisy	1	
344	口	kou	kz	1	kznn	1	
345	酒	jiu	jq	1	jqza	1	
346	官	guan	grd	1	grdi	1	
347	周	zhou	vz	1	vzpn	1	
348	星	xing	xkq	1	xkqt	1	
349	识	shi	uibl	1	uibl	1	
350	救	jiu	jqh	1	jqhp	1	
351	赛	sai	sd	1	sddt	1	
352	底	di	dic	1	dicr	1	
353	棒	bang	bhw	1	bhwt	1	
354	须	xu	xuf	1	xuft	2	
355	收	shou	uza	1	uzap	1	
356	坐	zuo	zox	1	zoxg	1	
357	交	jiao	jnf	1	jnfq	2	
358	婚	hun	hy	1	hyfq	1	hyf
359	停	ting	tko	1	tkot	1	
360	眼	yan	yjq	1	yjqe	1	
361	蛋	dan	djb	1	djba	1	
362	息	xi	xiy	1	xiyv	1	
363	室	shi	uidq	1	uidq	1	
364	运	yun	yy	1	yyhv	1	
365	宝	bao	bcd	1	bcdt	1	
366	哥	ge	ge	1	gett	1	
367	张	zhang	vha	1	vhaz	1	
368	根	gen	gfw	1	gfwe	1	
369	内	nei	nw	1	nwpx	1	nwp
370	搞	gao	gcr	1	gcrn	1	
371	金	jin	jbk	1	jbkk	1	
372	战	zhan	vj	1	vjcy	1	
373	火	huo	hot	1	hott	1	
374	至	zhi	viq	1	viqq	2	
375	声	sheng	ugg	1	uggs	1	
376	条	tiao	tn	1	tnpx	1	
377	消	xiao	xnz	1	xnzp	3	
378	期	qi	qiup	1	qiup	1	
379	买	mai	md	1	mdax	1	mda
380	整	zheng	vgg	1	vggb	1	
381	病	bing	bkc	1	bkcx	1	
382	弟	di	dij	1	dijj	1	
383	音	yin	ybx	1	ybxx	1	
384	装	zhuang	vl	1	vlqv	1	
385	您	nin	nb	1	nbov	1	nbo
386	怕	pa	pa	1	pavy	1	
387	犯	fan	fj	1	fjiq	1	fji
388	送	song	ss	1	sslv	1	
389	护	hu	hu	1	hure	1	
390	近	jin	jbp	1	jbpv	1	
391	怪	guai	gk	1	gkvg	1	gkv
392	花	hua	hxe	1	hxea	1	
393	持	chi	ii	1	iirt	1	
394	节	jie	jpe	1	jpel	1	
395	与	yu	yuh	1	yuhh	1	
396	格	ge	gew	1	gewp	2	
397	光	guang	gl	1	glxt	1	glx
398	度	du	du	1	ducp	1	
399	穿	chuan	ir	1	irdg	1	
400	愿	yuan	yrcv	1	yrcv	1	
401	象	xiang	xlm	1	xlmm	1	
402	使	shi	uio	1	uioq	1	
403	击	ji	jih	1	jihs	1	
404	影	ying	ykq	1	ykqf	1	
405	哦	e	een	1	eeny	1	
406	喝	he	hen	1	henp	1	
407	月	yue	ytp	1	ytpp	1	
408	嘛	ma	man	1	manw	1	
409	察	cha	iad	1	iadc	1	
410	器	qi	qin	1	qinn	1	
411	制	zhi	viv	1	viva	1	
412	二	er	erh	1	erhh	2	
413	助	zhu	vuy	1	vuyq	1	
414	单	dan	dji	1	djii	1	
415	待	dai	ddo	1	ddot	2	
416	除	chu	iul	1	iull	1	
417	尼	ni	ni	1	niea	1	
418	贝	bei	bwt	1	bwtt	1	
419	写	xie	xpd	1	xpdh	1	
420	绝	jue	jts	1	jtsq	1	
421	乐	le	le	1	lemm	1	
422	帝	di	did	1	didy	1	
423	界	jie	jpt	1	jpts	3	
424	姐	jie	jpf	1	jpfy	1	
425	反	fan	fjf	1	fjfp	1	
426	担	dan	djr	1	djrh	1	
427	海	hai	hdz	1	hdzl	1	
428	由	you	yzt	1	yztt	1	
429	论	lun	ly	1	lyba	1	lyb
430	司	si	sia	1	sian	1	
431	布	bu	bul	1	buly	1	
432	续	xu	xus	1	xusx	1	
433	视	shi	uij	1	uijt	1	
434	母	mu	mul	1	mull	1	
435	飞	fei	fwa	1	fwaa	1	
436	跑	pao	pc	1	pcbq	1	pcb
437	尽	jin	jbe	1	jbez	2	
438	空	kong	ks	1	ksda	1	ksd
439	万	wan	wjl	1	wjll	1	
440	强	qiang	qla	1	qlaa	2	
441	达	da	dax	1	daxv	1	
442	哈	ha	ha	1	hann	1	han
443	托	tuo	to	1	tora	1	
444	注	zhu	vuz	1	vuzg	1	
445	罗	luo	lo	1	loyu	1	
446	线	xian	xms	1	xmsy	1	
447	弄	nong	ns	1	nste	1	nst
448	代	dai	ddoy	1	ddoy	1	
449	忙	mang	mh	1	mhvf	1	
450	久	jiu	jqp	1	jqpp	1	
451	坏	huai	hk	1	hkgh	1	hkg
452	奇	qi	qix	1	qixt	1	
453	密	mi	mi	1	mids	1	
454	议	yi	yib	1	yibq	2	
455	衣	yi	yiv	1	yivv	1	
456	钟	zhong	vsk	1	vsks	2	
457	继	ji	jis	1	jisa	1	
458	疯	feng	fg	1	fgcq	1	fgc
459	份	fen	ffo	1	ffoa	1	
460	止	zhi	vib	1	vibb	2	
461	礼	li	lij	1	lija	1	
462	鬼	gui	gv	1	gvpp	1	
463	平	ping	pk	1	pkhl	1	pkh
464	拜	bai	bdx	1	bdxt	1	
465	数	shu	uu	1	uupp	1	
466	睡	shui	uvq	1	uvqh	1	
467	军	jun	jy	1	jydj	1	
468	啦	la	lan	1	lanh	1	
469	紧	jin	jbs	1	jbss	1	
470	兄	xiong	xs	1	xsnt	1	xsn
471	站	zhan	vjh	1	vjhn	1	
472	品	pin	pb	1	pbnn	1	pbn
473	罪	zui	zvy	1	zvyq	1	
474	抓	zhua	vx	1	vxrv	1	vxr
475	英	ying	yke	1	ykex	1	
476	亮	liang	llf	1	llfp	1	
477	跳	tiao	tnb	1	tnbt	1	
478	亚	ya	ya	1	yajj	1	
479	联	lian	lm	1	lmhx	1	lmh
480	混	hun	hyz	1	hyza	1	
481	狗	gou	gzi	1	gzin	1	
482	十	shi	uil	1	uill	1	
483	脑	nao	nc	1	ncpp	1	
484	业	ye	yej	1	yejj	1	
485	歌	ge	get	1	getx	1	
486	精	jing	jkp	1	jkpp	2	
487	却	que	qtg	1	qtgl	1	
488	包	bao	bcp	1	bcpq	2	
489	转	zhuan	vr	1	vrjz	1	vrj
490	院	yuan	yrl	1	yrlt	1	
491	务	wu	wup	1	wupq	1	
492	参	can	cj	1	cjdf	1	cjd
493	另	ling	lk	1	lknq	1	
494	台	tai	tdd	1	tddn	1	
495	统	tong	tss	1	tsst	1	
496	况	kuang	kl	1	klzt	1	
497	文	wen	wff	1	wffq	1	
498	风	feng	fgp	1	fgpq	1	
499	书	shu	uua	1	uuaz	1	
500	否	fou	fzh	1	fzhn	1	
501	黑	hei	hwy	1	hwyy	1	
502	险	xian	xml	1	xmlx	2	
503	言	yan	yjb	1	yjbb	1	
504	巴	ba	baq	1	baqq	1	
505	幸	xing	xkg	1	xkgk	1	
506	校	xiao	xnw	1	xnwq	1	
507	复	fu	fu	1	fuop	1	
508	四	si	siy	1	siyy	1	
509	量	liang	llq	1	llqt	1	
510	首	shou	uzl	1	uzly	1	
511	改	gai	gdq	1	gdqp	1	
512	忘	wang	whf	1	whfv	1	
513	便	bian	bmo	1	bmoq	1	
514	假	jia	jxo	1	jxop	1	
515	岁	sui	sv	1	svsu	1	
516	客	ke	ked	1	kedp	1	
517	据	ju	ju	1	jury	1	
518	术	shu	uuw	1	uuwz	1	
519	的	di	diy	1	diyz	1	
520	永	yong	ysa	1	ysaa	1	
521	票	piao	pn	1	pnac	2	
522	传	chuan	iro	1	iroz	1	
523	烦	fan	fjt	1	fjtt	3	
524	取	qu	qu	1	quhp	1	
525	游	you	yzz	1	yzzt	2	
526	糟	zao	zcp	1	zcpq	1	
527	基	ji	jiu	1	jiug	1	
528	随	sui	svl	1	svlv	3	
529	派	pai	pd	1	pdzr	1	
530	令	ling	lkd	1	lkdd	1	
531	探	tan	tjr	1	tjrw	1	
532	恩	en	en	1	enuv	1	enu
533	嘴	zui	zvn	1	zvnp	1	
534	式	shi	uiy	1	uiya	1	
535	律	lv	lv	1	lvor	1	
536	越	yue	ytb	1	ytby	1	
537	局	ju	jue	1	juen	3	
538	毒	du	dut	1	dutl	1	
539	麻	ma	mac	1	macw	1	
540	流	liu	lqz	1	lqzs	1	
541	答	da	dam	1	damn	1	
542	简	jian	jmm	1	jmmq	1	
543	圣	sheng	ugp	1	ugpg	1	
544	控	kong	ksr	1	ksra	1	
545	唱	chang	ihn	1	ihnq	1	
546	倒	dao	dco	1	dcoa	1	
547	味	wei	wwn	1	wwnx	2	
548	划	hua	hxy	1	hxya	1	
549	易	yi	yiqx	1	yiqx	1	
550	漂	piao	pnz	1	pnzc	1	
551	支	zhi	vip	1	vipp	2	
552	治	zhi	viz	1	vizn	1	
553	乎	hu	huf	1	hufs	2	
554	录	lu	lur	1	lura	1	
555	费	fei	fww	1	fwwt	1	
556	超	chao	ic	1	icbn	1	icb
557	拍	pai	p	1	pdry	1	
558	轻	qing	qkj	1	qkja	1	
559	五	wu	wui	1	wuii	1	
560	往	wang	who	1	whog	1	
561	区	qu	qup	1	qupq	2	
562	杰	jie	jpw	1	jpwt	1	
563	连	lian	lmj	1	lmjv	2	
564	造	zao	zcv	1	zcvv	2	
565	满	man	mj	1	mjzu	1	
566	考	kao	kc	1	kcla	1	kcl
567	故	gu	gu	1	guyp	2	
568	喂	wei	wwnb	1	wwnb	1	
569	吸	xi	xin	1	xiny	2	
570	极	ji	jiwy	1	jiwy	1	
571	组	zu	zu	1	zusy	1	
572	讲	jiang	jlb	1	jlbe	1	
573	块	kuai	kkg	1	kkgx	1	
574	趣	qu	qub	1	qubp	1	
575	兰	lan	ljl	1	ljlh	1	
576	集	ji	jix	1	jixw	1	
577	静	jing	jkt	1	jktr	1	
578	类	lei	lw	1	lwpx	1	
579	呀	ya	yan	1	yang	1	
580	投	tou	tzr	1	tzrt	1	
581	未	wei	wwx	1	wwxx	1	
582	容	rong	rs	1	rsdn	1	
583	步	bu	bub	1	bubf	1	
584	束	shu	uug	1	uugg	1	
585	化	hua	hxo	1	hxoa	1	
586	戏	xi	xip	1	xipy	1	
587	米	mi	mip	1	mipp	3	
588	醒	xing	xka	1	xkat	1	
589	终	zhong	vss	1	vssz	1	
590	恶	e	eej	1	eejv	1	
591	赢	ying	ykm	1	ykmt	1	
592	梦	meng	mg	1	mgwu	1	
593	药	yao	yce	1	ycez	1	
594	卖	mai	mdl	1	mdlx	1	
595	监	jian	jms	1	jmsy	1	
596	店	dian	dmc	1	dmcn	1	
597	显	xian	xmq	1	xmqj	1	
598	半	ban	bjl	1	bjlt	2	
599	班	ban	bjt	1	bjta	1	
600	科	ke	kek	1	kekl	1	
601	语	yu	yub	1	yubn	2	
602	付	fu	fuv	1	fuvv	2	
603	排	pai	pdr	1	pdrq	1	
604	热	re	re	1	rert	1	rer
605	楚	chu	iuw	1	iuwb	1	
606	图	tu	tu	1	tuuz	1	tuu
607	敢	gan	gja	1	gjap	1	
608	偷	tou	tzo	1	tzoa	1	
609	破	po	po	1	pohv	1	poh
610	油	you	yzzt	1	yzzt	1	
611	餐	can	cju	1	cjuw	1	
612	维	wei	wws	1	wwsx	1	
613	杯	bei	bww	1	bwwh	1	
614	哇	wa	wa	1	wang	1	wan
615	市	shi	uify	1	uify	1	
616	城	cheng	igg	1	igga	1	
617	权	quan	qrw	1	qrwp	1	
618	某	mou	mz	1	mzuw	1	mzu
619	激	ji	jiz	1	jizp	2	
620	讨	tao	tc	1	tcbt	1	tcb
621	程	cheng	igk	1	igkt	1	
622	责	ze	ze	1	zett	1	
623	差	cha	iax	1	iaxa	1	
624	立	li	lih	1	lihh	1	
625	昨	zuo	zoq	1	zoqc	1	
626	闭	bi	bip	1	bipt	1	
627	威	wei	wwy	1	wwyf	1	
628	饭	fan	fjw	1	fjwp	2	
629	庭	ting	tkc	1	tkcv	1	
630	换	huan	hrr	1	hrrx	1	
631	船	chuan	irj	1	irjn	1	
632	及	ji	jiy	1	jiyy	1	
633	猜	cai	cd	1	cdip	1	cdi
634	争	zheng	vga	1	vgar	1	
635	级	ji	jisy	1	jisy	1	
636	刻	ke	ker	1	kera	1	
637	建	jian	jmr	1	jmrv	1	
638	团	tuan	tr	1	trut	1	tru
639	惊	jing	jkv	1	jkvx	2	
640	阿	a	aa	1	aalt	1	aal
641	段	duan	dr	1	drft	1	drf
642	迎	ying	ykl	1	yklv	1	
643	标	biao	bnw	1	bnwc	1	
644	迪	di	dit	1	ditv	1	
645	王	wang	wht	1	whtt	1	
646	义	yi	yiz	1	yizq	2	
647	民	min	mb	1	mbrr	1	
648	唯	wei	wwnx	1	wwnx	1	
649	各	ge	gep	1	gepp	3	
650	夜	ye	yef	1	yefu	1	
651	靠	kao	kcv	1	kcvq	1	
652	示	shi	uic	1	uicc	1	
653	功	gong	gsa	1	gsaq	1	
654	释	shi	uiv	1	uivt	2	
655	乐	yue	ytm	1	ytmm	1	
656	检	jian	jmw	1	jmwx	1	
657	得	dei	dw	1	dwot	1	dwo
658	脸	lian	lmp	1	lmpx	1	
659	引	yin	yba	1	ybas	2	
660	疑	yi	yia	1	yiab	1	
661	血	xue	xty	1	xtyy	1	
662	赶	gan	gjb	1	gjbl	1	
663	妹	mei	mwf	1	mwfx	2	
664	择	ze	zer	1	zert	1	
665	独	du	dui	1	duia	1	
666	楼	lou	lz	1	lzwf	1	lzw
667	存	cun	cy	1	cylt	1	cyl
668	练	lian	lms	1	lmsj	1	
669	冷	leng	lg	1	lgzd	1	lgz
670	俩	lia	lx	1	lxou	1	lxo
671	断	duan	drp	1	drpp	1	
672	娘	niang	nl	1	nlfe	1	nlf
673	设	she	ue	1	uebt	1	ueb
674	置	zhi	viy	1	viyy	1	
675	逃	tao	tcz	1	tczv	2	
676	观	guan	grp	1	grpt	1	
677	松	song	ssw	1	sswd	1	
678	林	lin	lb	1	lbww	1	
679	痛	tong	tsc	1	tscp	1	
680	足	zu	zub	1	zubb	1	
681	码	ma	mah	1	mahv	1	
682	狂	kuang	kli	1	klit	1	
683	恐	kong	ksa	1	ksav	1	
684	妻	qi	qih	1	qihf	1	
685	慢	man	mjv	1	mjvp	1	
686	重	chong	is	1	islt	1	isl
687	床	chuang	il	1	ilcw	1	
