啊	a
孢	bct
宝	bcu
豹	bcv
鸨	bcw
报	bcz
柏	bdf
拜	bdi
稗	bdk
佰	bdo
百	bdp
败	bdw
摆	bdz
贲	bfc
栟	bff
坌	bfg
犇	bfj
苯	bfk
畚	bfl
倴	bfo
笨	bfr
奔	bft
绷	bga
泵	bgb
镚	bgc
迸	bgg
嘣	bgm
甭	bgp
蹦	bgs
蚌	bgx
绑	bha
磅	bhb
镑	bhc
浜	bhe
棒	bhf
玤	bhg
蒡	bhk
𠳐	bhm
傍	bho
邦	bhp
膀	bhq
谤	bhr
蚌	bhx
搒	bhz
裨	bib
铋	bic
庇	bid
泌	bie
碧	big
婢	bii
陛	bij
蔽	bik
舭	bil
鄙	bim
闭	bin
彼	bio
逼	bip
笔	bir
币	bis
鼻	bit
髀	biv
必	biw
畀	bix
避	biz
绊	bja
钣	bjc
瘢	bjd
湴	bje
板	bjf
半	bjg
昄	bjh
阪	bjj
般	bjl
伴	bjo
瓣	bjs
𨭉	bjv
版	bjy
搬	bjz
病	bkd
冰	bke
柄	bkf
饼	bkg
昺	bkh
秉	bkk
炳	bkl
丙	bkp
兵	bkq
禀	bkv
蛃	bkx
屏	bkz
编	bma
砭	bmb
鳊	bmc
汴	bme
鞭	bmh
苄	bmk
弁	bml
匾	bmn
便	bmo
笾	bmr
辩	bms
变	bmv
贬	bmw
蝙	bmx
遍	bmz
裱	bnb
镖	bnc
瘭	bnd
瀌	bne
标	bnf
婊	bni
骉	bnj
藨	bnk
熛	bnl
飑	bnn
俵	bno
彪	bnp
膘	bnq
飙	bnt
摽	bnz
礴	bob
勃	boc
波	boe
柏	bof
玻	bog
驳	boj
薄	bok
舶	bol
啵	bom
伯	boo
卜	bop
脖	boq
簸	bor
跛	bos
帛	bot
剥	bov
嶓	boy
播	boz
瘪	bpd
憋	bpg
癿	bpt
埠	bua
补	bub
布	buc
逋	buf
晡	buh
蔀	buk
哺	bum
堡	buo
卜	bup
瓿	buq
簿	bur
步	bus
怖	buw
捕	buz
碑	bwb
孛	bwc
𬇙	bwe
杯	bwf
琲	bwg
鞁	bwh
蓓	bwk
焙	bwl
呗	bwm
糒	bwn
倍	bwo
备	bwp
卑	bwt
狈	bwv
贝	bww
北	bwy
臂	bwz
嚓	cam
𥕢	ccb
漕	cce
槽	ccf
艚	ccl
嘈	ccm
糙	ccn
曹	ccp
螬	ccx
操	ccz
裁	cdc
材	cdf
睬	cdh
蔡	cdk
彩	cdn
偲	cdo
踩	cds
猜	cdv
财	cdw
厕	ced
测	cee
册	cen
侧	ceo
恻	cew
涔	cfe
参	cfl
噌	cgm
蹭	cgs
嶒	cgy
层	cgz
沧	che
苍	chk
舱	chl
伧	cho
仓	cht
磁	cib
辞	cic
疵	cid
瓷	cie
慈	cig
差	cii
刺	cij
茨	cik
呲	cim
糍	cin
伺	cio
词	cir
此	cis
赐	ciw
璨	cjg
骖	cjj
䅟	cjk
灿	cjl
蚕	cjt
惨	cjw
餐	cjy
磋	cob
锉	coc
厝	cod
棤	cof
矬	cog
莝	cok
鹾	cop
脞	coq
蹉	cos
嵯	coy
措	coz
镩	crc
篡	crr
蹿	crs
汆	crt
攒	crz
聪	csb
淙	cse
枞	csf
琮	csg
骢	csj
葱	csk
熜	csl
匆	cso
囱	csp
丛	cst
悰	csw
蹙	cug
蔟	cuk
粗	cun
徂	cuo
簇	cur
醋	cus
猝	cuv
殂	cuy
翠	cva
瘁	cvd
淬	cve
榱	cvf
璀	cvg
萃	cvk
啐	cvm
粹	cvn
催	cvo
悴	cvw
毳	cvx
崔	cvy
摧	cvz
存	cyc
皴	cyl
邨	cyp
寸	cyq
忖	cyw
辏	czl
腠	czq
垯	daa
褡	dab
𨱏	dac
瘩	dad
溚	dae
鞑	dah
妲	dai
荙	dak
炟	dal
哒	dam
沓	dap
答	dar
跶	das
达	dat
怛	daw
打	daz
祷	dcb
鱽	dcc
盗	dce
道	dcg
氘	dci
稻	dck
舠	dcl
叨	dcm
刀	dcn
倒	dco
蹈	dcs
帱	dct
悼	dcw
岛	dcx
导	dcy
捣	dcz
绐	dda
戴	ddc
玳	ddg
骀	ddj
怠	ddl
呆	ddm
代	ddo
叇	ddp
大	ddt
逮	ddv
歹	ddy
地	dea
锝	dec
嘚	dem
德	deo
磴	dgb
镫	dgc
澄	dge
璒	dgg
瞪	dgh
灯	dgl
噔	dgm
邓	dgp
蹬	dgs
登	dgy
垱	dha
裆	dhb
铛	dhc
𬍡	dhe
档	dhf
珰	dhg
荡	dhk
凼	dhp
筜	dhr
党	dhu
挡	dhz
地	dia
砥	dib
敌	dic
底	did
滴	die
棣	dif
玓	dig
睇	dih
娣	dii
蒂	dik
嘀	dim
低	dio
髢	dip
弟	diq
第	dir
踶	dis
籴	dit
帝	diu
狄	div
迪	dix
邸	diy
抵	diz
𬘘	dja
耽	djb
疸	djd
淡	dje
旦	djh
氮	dji
萏	djk
啖	djm
丹	djn
儋	djo
弹	djp
胆	djq
诞	djr
蛋	djs
单	djt
亶	djv
惮	djw
殚	djy
担	djz
碇	dkb
钉	dkc
疔	dkd
玎	dkg
盯	dkh
萣	dkk
叮	dkm
仃	dko
顶	dkq
订	dkr
酊	dks
町	dkx
坫	dma
碘	dmb
颠	dmc
店	dmd
淀	dme
奠	dmg
阽	dmj
典	dmn
佃	dmo
簟	dmr
踮	dms
惦	dmw
电	dmx
巅	dmy
殿	dmz
碉	dnb
钓	dnc
凋	dne
吊	dnm
雕	dnn
刁	dnp
调	dnr
窎	dnu
貂	dnv
垛	doa
裰	dob
铎	doc
度	dod
饳	dog
堕	doj
舵	dol
哆	dom
朵	don
躲	dop
踱	dos
夺	dot
亸	dov
惰	dow
掇	doz
堞	dpa
碟	dpb
鲽	dpc
楪	dpf
迭	dpg
昳	dph
喋	dpm
耋	dpn
叠	dpp
谍	dpr
跌	dps
蝶	dpx
牒	dpy
铥	dqc
缎	dra
锻	drc
椴	drf
短	drg
煅	drl
端	drq
簖	drr
段	drs
耑	dry
垌	dsa
硐	dsb
洞	dse
栋	dsf
氡	dsi
董	dsk
东	dsl
咚	dsm
侗	dso
冬	dsp
胴	dsq
懂	dsw
𬟽	dsx
岽	dsy
堵	dua
镀	duc
度	dud
渡	due
杜	duf
毒	dug
睹	duh
妒	dui
犊	duj
芏	duk
嘟	dum
阇	dun
督	dup
肚	duq
读	dur
黩	dut
蠹	duu
独	duv
赌	duw
牍	duy
堆	dva
碓	dvb
兑	dvg
队	dvj
怼	dvp
嘚	dwm
嗲	dxm
墩	dya
礅	dyb
钝	dyc
沌	dye
盹	dyh
炖	dyl
吨	dym
盾	dys
囤	dyu
敦	dyv
惇	dyw
钭	dzc
痘	dzd
斗	dze
陡	dzj
蔸	dzk
豆	dzp
篼	dzr
兜	dzt
窦	dzu
蚪	dzx
抖	dzz
堨	eea
𥔲	eeb
鳄	eec
厄	eed
涐	eee
饿	eeg
遏	eeh
娥	eei
阿	eej
萼	eek
轭	eel
呃	eem
垩	een
俄	eeo
腭	eeq
讹	eer
鹅	ees
额	eeu
愕	eew
蛾	eex
峨	eey
扼	eez
蒽	enk
摁	enz
耳	erb
铒	erc
洱	ere
饵	erg
陑	erj
咡	erm
尔	ern
二	erp
砝	fab
珐	fag
罚	fal
阀	fan
伐	fao
筏	far
乏	fas
纷	ffa
鲼	ffc
汾	ffe
焚	fff
忿	ffg
氛	ffi
芬	ffk
吩	ffm
粉	ffn
份	ffo
酚	ffs
奋	fft
豮	ffv
愤	ffw
封	fga
砜	fgb
锋	fgc
疯	fgd
冯	fge
枫	fgf
丰	fgg
奉	fgi
葑	fgk
烽	fgl
唪	fgm
凤	fgn
俸	fgo
逢	fgp
讽	fgr
赗	fgw
蜂	fgx
峰	fgy
坊	fha
钫	fhc
放	fhd
枋	fhf
昉	fhh
妨	fhi
防	fhj
芳	fhk
舫	fhl
仿	fho
肪	fhq
访	fhr
蚄	fhx
房	fhz
墦	fja
矾	fjb
钒	fjc
泛	fje
樊	fjf
饭	fjg
范	fjk
烦	fjl
翻	fjn
繁	fjo
返	fjs
帆	fjt
犯	fjv
贩	fjw
畈	fjx
缚	fua
福	fub
鲋	fuc
府	fud
浮	fue
甫	fuf
父	fug
妇	fui
附	fuj
芙	fuk
弗	ful
咐	fum
负	fun
佛	fuo
副	fup
服	fuq
符	fur
覆	fus
夫	fut
富	fuu
付	fuv
赋	fuw
蝠	fux
阜	fuy
扶	fuz
绯	fwa
鲱	fwc
废	fwd
沸	fwe
榧	fwf
妃	fwi
𬴂	fwj
菲	fwk
费	fwl
啡	fwm
匪	fwn
飞	fwp
肥	fwq
诽	fwr
狒	fwv
悱	fww
斐	fwy
扉	fwz
缶	fzj
否	fzp
钆	gac
嘎	gam
旮	gan
伽	gao
戛	gap
尜	gat
缟	gca
镐	gcc
槁	gcf
杲	gch
羔	gci
告	gcj
稿	gck
糕	gcn
篙	gcr
睾	gcs
皋	gct
膏	gcv
搞	gcz
垓	gda
钙	gdc
溉	gde
概	gdf
晐	gdh
盖	gdi
陔	gdj
荄	gdk
戤	gdo
丐	gdp
赅	gdw
改	gdy
圪	gea
硌	geb
铬	gec
疙	ged
滆	gee
格	gef
戈	geg
革	geh
盖	gei
隔	gej
葛	gek
舸	gel
咯	gem
阁	gen
仡	geo
哥	geq
鬲	ges
鸽	get
割	geu
骼	gev
蛤	gex
搁	gez
根	gff
茛	gfk
哏	gfm
亘	gfp
艮	gfw
埂	gga
耿	ggb
鲠	ggc
庚	ggd
浭	gge
梗	ggf
暅	ggh
羹	ggi
哽	ggm
耕	ggp
颈	ggy
纲	gha
戆	ghb
钢	ghc
港	ghe
杠	ghf
缸	ghj
罡	ghl
冈	ghn
肛	ghq
筻	ghr
岗	ghy
扛	ghz
坩	gja
赣	gjb
干	gjc
疳	gjd
泔	gje
杆	gjf
玕	gjg
甘	gjh
秆	gjk
敢	gjp
肝	gjq
竿	gjr
赶	gjs
虷	gjx
擀	gjz
乖	gkc
夬	gkp
拐	gkz
垙	gla
广	gld
洸	gle
桄	glf
珖	glg
𨐈	gll
咣	glm
胱	glq
逛	glv
埚	goa
聒	gob
锅	goc
涡	goe
椁	gof
馃	gog
呙	gom
粿	gon
腘	goq
裹	gos
帼	got
国	gou
郭	gov
果	gox
崞	goy
纶	gra
祼	grb
鳏	grc
灌	gre
棺	grf
馆	grg
罐	grj
莞	grk
爟	grl
倌	gro
观	grp
贯	grq
管	grr
盥	grs
官	gru
惯	grw
掼	grz
硔	gsb
公	gsg
龚	gsj
共	gsk
觥	gsn
供	gso
躬	gsp
肱	gsq
宫	gsu
蚣	gsx
功	gsy
拱	gsz
鼓	gua
锢	guc
顾	gud
沽	gue
梏	guf
谷	gug
姑	gui
牯	guj
菇	guk
轱	gul
咕	gum
觚	gun
估	guo
古	gup
股	guq
箍	gur
贾	gus
孤	gut
固	guu
骨	guv
蛊	gux
崮	guy
雇	guz
圭	gva
硅	gvb
龟	gvc
庋	gvd
柜	gvf
瑰	gvg
晷	gvh
妫	gvi
轨	gvl
闺	gvn
鬼	gvq
诡	gvr
跪	gvs
刽	gvt
宄	gvu
贵	gvx
癸	gvy
卦	gxa
褂	gxb
刮	gxc
栝	gxf
呱	gxm
瓜	gxn
胍	gxq
诖	gxr
寡	gxu
绲	gya
磙	gyb
鲧	gyc
棍	gyf
辊	gyl
衮	gys
垢	gza
钩	gzc
沟	gze
构	gzf
鞲	gzh
媾	gzi
苟	gzk
勾	gzn
佝	gzo
篝	gzr
狗	gzv
购	gzw
岣	gzy
铪	hac
蛤	hax
郝	hca
浩	hce
昊	hch
蒿	hck
号	hcm
耗	hcp
皓	hct
毫	hcv
蚝	hcx
海	hde
氦	hdi
骇	hdj
嗨	hdm
亥	hdq
醢	hds
孩	hdt
害	hdu
骸	hdv
赫	hea
褐	heb
河	hee
核	hef
饸	heg
曷	heh
荷	hek
贺	hel
喝	hem
阂	hen
何	heo
壑	hep
劾	heq
诃	her
翮	hes
盒	het
鹤	heu
貉	hev
痕	hfd
𬣳	hfr
狠	hfv
恨	hfw
堼	hga
横	hgf
珩	hgg
姮	hgi
蘅	hgk
哼	hgm
衡	hgo
亨	hgv
恒	hgw
绗	hha
沆	hhe
杭	hhf
巷	hhk
航	hhl
吭	hhm
夯	hht
颃	hhv
垾	hja
韩	hjc
汗	hje
琀	hjg
旱	hjh
菡	hjk
焊	hjl
喊	hjm
函	hjp
含	hjq
酣	hjs
鼾	hjt
寒	hju
犴	hjv
憾	hjw
蚶	hjx
崡	hjy
撼	hjz
淮	hke
槐	hkf
徊	hko
踝	hks
怀	hkw
鳇	hlc
癀	hld
潢	hle
璜	hlg
晃	hlh
媓	hli
隍	hlj
荒	hlk
煌	hll
喤	hlm
凰	hln
徨	hlo
谎	hlr
皇	hlt
肓	hlv
慌	hlw
蝗	hlx
祸	hob
镬	hoc
漷	hoe
或	hog
𬴃	hoj
获	hok
火	hol
嚯	hom
伙	hoo
霍	hop
豁	hou
夥	hox
攉	hoz
缓	hra
鲩	hrc
痪	hrd
浣	hre
桓	hrf
环	hrg
㬊	hrh
豢	hri
荁	hrk
焕	hrl
唤	hrm
奂	hrn
还	hrp
寰	hru
獾	hrv
峘	hry
换	hrz
纮	hsa
翃	hsc
洪	hse
玒	hsg
蕻	hsk
轰	hsl
哄	hsm
訇	hsn
弘	hsp
竑	hsq
讧	hsr
宏	hsu
虹	hsx
壶	hua
祜	hub
鳠	huc
湖	hue
槲	huf
瑚	hug
昈	huh
嫭	hui
鹄	huj
葫	huk
煳	hul
呼	hum
糊	hun
忽	huo
胡	hup
笏	hur
乎	hus
瓠	hut
囫	huu
互	huv
惚	huw
蝴	hux
岵	huy
户	huz
绘	hva
硊	hvb
灰	hvc
麾	hvd
汇	hve
桧	hvf
慧	hvg
晦	hvh
隳	hvj
秽	hvk
烩	hvl
喙	hvm
徽	hvo
惠	hvp
讳	hvr
毁	hvt
回	hvu
悔	hvw
蛔	hvx
翙	hvy
挥	hvz
𬭶	hwc
嘿	hwm
铧	hxc
滑	hxe
桦	hxf
划	hxg
婳	hxi
骅	hxj
花	hxk
哗	hxm
觟	hxn
化	hxo
画	hxp
猾	hxv
碈	hyb
混	hye
馄	hyg
荤	hyk
阍	hyn
魂	hyp
诨	hyr
惛	hyw
昏	hyy
堠	hza
鲘	hzc
厚	hzd
吼	hzm
糇	hzn
候	hzo
篌	hzr
逅	hzs
齁	hzt
鲎	hzu
猴	hzv
垞	iaa
衩	iab
镲	iac
汊	iae
杈	iaf
岔	iag
差	iai
茶	iak
嚓	iam
𥻗	ian
侘	iao
叉	iap
诧	iar
蹅	ias
察	iau
刹	iav
嵖	iay
插	iaz
绰	ica
朝	icc
潮	ice
晁	ich
炒	icl
吵	icm
耖	icp
怊	icw
巢	icx
抄	icz
钗	idc
瘥	idd
差	idi
茝	idk
侪	ido
柴	ids
豺	idv
坼	iea
砗	ieb
澈	iee
㬚	ieh
掣	iej
彻	ieo
扯	iez
𬘭	ifa
衬	ifb
臣	ifd
郴	iff
琛	ifg
晨	ifh
陈	ifj
称	ifk
煁	ifl
嗔	ifm
谌	ifr
趁	ifs
尘	ift
宸	ifu
忱	ifw
辰	ify
抻	ifz
城	iga
裎	igb
铖	igc
庱	igd
澄	ige
橙	igf
琤	igg
晟	igh
骋	igj
程	igk
呈	igm
惩	igo
丞	igp
塍	igq
诚	igr
酲	igs
承	igt
宬	igu
憕	igw
蛏	igx
撑	igz
场	iha
长	ihb
鲳	ihc
厂	ihd
昌	ihh
娼	ihi
菖	ihk
唱	ihm
阊	ihn
偿	iho
昶	ihp
肠	ihq
敞	iht
尝	ihu
猖	ihv
怅	ihw
畅	ihx
赤	iia
耻	iib
痴	iid
池	iie
饬	iig
匙	iih
媸	iii
驰	iij
茌	iik
炽	iil
嗤	iim
蚩	iin
侈	iio
翅	iip
魑	iiq
篪	iir
齿	iis
啻	iiu
瓻	iiv
螭	iix
鸱	iiy
迟	iiz
缠	ija
禅	ijb
铲	ijc
廛	ijd
潺	ije
梴	ijf
馋	ijg
旵	ijh
婵	iji
骣	ijj
蒇	ijk
𬊤	ijl
啴	ijm
阐	ijn
儳	ijo
觇	ijp
谄	ijr
躔	ijs
单	ijt
颤	ijv
忏	ijw
蝉	ijx
巉	ijy
掺	ijz
啜	ikm
踹	iks
搋	ikz
床	ild
噇	ilm
闯	iln
幢	ilt
窗	ilu
怆	ilw
绰	ioa
辍	iol
啜	iom
逴	iop
龊	ios
惙	iow
钏	irc
椽	irf
氚	iri
船	irl
串	irm
穿	iru
川	irx
舛	iry
翀	isa
铳	isc
冲	ise
珫	isg
舂	isi
种	isk
艟	isl
宠	isu
充	isv
憧	isw
虫	isx
崇	isy
摏	isz
绌	iua
初	iub
锄	iuc
厨	iud
滁	iue
楚	iuf
琡	iug
除	iuj
触	iun
储	iuo
处	iup
躇	ius
黜	iut
畜	iuv
怵	iuw
蜍	iux
搐	iuz
垂	ivc
槌	ivf
陲	ivj
炊	ivl
倕	ivo
圌	ivu
捶	ivz
纯	iya
䲠	iyc
淳	iye
椿	iyf
瑃	iyg
蠢	iyi
莼	iyk
醇	iys
鹑	iyv
蝽	iyx
唇	iyy
绸	iza
瘳	izd
杻	izf
瞅	izh
愁	izk
仇	izo
丑	izp
筹	izr
酬	izs
臭	izt
惆	izw
畴	izx
缙	jba
襟	jbb
金	jbc
廑	jbd
津	jbe
禁	jbf
瑾	jbg
堇	jbh
妗	jbi
荩	jbk
烬	jbl
噤	jbm
晋	jbn
仅	jbo
近	jbp
今	jbq
谨	jbr
巾	jbt
赆	jbw
紧	jbx
劲	jby
尽	jbz
级	jia
矶	jib
戟	jic
疾	jid
济	jie
机	jif
饥	jig
基	jih
嫉	jii
际	jij
积	jik
辑	jil
唧	jim
几	jin
及	jio
击	jip
肌	jiq
记	jir
跻	jis
集	jit
寄	jiu
迹	jiv
即	jiw
畸	jix
忌	jiy
技	jiz
境	jka
竟	jkb
镜	jkc
痉	jkd
净	jke
静	jkg
睛	jkh
婧	jki
阱	jkj
警	jkk
精	jkn
径	jko
兢	jkp
竞	jkq
麖	jkt
京	jkv
惊	jkw
颈	jky
缰	jla
礓	jlb
鳉	jlc
江	jle
姜	jli
降	jlj
蒋	jlk
匠	jln
僵	jlo
疆	jlp
膙	jlq
讲	jlr
虹	jlx
奖	jly
缄	jma
碱	jmb
键	jmc
减	jme
检	jmf
剪	jmg
睑	jmh
奸	jmi
柬	jmj
荐	jmk
舰	jml
间	jmn
件	jmo
艰	jmp
腱	jmq
简	jmr
践	jms
剑	jmt
蹇	jmu
建	jmv
贱	jmw
坚	jmx
歼	jmy
肩	jmz
缴	jna
礁	jnb
铰	jnc
浇	jne
椒	jnf
饺	jng
娇	jni
骄	jnj
蕉	jnk
较	jnl
嚼	jnm
教	jnn
侥	jno
脚	jnq
跤	jns
焦	jnt
觉	jnu
交	jnv
恔	jnw
剿	jnx
峤	jny
搅	jnz
劫	jpa
碣	jpb
截	jpc
疥	jpd
洁	jpe
杰	jpf
戒	jpg
睫	jph
姐	jpi
阶	jpj
节	jpk
嗟	jpm
解	jpn
街	jpo
竭	jpq
诫	jpr
介	jpt
骱	jpv
皆	jpw
界	jpx
桀	jpy
接	jpz
纠	jqa
疚	jqd
酒	jqe
柩	jqf
玖	jqg
啾	jqm
九	jqn
僦	jqo
救	jqp
赳	jqs
舅	jqt
究	jqu
鹫	jqv
旧	jqx
韭	jqy
揪	jqz
绢	jra
镌	jrc
涓	jre
蠲	jrg
娟	jri
焆	jrl
鹃	jrm
倦	jro
鄄	jrs
隽	jrt
圈	jru
狷	jrv
捐	jrz
䌹	jsa
泂	jse
炅	jsh
𬳶	jsj
炯	jsl
迥	jsn
窘	jsu
颎	jsw
扃	jsz
绝	jta
砄	jtb
镢	jtc
厥	jtd
决	jte
橛	jtf
珏	jtg
矍	jth
𫘝	jtj
蕨	jtk
爝	jtl
嚼	jtm
角	jtn
倔	jto
诀	jtr
蹶	jts
孓	jtt
獗	jtv
崛	jty
掘	jtz
弆	jua
聚	jub
锯	juc
疽	jud
沮	jue
橘	juf
矩	jug
鞠	juh
娵	jui
驹	juj
菊	juk
炬	jul
咀	jum
句	jun
俱	juo
遽	jup
具	juq
讵	jur
距	jus
举	jut
窭	juu
狙	juv
惧	juw
岠	juy
局	juz
嘉	jxa
钾	jxc
痂	jxd
浃	jxe
枷	jxf
珈	jxg
嫁	jxi
稼	jxk
加	jxl
斝	jxm
假	jxo
夹	jxp
胛	jxq
笳	jxr
贾	jxs
甲	jxx
岬	jxy
均	jya
钧	jyc
浚	jye
珺	jyg
晙	jyh
骏	jyj
菌	jyk
焌	jyl
俊	jyo
竣	jyq
筠	jyr
麇	jyt
皲	jyu
君	jyv
畯	jyx
峻	jyy
捃	jyz
咖	kam
胩	kaq
铐	kcc
洘	kce
栲	kcf
靠	kcj
烤	kcl
拷	kcz
垲	kda
铠	kdc
楷	kdf
蒈	kdk
炌	kdl
闿	kdn
慨	kdw
凯	kdy
揩	kdz
壳	kea
磕	keb
锞	kec
疴	ked
渴	kee
柯	kef
珂	keg
瞌	keh
氪	kei
骒	kej
科	kek
轲	kel
咳	kem
匼	ken
克	kep
刻	keq
课	ker
客	keu
髁	kev
恪	kew
颗	kex
岢	key
裉	kfb
啃	kfm
恳	kfw
硁	kgb
铿	kgc
吭	kgm
𡐓	kha
钪	khc
炕	khl
糠	khn
伉	kho
亢	khv
慷	khw
抗	khz
堪	kja
砍	kjb
槛	kjf
勘	kjh
莰	kjk
阚	kjn
侃	kjo
龛	kjt
崁	kjy
块	kka
鲙	kkc
蒯	kkk
哙	kkm
侩	kko
脍	kkq
筷	kkr
会	kkt
狯	kkv
㧟	kkz
圹	kla
矿	klb
邝	kld
洭	kle
框	klf
旷	klh
哐	klm
匡	kln
筐	klr
夼	klt
狂	klv
贶	klw
廓	kod
阔	kon
蛞	kox
括	koz
宽	kru
髋	krv
埪	ksa
硿	ksb
倥	kso
箜	ksr
孔	kst
恐	ksy
控	ksz
绔	kua
裤	kub
库	kud
枯	kuf
哭	kum
酷	kus
刳	kut
窟	kuu
骷	kuv
逵	kva
聩	kvb
盔	kvc
溃	kve
櫆	kvf
馈	kvg
睽	kvh
骙	kvj
葵	kvk
