啊	a
爆	bcp
胞	bcq
褓	bcs
剥	bct
豹	bcu
包	bcx
雹	bcy
佰	bda
摆	bdg
稗	bdi
拜	bdl
百	bdo
败	bdt
奔	bfa
苯	bfb
犇	bfc
畚	bfi
笨	bfl
锛	bfm
栟	bfo
坌	bfp
贲	bfv
绷	bga
泵	bgc
蹦	bgh
镚	bgm
甏	bgn
甭	bgo
迸	bgp
琫	bgr
祊	bgs
蚌	bgw
嘣	bgz
绑	bha
蒡	bhb
磅	bhc
浜	bhf
搒	bhg
镑	bhm
塝	bhn
棒	bho
谤	bhp
膀	bhq
玤	bhr
蚌	bhw
𠳐	bhz
彼	bia
蔽	bib
鲾	bic
鼻	bid
庇	bie
泌	bif
跸	bih
秘	bii
舭	bij
笔	bil
铋	bim
逼	bio
陛	bip
避	biq
碧	bir
必	bis
毕	bit
狴	biu
婢	biv
币	biw
闭	bix
鄙	biz
伴	bja
瘢	bje
湴	bjf
搬	bjg
般	bjj
版	bjk
瓣	bjl
钣	bjm
坂	bjn
板	bjo
半	bjp
班	bjr
𨭉	bju
靽	bjw
饼	bkd
病	bke
冰	bkf
摒	bkg
秉	bki
昺	bkk
兵	bkl
柄	bko
炳	bkp
屏	bkq
禀	bku
蛃	bkw
便	bma
苄	bmb
砭	bmc
变	bme
汴	bmf
抃	bmg
弁	bmi
昪	bmk
辩	bml
煸	bmp
遍	bmq
褊	bms
贬	bmt
卞	bmu
鞭	bmw
匾	bmx
飙	bna
藨	bnb
鳔	bnc
瘭	bne
瀌	bnf
摽	bng
镖	bnm
标	bno
熛	bnp
膘	bnq
裱	bns
婊	bnv
彪	bnx
幖	bny
伯	boa
薄	bob
驳	boc
饽	bod
波	bof
播	bog
跛	boh
馞	boi
舶	boj
艴	bok
簸	bol
钵	bom
僰	bon
柏	boo
脖	boq
玻	bor
袯	bos
剥	bot
亳	bou
勃	bov
卜	box
啵	boz
癿	bpd
瘪	bpe
憋	bpp
堡	bua
蔀	bub
捕	bug
步	buh
醭	buj
晡	buk
簿	bul
钚	bum
埠	bun
逋	buo
补	bus
布	buv
卜	bux
哺	buz
倍	bwa
蓓	bwb
碑	bwc
卑	bwd
𬇙	bwf
北	bwk
钡	bwm
杯	bwo
焙	bwp
臂	bwq
琲	bwr
悖	bws
贝	bwt
狈	bwu
孛	bwv
鞁	bww
备	bwx
呗	bwz
嚓	caz
𥕢	ccc
糙	ccd
漕	ccf
操	ccg
艚	ccj
曹	cco
螬	ccw
嘈	ccz
偲	cda
蔡	cdb
彩	cdh
睬	cdk
材	cdo
财	cdt
猜	cdu
裁	cdv
侧	cea
厕	cee
测	cef
恻	ces
册	cex
涔	cff
参	cfi
蹭	cgh
层	cgq
嶒	cgt
噌	cgz
伧	cha
苍	chb
沧	chf
舱	chj
仓	cht
伺	cia
茨	cib
磁	cic
糍	cid
疵	cie
瓷	cif
此	cih
差	cil
刺	cin
词	cip
玼	cir
祠	cis
赐	cit
辞	civ
呲	ciz
蚕	cja
骖	cjc
黪	cjd
䅟	cji
餐	cjl
灿	cjp
璨	cjr
惨	cjs
莝	cob
磋	coc
厝	coe
措	cog
蹉	coh
锉	com
棤	coo
脞	coq
瑳	cor
嵯	cot
矬	cov
鹾	cox
攒	crg
蹿	crh
篡	crl
镩	crm
汆	crt
爨	crw
葱	csb
骢	csc
淙	csf
聪	csk
匆	csl
枞	cso
熜	csp
琮	csr
悰	css
丛	cst
囱	csy
徂	cua
蔟	cub
粗	cud
蹴	cuh
醋	cuj
簇	cul
蹙	cur
猝	cuu
催	cva
萃	cvb
粹	cvd
瘁	cve
淬	cvf
摧	cvg
毳	cvj
榱	cvo
璀	cvr
悴	cvs
崔	cvt
翠	cvv
啐	cvz
皴	cyi
邨	cyo
忖	cys
寸	cyt
存	cyv
辏	czj
腠	czq
达	daa
荙	dab
鿎	dac
瘩	dae
溚	daf
打	dag
跶	dah
答	dal
𨱏	dam
垯	dan
炟	dap
褡	das
妲	dav
鞑	daw
哒	daz
倒	dca
鱽	dcc
盗	dcf
捣	dcg
蹈	dch
稻	dci
舠	dcj
道	dcp
刀	dcq
纛	dcr
祷	dcs
岛	dcw
导	dcy
叨	dcz
代	dda
骀	ddc
怠	ddi
轪	ddj
歹	ddl
埭	ddn
叇	ddo
玳	ddr
逮	ddt
戴	ddv
呆	ddz
德	dea
锝	dem
地	den
嘚	dez
磴	dgc
澄	dgf
蹬	dgh
瞪	dgk
登	dgl
镫	dgm
灯	dgp
璒	dgr
嶝	dgt
邓	dgx
噔	dgz
荡	dhb
砀	dhc
𬍡	dhf
挡	dhg
党	dhi
凼	dhl
铛	dhm
垱	dhn
档	dho
谠	dhp
珰	dhr
裆	dhs
低	dia
蒂	dib
砥	dic
迪	did
底	die
滴	dif
抵	dig
踶	dih
帝	dii
睇	dik
第	dil
镝	dim
地	din
棣	dio
谛	dip
玓	dir
骶	dis
弟	dit
狄	diu
敌	div
䗖	diw
嘀	diz
儋	dja
萏	djb
石	djc
单	djd
疸	dje
淡	djf
担	djg
蛋	djh
旦	djk
殚	djl
诞	djp
胆	djq
惮	djs
赕	djt
亶	dju
弹	djv
丹	djx
氮	djy
啖	djz
仃	dka
萣	dkb
碇	dkc
町	dkd
疔	dke
酊	dkj
盯	dkk
钉	dkm
订	dkp
腚	dkq
玎	dkr
顶	dkt
叮	dkz
佃	dma
碘	dmc
电	dmd
店	dme
淀	dmf
垫	dmg
踮	dmh
簟	dml
钿	dmm
坫	dmn
奠	dmp
殿	dmq
玷	dmr
惦	dms
巅	dmt
颠	dmv
典	dmx
碉	dnc
凋	dnf
窎	dni
钓	dnm
调	dnp
貂	dnu
刁	dnv
雕	dnx
吊	dnz
夺	doa
驮	doc
饳	dod
度	doe
掇	dog
踱	doh
舵	doj
铎	dom
垛	don
堕	dop
惰	dos
亸	dou
朵	dox
躲	doy
哆	doz
绖	dpa
碟	dpc
跌	dph
牒	dpk
耋	dpn
楪	dpo
谍	dpp
𫶇	dpt
迭	dpv
蝶	dpw
叠	dpx
喋	dpz
铥	dqm
缎	dra
簖	drl
锻	drm
塅	drn
椴	dro
煅	drp
瑖	drr
耑	drt
短	drv
段	drw
端	drz
侗	dsa
董	dsb
硐	dsc
洞	dsf
东	dsj
垌	dsn
栋	dso
胴	dsq
懂	dss
岽	dst
𬟽	dsw
冬	dsx
氡	dsy
咚	dsz
芏	dub
犊	duc
黩	dud
度	due
渡	duf
蠹	dui
睹	duk
笃	dul
镀	dum
堵	dun
杜	duo
读	dup
肚	duq
毒	dur
髑	dus
赌	dut
独	duu
妒	duv
督	dux
嘟	duz
碓	dvc
堆	dvn
队	dvp
祋	dvs
怼	dvx
嘚	dwz
嗲	dxz
礅	dyc
沌	dyf
蹲	dyh
囤	dyj
盹	dyk
钝	dym
墩	dyn
炖	dyp
惇	dys
敦	dyu
趸	dyv
盾	dyw
吨	dyz
蔸	dzb
兜	dzd
痘	dze
斗	dzf
抖	dzg
窦	dzi
篼	dzl
钭	dzm
豆	dzo
陡	dzp
蚪	dzw
俄	eea
萼	eeb
鳄	eec
饿	eed
厄	eee
涐	eef
扼	eeg
额	eei
轭	eej
遏	eek
锷	eem
堨	een
阿	eep
屙	eeq
噩	eer
愕	ees
峨	eet
娥	eev
鹅	eew
呃	eez
蒽	enb
摁	eng
鲕	erc
饵	erd
洱	erf
耳	erk
铒	erm
二	ero
陑	erp
尔	erq
贰	err
鸸	ery
咡	erz
伐	faa
砝	fac
筏	fal
珐	far
罚	fat
乏	faw
阀	fax
份	ffa
芬	ffb
鲼	ffc
粉	ffd
汾	fff
酚	ffj
坟	ffn
焚	ffo
忿	ffp
玢	ffr
愤	ffs
豮	ffu
翂	ffv
氛	ffy
吩	ffz
缝	fga
葑	fgb
砜	fgc
疯	fge
冯	fgf
奉	fgl
锋	fgm
封	fgn
枫	fgo
讽	fgp
丰	fgr
峰	fgt
蜂	fgw
凤	fgx
唪	fgz
仿	fha
芳	fhb
鲂	fhc
放	fhe
舫	fhj
昉	fhk
钫	fhm
坊	fhn
枋	fho
防	fhp
房	fhq
妨	fhv
蚄	fhw
繁	fja
范	fjb
矾	fjc
饭	fjd
泛	fjf
翻	fjh
钒	fjm
墦	fjn
樊	fjo
烦	fjp
璠	fjr
贩	fjt
犯	fju
返	fjw
凡	fjx
帆	fjy
夫	fua
芙	fub
驸	fuc
阜	fud
府	fue
浮	fuf
扶	fug
赴	fuh
富	fui
覆	fuj
弗	fuk
符	ful
𫓧	fum
垺	fun
副	fuo
父	fup
服	fuq
麸	fur
福	fus
赋	fut
妇	fuv
蝠	fuw
付	fux
幅	fuy
咐	fuz
绯	fwa
菲	fwb
鲱	fwc
废	fwe
沸	fwf
费	fwk
篚	fwl
镄	fwm
榧	fwo
诽	fwp
肥	fwq
悱	fws
狒	fwu
飞	fwv
匪	fwx
霏	fwy
啡	fwz
缶	fzc
否	fzo
伽	gaa
尕	gad
旮	gal
钆	gam
戛	gao
嘎	gaz
缟	gca
藁	gcb
告	gcc
糕	gcd
搞	gcg
稿	gci
杲	gck
羔	gcl
镐	gcm
槁	gco
诰	gcp
膏	gcu
睾	gcw
荄	gdb
戤	gdd
溉	gdf
晐	gdk
盖	gdl
钙	gdm
垓	gdn
概	gdo
陔	gdp
赅	gdt
改	gdy
仡	gea
葛	geb
硌	gec
饹	ged
疙	gee
滆	gef
搁	geg
割	gei
舸	gej
盖	gel
铬	gem
圪	gen
格	geo
隔	gep
胳	geq
戈	ger
骼	ges
哥	get
革	gew
阁	gex
咯	gez
艮	gfa
茛	gfb
根	gfo
哏	gfz
绠	gga
鲠	ggc
庚	gge
浭	ggf
颈	ggh
耿	ggk
羹	ggl
耕	ggn
梗	ggo
哽	ggz
纲	gha
缸	ghc
港	ghf
扛	ghg
筻	ghl
钢	ghm
堽	ghn
杠	gho
肛	ghq
岗	ght
戆	ghw
冈	ghx
绀	gja
苷	gjb
矸	gjc
疳	gje
泔	gjf
擀	gjg
赶	gjh
秆	gji
酐	gjj
旰	gjk
竿	gjl
坩	gjn
杆	gjo
肝	gjq
玕	gjr
干	gjv
甘	gjw
拐	gkg
乖	gkv
广	gle
洸	glf
𨐈	glj
垙	gln
桄	glo
胱	glq
珖	glr
逛	glu
咣	glz
果	god
涡	gof
虢	goh
国	goj
聒	gok
锅	gom
埚	gon
椁	goo
馘	gop
腘	goq
崞	got
郭	gou
蝈	gow
帼	goy
呙	goz
倌	gra
莞	grb
罐	grc
馆	grd
贯	gre
灌	grf
掼	grg
官	gri
管	grl
棺	gro
爟	grp
琯	grr
惯	grs
盥	grw
观	grx
供	gsa
共	gsb
硔	gsc
拱	gsg
功	gsh
宫	gsi
公	gsp
肱	gsq
珙	gsr
弓	gsv
蚣	gsw
龚	gsx
躬	gsy
估	gua
菇	gub
牯	guc
馉	gud
顾	gue
沽	guf
古	gug
固	guj
箍	gul
锢	gum
鼓	gun
梏	guo
谷	gup
股	guq
骨	gus
崮	gut
姑	guv
蛊	guw
咕	guz
鬶	gva
龟	gvc
皈	gvd
归	gve
跪	gvh
宄	gvi
轨	gvj
晷	gvk
癸	gvl
圭	gvn
柜	gvo
诡	gvp
瑰	gvr
刽	gvt
妫	gvv
鬼	gvw
闺	gvx
瓜	gxh
寡	gxi
卦	gxn
栝	gxo
诖	gxp
胍	gxq
褂	gxs
刮	gxv
呱	gxz
绲	gya
磙	gyc
辊	gyj
棍	gyo
佝	gza
苟	gzb
沟	gzf
篝	gzl
钩	gzm
垢	gzn
构	gzo
诟	gzp
购	gzt
狗	gzu
媾	gzv
鞲	gzw
勾	gzx
铪	ham
蛤	haw
蒿	hcb
皓	hcd
浩	hcf
昊	hck
耗	hcn
毫	hcu
蚝	hcw
号	hcz
骇	hdc
海	hdf
害	hdi
醢	hdj
亥	hdl
孩	hdq
骸	hds
氦	hdy
嗨	hdz
何	hea
荷	heb
饸	hed
河	hef
翮	heg
龁	heh
鹤	hei
曷	hek
劾	hel
赫	hen
核	heo
贺	hep
褐	hes
盒	het
貉	heu
翯	hev
鞨	hew
阂	hex
喝	hez
痕	hfe
𬣳	hfp
恨	hfs
狠	hfu
衡	hga
蘅	hgb
堼	hgn
横	hgo
珩	hgr
恒	hgs
亨	hgu
姮	hgv
哼	hgz
夯	hha
巷	hhb
沆	hhf
航	hhj
杭	hho
颃	hhu
吭	hhz
菡	hjb
鼾	hjd
汗	hjf
撼	hjg
寒	hji
酣	hjj
旱	hjk
含	hjn
焊	hjp
琀	hjr
憾	hjs
崡	hjt
犴	hju
韩	hjv
邯	hjw
喊	hjz
徊	hka
淮	hkf
踝	hkh
槐	hko
怀	hks
徨	hla
荒	hlb
鳇	hlc
皇	hld
癀	hle
潢	hlf
艎	hlj
晃	hlk
簧	hll
锽	hlm
谎	hlp
璜	hlr
慌	hls
肓	hlu
媓	hlv
蝗	hlw
凰	hlx
幌	hly
喤	hlz
伙	hoa
获	hob
𬴃	hoc
夥	hod
漷	hof
攉	hog
和	hoi
镬	hom
耠	hon
火	hop
或	hor
祸	hos
蠖	how
霍	hoy
嚯	hoz
缓	hra
荁	hrb
鲩	hrc
痪	hre
浣	hrf
换	hrg
寰	hri
圜	hrj
㬊	hrk
豢	hrl
锾	hrm
还	hro
焕	hrp
奂	hrq
环	hrr
鹮	hrt
獾	hru
郇	hrx
唤	hrz
纮	hsa
蕻	hsb
洪	hsf
宏	hsi
轰	hsj
𫟹	hsm
烘	hsp
玒	hsr
弘	hsv
虹	hsw
訇	hsx
哄	hsz
瓠	hua
葫	hub
鹄	huc
糊	hud
湖	huf
胡	hug
和	hui
囫	huj
昈	huk
忽	hul
壶	hun
槲	huo
煳	hup
户	huq
瑚	hur
惚	hus
互	hut
狐	huu
弧	huv
乎	huw
虎	hux
鄠	huy
呼	huz
辉	hva
荟	hvb
硊	hvc
毁	hvd
麾	hve
汇	hvf
挥	hvg
秽	hvi
回	hvj
晦	hvk
𬭬	hvm
恚	hvn
惠	hvo
讳	hvp
虺	hvq
慧	hvr
悔	hvs
贿	hvt
灰	hvv
蛔	hvw
喙	hvz
𬭶	hwm
嘿	hwz
化	hxa
花	hxb
骅	hxc
滑	hxf
铧	hxm
画	hxo
觟	hxq
划	hxr
猾	hxu
婳	hxv
哗	hxz
荤	hyb
碈	hyc
馄	hyd
混	hyf
昏	hyl
魂	hyo
诨	hyp
珲	hyr
惛	hys
阍	hyx
候	hza
鲘	hzc
齁	hzd
厚	hze
鲎	hzi
篌	hzl
𬭤	hzm
堠	hzn
骺	hzs
猴	hzu
逅	hzw
吼	hzz
侘	iaa
茶	iab
碴	iac
馇	iad
汊	iaf
插	iag
蹅	iah
察	iai
差	ial
镲	iam
垞	ian
杈	iao
岔	iap
衩	ias
嵖	iat
猹	iau
姹	iav
叉	iax
刹	iay
嚓	iaz
绰	ica
巢	ice
潮	icf
抄	icg
晁	ick
钞	icm
耖	icn
炒	icp
怊	ics
朝	icv
吵	icz
侪	ida
茝	idb
瘥	ide
柴	idh
差	idl
钗	idm
豺	idu
虿	idv
彻	iea
掣	iec
澈	ief
扯	ieg
㬚	iek
坼	ien
尺	ieq
尘	ifa
碜	ifc
疢	ife
抻	ifg
趁	ifh
称	ifi
晨	ifk
辰	ifl
郴	ifo
陈	ifp
臣	ifq
琛	ifr
衬	ifs
嗔	ifz
惩	iga
骋	igc
庱	ige
澄	igf
撑	igg
程	igi
酲	igj
晟	igk
铖	igm
城	ign
橙	igo
诚	igp
承	igq
琤	igr
裎	igs
丞	igv
蛏	igw
呈	igz
偿	iha
菖	ihb
鲳	ihc
畅	ihd
厂	ihe
长	ihg
尝	ihi
昌	ihk
昶	ihl
𬬮	ihm
场	ihn
肠	ihq
怅	ihs
猖	ihu
娼	ihv
阊	ihx
鬯	ihy
唱	ihz
侈	iia
茌	iib
驰	iic
饬	iid
痴	iie
池	iif
摛	iig
齿	iih
啻	iii
耻	iik
篪	iil
赤	iin
豉	iio
斥	iip
迟	iiq
褫	iis
弛	iiv
魑	iiw
翅	iix
瓻	iiy
嗤	iiz
缠	ija
蒇	ijb
骣	ijc
馋	ijd
廛	ije
潺	ijf
掺	ijg
躔	ijh
旵	ijk
铲	ijm
梴	ijo
谄	ijp
孱	ijq
刬	ijr
忏	ijs
巉	ijt
颤	iju
婵	ijv
蝉	ijw
阐	ijx
啴	ijz
搋	ikg
踹	ikh
啜	ikz
床	ile
窗	ili
怆	ils
闯	ilx
幢	ily
噇	ilz
绰	ioa
龊	ioh
辍	ioj
惙	ios
逴	iox
啜	ioz
川	ire
穿	iri
船	irj
舛	irl
钏	irm
椽	iro
遄	irt
氚	iry
串	irz
茺	isb
冲	isf
摏	isg
宠	isi
艟	isj
舂	isl
铳	ism
珫	isr
憧	iss
崇	ist
充	isu
翀	isv
虫	isw
储	iua
础	iuc
黜	iud
厨	iue
滁	iuf
搐	iug
躇	iuh
锄	ium
楚	iuo
除	iup
触	iuq
琡	iur
初	ius
畜	iuu
矗	iuv
蜍	iuw
处	iux
倕	iva
捶	ivg
圌	ivj
锤	ivm
槌	ivo
炊	ivp
垂	ivv
纯	iya
莼	iyb
䲠	iyc
淳	iyf
醇	iyj
蠢	iyl
𬭚	iym
堾	iyn
椿	iyo
瑃	iyr
鹑	iyu
蝽	iyw
仇	iza
臭	izd
瘳	ize
踌	izh
愁	izi
酬	izj
瞅	izk
筹	izl
杻	izo
惆	izs
侴	izt
丑	izv
雠	izy
仅	jba
荩	jbb
馑	jbd
紧	jbe
津	jbf
劲	jbh
晋	jbk
筋	jbl
金	jbm
今	jbn
禁	jbo
近	jbp
尽	jbq
瑾	jbr
襟	jbs
赆	jbt
妗	jbv
堇	jbw
巾	jby
噤	jbz
级	jia
藉	jib
矶	jic
及	jid
迹	jie
济	jif
技	jig
跻	jih
积	jii
辑	jij
冀	jik
籍	jil
𫓯	jim
吉	jin
机	jio
记	jip
急	jiq
玑	jir
悸	jis
羁	jit
剂	jiu
嫉	jiv
基	jiw
几	jix
集	jiy
唧	jiz
径	jka
警	jkb
鲸	jkc
精	jkd
痉	jke
净	jkf
兢	jkg
颈	jkh
睛	jkk
镜	jkm
境	jkn
阱	jkp
胫	jkq
静	jkr
惊	jks
京	jku
婧	jkv
竟	jkw
竞	jkz
僵	jla
蒋	jlb
礓	jlc
糨	jld
江	jlf
奖	jlk
姜	jll
耩	jln
豇	jlo
讲	jlp
膙	jlq
疆	jlv
虹	jlw
匠	jlx
件	jma
荐	jmb
碱	jmc
饯	jmd
坚	jme
减	jmf
捡	jmg
践	jmh
蹇	jmi
舰	jmj
睑	jmk
简	jml
键	jmm
柬	jmn
检	jmo
剪	jmp
肩	jmq
戋	jmr
裥	jms
建	jmt
奸	jmv
鞯	jmw
间	jmx
缴	jna
蕉	jnb
骄	jnc
饺	jnd
剿	jne
浇	jnf
搅	jng
跤	jnh
觉	jni
较	jnj
铰	jnm
教	jnn
椒	jno
燋	jnp
脚	jnq
璬	jnr
恔	jns
峤	jnt
交	jnu
娇	jnv
蛟	jnw
焦	jny
嚼	jnz
街	jpa
节	jpb
碣	jpc
界	jpd
疥	jpe
洁	jpf
接	jpg
秸	jpi
睫	jpk
羯	jpl
劫	jpn
杰	jpo
阶	jpp
解	jpq
戒	jpr
骱	jps
介	jpt
姐	jpv
蚧	jpw
岊	jpy
竭	jpz
纠	jqa
舅	jqd
旧	jqe
酒	jqf
揪	jqg
赳	jqh
究	jqi
韭	jqk
九	jql
救	jqo
玖	jqr
㠇	jqt
鹫	jqu
咎	jqx
啾	jqz
倦	jra
涓	jrf
捐	jrg
圈	jrj
眷	jrl
镌	jrm
蠲	jrp
狷	jru
娟	jrv
隽	jry
鹃	jrz
䌹	jsa
𬳶	jsc
泂	jsf
窘	jsi
炅	jsk
坰	jsn
炯	jsp
扃	jsq
颎	jst
迥	jsx
绝	jta
蕨	jtb
砄	jtc
厥	jte
决	jtf
掘	jtg
爵	jth
矍	jtk
镢	jtm
橛	jto
诀	jtp
角	jtq
珏	jtr
崛	jtt
獗	jtu
嚼	jtz
举	jua
菊	jub
驹	juc
疽	jue
沮	juf
拒	jug
距	juh
秬	jui
车	juj
聚	juk
筥	jul
锯	jum
弆	jun
橘	juo
炬	jup
局	juq
琚	jur
惧	jus
岠	jut
狙	juu
矩	juv
鞠	juw
句	jux
咀	juz
假	jxa
茄	jxb
甲	jxd
痂	jxe
浃	jxf
跏	jxh
稼	jxi
贾	jxj
笳	jxl
钾	jxm
嘉	jxn
夹	jxo
加	jxp
胛	jxq
珈	jxr
岬	jxt
嫁	jxv
蛱	jxw
斝	jxz
俊	jya
菌	jyb
骏	jyc
畯	jyd
浚	jyf
捃	jyg
皲	jyi
晙	jyk
筠	jyl
钧	jym
均	jyn
焌	jyp
麇	jyq
珺	jyr
君	jyt
竣	jyz
胩	kaq
咖	kaz
靠	kcc
洘	kcf
拷	kcg
铐	kcm
栲	kco
烤	kcp
尻	kcq
蒈	kdb
揩	kdg
铠	kdm
垲	kdn
楷	kdo
炌	kdp
慨	kds
凯	kdt
闿	kdx
缂	kea
苛	keb
磕	kec
颗	ked
疴	kee
渴	kef
克	keg
科	kei
轲	kej
瞌	kek
刻	kel
锞	kem
壳	ken
柯	keo
课	kep
珂	ker
恪	kes
岢	ket
蝌	kew
匼	kex
氪	key
咳	kez
恳	kfa
裉	kfs
啃	kfz
硁	kgc
铿	kgm
吭	kgz
伉	kha
𩾌	khc
糠	khd
抗	khg
钪	khm
𡐓	khn
炕	khp
慷	khs
亢	khu
闶	khx
侃	kja
莰	kjb
砍	kjc
瞰	kjk
堪	kjn
槛	kjo
龛	kjt
勘	kjw
阚	kjx
侩	kka
蒯	kkb
鲙	kkc
㧟	kkg
筷	kkl
块	kkn
脍	kkq
会	kkt
狯	kku
哙	kkz
夼	kla
矿	klc
邝	kle
洭	klf
旷	klk
筐	kll
圹	kln
框	klo
诳	klp
贶	klt
狂	klu
匡	klx
哐	klz
廓	koe
括	kog
蛞	kow
阔	kox
宽	kri
髋	krs
倥	ksa
硿	ksc
控	ksg
恐	ksh
箜	ksl
埪	ksn
孔	ksq
崆	kst
绔	kua
矻	kuc
库	kue
窟	kui
酷	kuj
枯	kuo
裤	kus
哭	kuz
奎	kva
葵	kvb
骙	kvc
馈	kvd
溃	kvf
