啊	a
伴	bfo
坂	bfp
绊	bfq
瘢	bfu
半	bfz
搒	bga
棒	bgc
磅	bgd
膀	bgf
邦	bgg
玤	bgh
镑	bgi
蚌	bgm
浜	bgn
傍	bgo
塝	bgp
绑	bgq
蒡	bgs
𠳐	bgt
谤	bgw
币	bia
畀	bib
避	bie
秘	bif
逼	big
碧	bih
铋	bii
鼻	bij
必	bik
闭	bil
泌	bin
彼	bio
毕	biq
婢	bir
蔽	bis
鄙	bit
庇	biu
弼	biv
诐	biw
赑	bix
笔	biy
陛	biz
鳊	bja
昪	bjb
砭	bjd
遍	bje
褊	bjj
忭	bjk
匾	bjl
蝙	bjm
辩	bjn
便	bjo
编	bjq
弁	bjr
苄	bjs
变	bjt
贬	bjx
笾	bjy
鞭	bjz
摽	bka
标	bkc
膘	bkf
镖	bki
裱	bkj
飑	bkl
幖	bkm
瀌	bkn
俵	bko
婊	bkr
藨	bks
瘭	bku
骉	bkv
飙	bkx
摈	bla
彬	blc
斌	ble
膑	blf
鬓	blg
玢	blh
镔	bli
滨	bln
傧	blo
缤	blq
殡	blw
邠	blz
癿	bmj
瘪	bmu
憋	bmz
播	boa
剥	bob
勃	boc
礴	bod
擘	boe
脖	bof
跛	bog
玻	boh
钵	boi
帛	boj
舶	bok
波	bon
伯	boo
僰	bop
卜	bor
薄	bos
啵	bot
驳	bov
饽	box
簸	boy
摒	bqa
昺	bqb
柄	bqc
屏	bqe
秉	bqf
丙	bqg
蛃	bqm
冰	bqn
炳	bqo
病	bqu
兵	bqv
饼	bqx
贲	brc
锛	bri
倴	bro
畚	brr
苯	brs
犇	brv
奔	brx
笨	bry
坌	brz
摆	bsa
柏	bsc
稗	bsf
百	bsg
佰	bso
败	bsx
拜	bsy
泵	btd
蹦	btg
琫	bth
镚	bti
祊	btj
蚌	btm
甏	btp
绷	btq
嘣	btt
迸	btz
捕	bua
晡	bub
布	buc
逋	bue
步	bug
钚	bui
补	buj
怖	buk
醭	bul
堡	buo
埠	bup
卜	bur
蔀	bus
哺	but
簿	buy
备	bwb
杯	bwc
碑	bwd
北	bwe
琲	bwh
钡	bwi
卑	bwj
悖	bwk
𬇙	bwn
倍	bwo
蓓	bws
呗	bwt
贝	bwx
狈	bwz
嚓	cat
攒	cca
蹿	ccg
镩	cci
汆	ccv
篡	ccy
操	cda
槽	cdc
糙	cdd
曹	cdg
艚	cdk
螬	cdm
漕	cdn
嘈	cdt
恻	cek
册	cel
测	cen
侧	ceo
厕	ceu
䅟	cff
璨	cfh
黪	cfj
惨	cfk
灿	cfo
骖	cfv
餐	cfw
蚕	cfx
舱	cgk
沧	cgn
伧	cgo
苍	cgs
仓	cgv
辞	cic
磁	cid
此	cig
玼	cih
祠	cij
瓷	cin
伺	cio
刺	cip
茨	cis
呲	cit
疵	ciu
词	ciw
赐	cix
差	ciy
慈	ciz
措	coa
棤	coc
磋	cod
嵯	coe
脞	cof
蹉	cog
瑳	coh
锉	coi
矬	con
鹾	cor
莝	cos
厝	cou
腠	cpf
辏	cpk
涔	crn
参	crr
睬	csb
材	csc
踩	csg
彩	csk
偲	cso
蔡	css
财	csx
猜	csz
层	cte
蹭	ctg
噌	ctt
粗	cud
卒	cue
蹴	cug
蹙	cuh
醋	cul
徂	cuo
蔟	cus
殂	cuw
簇	cuy
猝	cuz
摧	cva
榱	cvc
粹	cvd
崔	cve
璀	cvh
悴	cvk
淬	cvn
催	cvo
缞	cvq
翠	cvr
萃	cvs
啐	cvt
瘁	cvu
毳	cvz
枞	cyc
匆	cyf
琮	cyh
悰	cyk
淙	cyn
熜	cyo
聪	cyr
葱	cys
丛	cyv
囱	cyw
存	czc
邨	czg
忖	czk
寸	czm
皴	czr
打	daa
鿎	dad
跶	dag
𨱏	dai
褡	daj
怛	dak
溚	dan
炟	dao
垯	dap
妲	dar
荙	das
哒	dat
瘩	dau
达	dax
答	day
鞑	daz
段	dca
椴	dcc
耑	dce
瑖	dch
锻	dci
端	dcj
短	dcn
煅	dco
塅	dcp
缎	dcq
簖	dcy
捣	dda
稻	ddf
蹈	ddg
纛	ddh
祷	ddj
悼	ddk
刀	ddm
盗	ddn
倒	ddo
导	ddr
叨	ddt
道	ddz
锝	dei
德	deo
地	dep
嘚	det
担	dfa
旦	dfb
石	dfd
亶	dfe
胆	dff
蛋	dfg
氮	dfj
惮	dfk
丹	dfl
淡	dfn
儋	dfo
单	dfp
𬘘	dfq
耽	dfr
萏	dfs
啖	dft
疸	dfu
弹	dfv
诞	dfw
赕	dfx
箪	dfy
挡	dga
档	dgc
砀	dgd
珰	dgh
铛	dgi
裆	dgj
𬍡	dgn
党	dgp
荡	dgs
谠	dgw
凼	dgy
抵	dia
迪	dib
敌	dic
砥	did
骶	dig
玓	dih
镝	dii
禘	dij
弟	dim
滴	din
低	dio
地	dip
缔	diq
娣	dir
蒂	dis
嘀	dit
底	diu
邸	div
谛	diw
第	diy
狄	diz
垫	dja
电	djb
颠	djc
碘	djd
殿	dje
踮	djg
玷	djh
钿	dji
惦	djk
典	djl
淀	djn
佃	djo
坫	djp
店	dju
簟	djy
奠	djz
鲷	dka
碉	dkd
钓	dki
雕	dkl
凋	dkn
窎	dkp
吊	dkt
刁	dkv
调	dkw
貂	dkz
鲽	dma
叠	dmb
楪	dmc
碟	dmd
牒	dme
跌	dmg
瓞	dmk
蝶	dmm
迭	dmn
堞	dmp
绖	dmq
耋	dmr
喋	dmt
谍	dmw
铥	dni
掇	doa
剟	dob
亸	doe
踱	dog
铎	doi
裰	doj
舵	dok
朵	dol
垛	dop
哆	dot
度	dou
驮	dov
躲	dow
夺	dox
堕	doz
抖	dpa
豆	dpg
钭	dpi
兜	dpj
蚪	dpm
斗	dpn
窦	dpp
蔸	dps
痘	dpu
读	dpw
篼	dpy
陡	dpz
盯	dqb
碇	dqd
腚	dqf
玎	dqh
钉	dqi
酊	dql
顶	dqm
仃	dqo
耵	dqr
萣	dqs
叮	dqt
疔	dqu
订	dqw
逮	dsb
戴	dsc
叇	dsg
玳	dsh
轪	dsk
代	dso
埭	dsp
绐	dsq
怠	dsr
呆	dst
骀	dsv
歹	dsw
大	dsx
邓	dtb
磴	dtd
嶝	dte
蹬	dtg
璒	dth
镫	dti
澄	dtn
灯	dto
噔	dtt
登	dtw
睹	dub
杜	duc
牍	due
肚	duf
髑	dug
毒	duh
镀	dui
黩	duj
阇	dul
渡	dun
堵	dup
督	dur
芏	dus
嘟	dut
度	duu
犊	duv
读	duw
赌	dux
笃	duy
独	duz
怼	dvb
碓	dvd
祋	dvj
堆	dvp
队	dvz
嘚	dwt
冬	dyb
栋	dyc
硐	dyd
岽	dye
胴	dyf
氡	dyj
东	dyk
𬟽	dym
洞	dyn
侗	dyo
垌	dyp
董	dys
咚	dyt
盾	dza
盹	dzb
趸	dzc
礅	dzd
敦	dze
蹲	dzg
钝	dzi
惇	dzk
沌	dzn
炖	dzo
墩	dzp
吨	dzt
鹅	eea
遏	eeb
𥔲	eed
峨	eee
腭	eef
噩	eeh
垩	eei
愕	eek
蛾	eem
涐	een
俄	eeo
额	eep
娥	eer
萼	ees
呃	eet
厄	eeu
讹	eew
饿	eex
阿	eez
鲕	eqa
二	eqg
贰	eqh
铒	eqi
尔	eqm
洱	eqn
耳	eqr
咡	eqt
鸸	eqv
饵	eqx
陑	eqz
摁	era
蒽	ers
乏	faa
砝	fad
罚	fah
阀	fal
伐	fao
筏	fay
返	ffa
畈	ffb
樊	ffc
矾	ffd
蹯	ffg
璠	ffh
钒	ffi
翻	ffk
凡	ffl
帆	ffm
泛	ffn
烦	ffo
墦	ffp
范	ffs
饭	ffx
犯	ffz
鲂	fga
昉	fgb
枋	fgc
房	fge
肪	fgf
钫	fgi
舫	fgk
蚄	fgm
仿	fgo
坊	fgp
纺	fgq
妨	fgr
芳	fgs
放	fgu
牥	fgv
访	fgw
防	fgz
缶	fpv
鲼	fra
焚	frc
粉	frd
玢	frh
氛	frj
愤	frk
酚	frl
汾	frn
份	fro
坟	frp
纷	frq
翂	frr
芬	frs
吩	frt
奋	frx
忿	frz
逢	ftb
枫	ftc
砜	ftd
峰	fte
丰	fth
锋	fti
凤	ftl
蜂	ftm
冯	ftn
烽	fto
封	ftp
缝	ftq
葑	fts
唪	ftt
疯	ftu
讽	ftw
赗	ftx
奉	fty
扶	fua
阜	fub
付	fuc
弗	fud
甫	fue
服	fuf
副	fug
麸	fuh
黼	fui
福	fuj
辅	fuk
覆	ful
负	fum
浮	fun
佛	fuo
富	fup
缚	fuq
妇	fur
芙	fus
咐	fut
府	fuu
驸	fuv
讣	fuw
夫	fux
符	fuy
父	fuz
鲱	fwa
榧	fwc
费	fwd
斐	fwe
肥	fwf
镄	fwi
悱	fwk
匪	fwl
沸	fwn
绯	fwq
妃	fwr
菲	fws
啡	fwt
废	fwu
飞	fwv
诽	fww
篚	fwy
狒	fwz
戛	gag
旮	gai
尕	gan
伽	gao
嘎	gat
尜	gax
刮	gbc
胍	gbf
褂	gbj
瓜	gbk
寡	gbp
呱	gbt
诖	gbw
盥	gca
观	gcb
棺	gcc
琯	gch
祼	gcj
惯	gck
灌	gcn
倌	gco
官	gcp
贯	gcq
莞	gcs
罐	gcv
馆	gcx
管	gcy
搞	gda
杲	gdb
槁	gdc
糕	gdd
膏	gde
稿	gdf
镐	gdi
皋	gdj
缟	gdq
藁	gds
告	gdv
诰	gdw
羔	gdy
搁	gea
格	gec
硌	ged
胳	gef
骼	geg
戈	geh
铬	gei
袼	gej
舸	gek
阁	gel
哥	gem
滆	gen
仡	geo
割	gep
葛	ges
咯	get
疙	geu
鸽	gev
哿	gew
饹	gex
盖	gey
革	gez
擀	gfa
旰	gfb
干	gfc
矸	gfd
肝	gff
赶	gfg
玕	gfh
酐	gfl
虷	gfm
泔	gfn
坩	gfp
绀	gfq
苷	gfs
疳	gfu
敢	gfv
竿	gfy
甘	gfz
扛	gga
杠	ggc
矼	ggd
岗	gge
肛	ggf
罡	ggh
钢	ggi
冈	ggl
港	ggn
堽	ggp
纲	ggq
缸	ggv
戆	ggy
桄	ghc
胱	ghf
珖	ghh
𨐈	ghk
洸	ghn
垙	ghp
咣	ght
广	ghu
逛	ghz
果	gob
椁	goc
国	god
郭	goe
腘	gof
裹	goh
锅	goi
虢	gok
蝈	gom
涡	gon
埚	gop
聒	gor
呙	got
馃	gox
馘	goz
构	gpc
岣	gpe
钩	gpi
勾	gpl
沟	gpn
佝	gpo
垢	gpp
缑	gpq
媾	gpr
苟	gps
诟	gpw
购	gpx
篝	gpy
狗	gpz
根	grc
艮	gre
亘	grg
茛	grs
哏	grt
晐	gsb
概	gsc
丐	gsg
钙	gsi
溉	gsn
垓	gsp
改	gsr
荄	gss
赅	gsx
盖	gsy
陔	gsz
鲠	gta
暅	gtb
梗	gtc
颈	gtd
耕	gtl
浭	gtn
埂	gtp
绠	gtq
耿	gtr
哽	gtt
庚	gtu
羹	gty
鲴	gua
梏	guc
固	gud
雇	gue
股	guf
骨	gug
罟	guh
锢	gui
轱	guk
孤	gul
蛊	gum
沽	gun
估	guo
鼓	gup
姑	gur
菇	gus
咕	gut
顾	guu
牯	guv
诂	guw
古	gux
箍	guy
谷	guz
龟	gva
晷	gvb
柜	gvc
硅	gvd
刿	gve
跪	gvg
瑰	gvh
皈	gvj
轨	gvk
闺	gvl
贵	gvm
圭	gvp
妫	gvr
庋	gvu
刽	gvv
诡	gvw
鬼	gvx
簋	gvy
拐	gxa
乖	gxc
夬	gxv
拱	gya
功	gyd
肱	gyf
珙	gyh
蚣	gym
供	gyo
宫	gyp
共	gys
弓	gyv
躬	gyw
龚	gyx
公	gyz
鲧	gza
棍	gzc
磙	gzd
衮	gzh
辊	gzk
绲	gzq
铪	hai
蛤	ham
桦	hbc
画	hbg
划	hbh
铧	hbi
觟	hbm
滑	hbn
化	hbo
婳	hbr
花	hbs
哗	hbt
骅	hbv
猾	hbz
换	hca
㬊	hcb
桓	hcc
圜	hcd
峘	hce
还	hcg
环	hch
锾	hci
郇	hcl
奂	hcm
浣	hcn
焕	hco
寰	hcp
缓	hcq
荁	hcs
唤	hct
痪	hcu
豢	hcy
獾	hcz
昊	hdb
毫	hde
皓	hdj
耗	hdl
蚝	hdm
浩	hdn
郝	hdp
蒿	hds
号	hdt
貉	hdz
劾	hea
曷	heb
核	hec
𬌗	hed
禾	hef
龁	heg
褐	hej
阂	hel
河	hen
何	heo
赫	hep
纥	heq
壑	her
荷	hes
喝	het
盒	hev
贺	hew
饸	hex
貉	hez
撼	hfa
旱	hfb
韩	hfc
崡	hfe
琀	hfh
鼾	hfj
憾	hfk
酣	hfl
蚶	hfm
汗	hfn
焊	hfo
寒	hfp
菡	hfs
喊	hft
函	hfv
含	hfw
邯	hfz
杭	hgc
颃	hge
航	hgk
沆	hgn
绗	hgq
巷	hgs
吭	hgt
夯	hgx
鳇	hha
晃	hhb
肓	hhe
璜	hhh
锽	hhi
皇	hhj
慌	hhk
凰	hhl
幌	hhm
潢	hhn
煌	hho
媓	hhr
荒	hhs
喤	hht
癀	hhu
谎	hhw
簧	hhy
隍	hhz
攉	hoa
夥	hob
和	hof
或	hoh
镬	hoi
祸	hoj
耠	hol
蠖	hom
漷	hon
火	hoo
豁	hop
获	hos
嚯	hot
霍	hov
逅	hpa
糇	hpd
骺	hpg
𬭤	hpi
齁	hpj
候	hpo
堠	hpp
吼	hpt
厚	hpu
篌	hpy
猴	hpz
恨	hrk
痕	hru
𬣳	hrw
狠	hrz
亥	hsa
胲	hsf
骸	hsg
氦	hsj
孩	hsl
海	hsn
害	hsp
嗨	hst
骇	hsv
横	htc
亨	hte
珩	hth
恒	htk
衡	hto
堼	htp
姮	htr
蘅	hts
乎	hua
互	hub
槲	huc
糊	hud
户	hue
忽	huf
鹘	hug
瑚	huh
祜	huj
惚	huk
醐	hul
蝴	hum
湖	hun
煳	huo
壶	hup
虎	hur
葫	hus
呼	hut
弧	huv
胡	hux
笏	huy
狐	huz
挥	hva
晦	hvb
灰	hvc
回	hvd
翙	hve
秽	hvf
惠	hvg
慧	hvh
𬭬	hvi
毁	hvj
悔	hvk
虺	hvl
蛔	hvm
汇	hvn
徽	hvo
恚	hvp
绘	hvq
翚	hvr
荟	hvs
喙	hvt
麾	hvu
讳	hvw
辉	hvx
隳	hvz
𬭶	hwi
嘿	hwt
槐	hxc
踝	hxg
怀	hxk
淮	hxn
徊	hxo
翃	hyc
玒	hyh
𫟹	hyi
竑	hyj
轰	hyk
訇	hyl
虹	hym
洪	hyn
烘	hyo
宏	hyp
纮	hyq
蕻	hys
哄	hyt
弘	hyv
讧	hyw
谼	hyz
碈	hzd
魂	hzg
珲	hzh
惛	hzk
阍	hzl
混	hzn
荤	hzs
昏	hzv
诨	hzw
馄	hzx
杉	iac
砂	iad
铩	iai
煞	iam
沙	ian
傻	iao
纱	iaq
莎	ias
啥	iat
厦	iau
霎	iav
刹	iaz
唰	ibt
耍	ibv
栓	icc
腨	icf
闩	icl
涮	icn
捎	ida
睄	idb
梢	idc
稍	idf
玿	idh
艄	idk
勺	idl
邵	idm
潲	idn
烧	ido
绍	idq
芍	ids
哨	idt
韶	idy
鞘	idz
摄	iea
舌	iec
𪨶	iee
麝	iei
慑	iek
阇	iel
蛇	iem
涉	ien
赦	iep
厍	ieu
舍	iev
设	iew
奢	iex
猞	iez
擅	ifa
晱	ifb
杉	ifc
扇	ife
膳	iff
跚	ifg
珊	ifh
善	ifi
衫	ifj
舢	ifk
闪	ifl
蟮	ifm
汕	ifn
煽	ifo
单	ifp
缮	ifq
姗	ifr
苫	ifs
疝	ifu
骟	ifv
讪	ifw
赡	ifx
陕	ifz
晌	igb
商	igc
觞	igm
伤	igo
赏	igp
绱	igq
殇	igw
尚	igx
礵	ihd
泷	ihn
孀	ihr
霜	ihv
爽	ihx
势	iia
匙	iib
十	iic
石	iid
市	iie
䏡	iif
事	iig
式	iih
铈	iii
视	iij
释	iik
示	iil
师	iim
失	iin
使	iio
实	iip
始	iir
莳	iis
史	iit
施	iiu
驶	iiv
试	iiw
食	iix
筮	iiy
世	iiz
搠	ioa
硕	iod
铄	ioi
烁	ioo
妁	ior
蒴	ios
朔	ioz
授	ipa
熟	ipe
寿	ipg
受	ipk
售	ipl
守	ipp
绶	ipq
瘦	ipu
收	ipv
首	ipz
鲹	ira
申	irb
椹	irc
砷	ird
屾	ire
胂	irf
珅	irh
𬬹	iri
神	irj
慎	irk
肾	irm
深	irn
伸	iro
审	irp
绅	irq
婶	irr
莘	irs
呻	irt
瘆	iru
蜃	irv
身	irw
甚	irz
色	ism
筛	isy
升	ita
圣	itb
嵊	ite
胜	itf
盛	ith
甥	itk
声	itp
绳	itq
牲	itv
省	itx
笙	ity
陞	itz
抒	iua
暑	iub
术	iuc
数	iud
属	iue
黍	iuf
署	iuh
𬬸	iui
鼠	iuj
输	iuk
竖	ium
淑	iun
倏	iuo
束	iup
纾	iuq
叔	iur
薯	ius
殳	iut
庶	iuu
舒	iuv
殊	iuw
赎	iux
陎	iuz
睡	ivb
税	ivf
帨	ivm
谁	ivw
摔	ixa
率	ixe
甩	ixf
衰	ixh
蟀	ixm
瞬	izb
楯	izc
舜	izk
吮	izt
甲	jbb
枷	jbc
岬	jbe
稼	jbf
夹	jbg
珈	jbh
钾	jbi
贾	jbl
蛱	jbm
浃	jbn
假	jbo
嘉	jbp
嫁	jbr
茄	jbs
斝	jbt
痂	jbu
加	jbw
笳	jby
捐	jca
圈	jcd
镌	jci
隽	jcl
涓	jcn
倦	jco
绢	jcq
娟	jcr
鹃	jct
眷	jcy
狷	jcz
鳉	jha
糨	jhd
奖	jhe
膙	jhf
豇	jhg
匠	jhl
虹	jhm
江	jhn
僵	jho
缰	jhq
蒋	jhs
疆	jhv
讲	jhw
姜	jhy
降	jhz
技	jia
鸡	jib
机	jic
矶	jid
即	jie
积	jif
击	jig
羁	jih
麂	jii
𫌀	jij
辑	jik
几	jil
急	jim
及	jin
伎	jio
吉	jip
级	jiq
忌	jir
藉	jis
迹	jit
疾	jiu
骥	jiv
记	jiw
饥	jix
籍	jiy
基	jiz
捡	jja
建	jjb
检	jjc
碱	jjd
肩	jje
腱	jjf
践	jjg
戋	jjh
键	jji
裥	jjj
舰	jjk
间	jjl
坚	jjm
减	jjn
件	jjo
柬	jjp
缄	jjq
奸	jjr
荐	jjs
剑	jjv
歼	jjw
尖	jjx
简	jjy
剪	jjz
搅	jka
椒	jkc
礁	jkd
交	jke
脚	jkf
跤	jkg
璬	jkh
铰	jki
皎	jkj
较	jkk
焦	jkl
角	jkm
浇	jkn
侥	jko
觉	jkp
缴	jkq
教	jkr
蕉	jks
嚼	jkt
骄	jkv
饺	jkx
狡	jkz
禁	jlc
劲	jld
尽	jle
瑾	jlh
金	jli
襟	jlj
紧	jlm
津	jln
仅	jlo
近	jlp
缙	jlq
妗	jlr
荩	jls
噤	jlt
廑	jlu
卺	jlv
今	jlw
馑	jlx
筋	jly
堇	jlz
接	jma
界	jmb
杰	jmc
碣	jmd
届	jme
秸	jmf
骱	jmg
戒	jmh
竭	jmj
悈	jmk
孑	jml
解	jmm
洁	jmn
街	jmo
劫	jmp
皆	jmq
姐	jmr
节	jms
嗟	jmt
疥	jmu
介	jmv
诫	jmw
羯	jmy
阶	jmz
揪	jna
咎	jnb
柩	jnc
韭	jne
救	jng
玖	jnh
九	jni
舅	jnj
阄	jnl
旧	jnm
酒	jnn
僦	jno
究	jnp
纠	jnq
啾	jnt
疚	jnu
鲸	jqa
睛	jqb
精	jqd
京	jqe
胫	jqf
静	jqh
镜	jqi
竞	jqj
惊	jqk
净	jqn
径	jqo
境	jqp
婧	jqr
警	jqs
痉	jqu
兢	jqx
竟	jqy
阱	jqz
拒	jua
䴗	jub
橘	juc
砠	jud
局	jue
秬	juf
距	jug
琚	juh
锯	jui
裾	juj
惧	juk
句	jul
矩	jun
俱	juo
弆	jup
具	juq
聚	jur
菊	jus
咀	jut
疽	juu
驹	juv
讵	juw
举	jux
筥	juy
鞠	juz
掘	jxa
矍	jxb
橛	jxc
砄	jxd
崛	jxe
蹶	jxg
珏	jxh
镢	jxi
爵	jxk
孓	jxl
角	jxm
决	jxn
倔	jxo
绝	jxq
蕨	jxs
嚼	jxt
厥	jxu
𫘝	jxv
诀	jxw
獗	jxz
炅	jyb
扃	jye
迥	jyl
泂	jyn
炯	jyo
坰	jyp
䌹	jyq
𬳶	jyv
捃	jza
君	jzb
峻	jze
䐃	jzf
珺	jzh
钧	jzi
竣	jzj
浚	jzn
俊	jzo
均	jzp
菌	jzs
骏	jzv
筠	jzy
胩	kaf
咖	kat
挎	kba
胯	kbf
跨	kbg
侉	kbo
垮	kbp
姱	kbr
髋	kcg
宽	kcp
拷	kda
栲	kdc
尻	kde
铐	kdi
洘	kdn
烤	kdo
靠	kdv
刻	kea
颗	keb
柯	kec
磕	ked
岢	kee
科	kef
髁	keg
珂	keh
锞	kei
氪	kej
恪	kek
匼	kel
蝌	kem
渴	ken
炣	keo
客	kep
缂	keq
苛	kes
咳	ket
疴	keu
骒	kev
课	kew
克	kex
瞰	kfb
槛	kfc
砍	kfd
崁	kfe
阚	kfl
侃	kfo
堪	kfp
莰	kfs
龛	kfv
勘	kfz
抗	kga
糠	kgd
亢	kge
钪	kgi
慷	kgk
闶	kgl
炕	kgo
𡐓	kgp
旷	khb
框	khc
矿	khd
匡	khl
洭	khn
圹	khp
纩	khq
哐	kht
邝	khu
诳	khw
夼	khx
筐	khy
狂	khz
括	koa
阔	kol
蛞	kom
廓	kou
扣	kpa
眍	kpb
寇	kpp
蔻	kps
叩	kpt
𫸩	kpv
筘	kpy
恳	kre
裉	krj
啃	krt
揩	ksa
楷	ksc
凯	kse
铠	ksi
慨	ksk
闿	ksl
炌	kso
垲	ksp
蒈	kss
硁	ktd
铿	kti
吭	ktt
枯	kuc
矻	kud
骷	kug
裤	kuj
酷	kul
窟	kup
绔	kuq
哭	kut
库	kuu
刳	kux
揆	kva
睽	kvb
盔	kvc
岿	kve
跬	kvg
馗	kvi
愧	kvk
匮	kvl
蝰	kvm
溃	kvn
傀	kvo
窥	kvp
聩	kvr
葵	kvs
喟	kvt
骙	kvv
戣	kvw
馈	kvx
